Plot Title: 9735539_PHb2,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700886)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700897)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700898)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9719147)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9719458)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9721325)","RH, % (LGR S/N: 9735539, SEN S/N: 9721325)","Voltage, V (LGR S/N: 9735539, SEN S/N: 9725487)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734410)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734417)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145934)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145936)"
12042,7/19/18 6:50,91.2,6.2,6.2,51.148,28.1,43.534,94.7,-0.1988,43.1,20.6,0.256,0.2528
12043,7/19/18 7:00,116.2,6.2,6.2,51.148,30.6,45.806,91.8,-0.1988,55.6,20.6,0.2571,0.2528
12044,7/19/18 7:10,166.2,8.7,8.7,51.193,41.9,47.781,90.6,-0.1988,81.9,29.4,0.2564,0.2528
12045,7/19/18 7:20,218.7,13.7,13.7,51.282,55.6,51.413,90.1,-0.1988,111.9,38.1,0.256,0.2528
12046,7/19/18 7:30,218.7,8.7,11.2,51.413,40.6,53.733,83.7,-0.1988,108.1,28.1,0.256,0.2528
12047,7/19/18 7:40,416.2,23.7,26.2,51.589,101.9,54.995,84.1,-0.1988,229.4,70.6,0.2557,0.2528
12048,7/19/18 7:50,333.7,13.7,16.2,51.809,60.6,59.315,77.1,-0.1988,170.6,41.9,0.256,0.2524
12049,7/19/18 8:00,286.2,11.2,13.7,52.115,45.6,61.119,71.7,-0.1988,141.9,30.6,0.256,0.2524
12050,7/19/18 8:10,421.2,16.2,21.2,52.423,74.4,61.376,72.7,-0.1988,216.9,50.6,0.2564,0.2524
12051,7/19/18 8:20,501.2,21.2,26.2,52.772,89.4,64.074,68.1,-0.1988,258.1,59.4,0.256,0.2524
12052,7/19/18 8:30,626.2,26.2,31.2,53.166,109.4,67.714,60.4,-0.1988,328.1,73.1,0.256,0.252
12053,7/19/18 8:40,623.7,23.7,28.7,53.645,103.1,69.685,53.3,-0.1988,321.9,68.1,0.256,0.2516
12054,7/19/18 8:50,731.2,28.7,33.7,54.212,116.9,71.447,51.3,-0.1988,380.6,78.1,0.2557,0.2516
12055,7/19/18 9:00,908.7,33.7,38.7,54.777,140.6,72.783,51.9,-0.1988,475.6,93.1,0.256,0.2516
12056,7/19/18 9:10,908.7,31.2,38.7,55.299,133.1,74.727,50.2,-0.1988,473.1,88.1,0.2557,0.2505
12057,7/19/18 9:20,1026.2,36.2,43.7,55.776,146.9,74.077,49.7,-0.1988,533.1,96.9,0.2553,0.2505
12058,7/19/18 9:30,1013.7,33.7,41.2,56.165,138.1,76.203,48.9,-0.1988,525.6,90.6,0.2557,0.2502
12059,7/19/18 9:40,1261.2,41.2,51.2,56.512,166.9,77.77,45.4,-0.1988,665.6,110.6,0.2557,0.2498
12060,7/19/18 9:50,1258.7,38.7,48.7,56.901,161.9,75.942,46.8,-0.1988,654.4,106.9,0.2553,0.2498
12061,7/19/18 10:00,1283.7,38.7,48.7,57.333,158.1,79.304,41.6,-0.1988,663.1,103.1,0.2553,0.2494
12062,7/19/18 10:10,1398.7,41.2,51.2,57.936,165.6,79.041,45.4,-0.1988,728.1,108.1,0.2553,0.2494
12063,7/19/18 10:20,888.7,23.7,31.2,58.626,100.6,76.246,46,-0.1988,449.4,65.6,0.2553,0.249
12064,7/19/18 10:30,861.2,23.7,31.2,59.315,95.6,76.071,46.1,-0.1988,436.9,60.6,0.2553,0.249
12065,7/19/18 10:40,1526.2,41.2,53.7,59.916,165.6,78.777,43.2,-0.1988,791.9,106.9,0.2553,0.249
12066,7/19/18 10:50,1546.2,38.7,53.7,60.517,164.4,80.935,41.4,-0.1988,800.6,105.6,0.255,0.2483
12067,7/19/18 11:00,1671.2,41.2,56.2,61.205,174.4,82.708,39.5,-0.1988,873.1,113.1,0.255,0.2483
12068,7/19/18 11:10,1706.2,41.2,53.7,61.848,165.6,84.857,30.5,-0.1988,893.1,111.9,0.2546,0.2475
12069,7/19/18 11:20,1701.2,41.2,51.2,62.533,160.6,83.377,27.4,-0.1988,900.6,106.9,0.255,0.2475
12070,7/19/18 11:30,1451.2,33.7,41.2,63.09,130.6,82.396,26.5,-0.1988,771.9,90.6,0.255,0.2471
12071,7/19/18 11:40,1366.2,31.2,38.7,63.475,118.1,78.076,26.5,-0.1988,728.1,84.4,0.255,0.2471
12072,7/19/18 11:50,1633.7,38.7,48.7,63.732,149.4,79.524,32.3,-0.1988,876.9,99.4,0.2546,0.2471
12073,7/19/18 12:00,1993.7,46.2,58.7,63.862,174.4,81.687,27.9,-0.1988,1079.4,118.1,0.2546,0.2468
12074,7/19/18 12:10,1943.7,43.7,53.7,63.99,166.9,84.049,25.4,-0.1988,1055.6,111.9,0.2546,0.2464
12075,7/19/18 12:20,2003.7,43.7,56.2,64.161,169.4,83.691,25.1,-0.1988,1088.1,113.1,0.2546,0.2456
12076,7/19/18 12:30,1973.7,43.7,53.7,64.418,160.6,83.691,23.8,-0.1988,1070.6,109.4,0.2546,0.2456
12077,7/19/18 12:40,1961.2,43.7,53.7,64.674,158.1,85.894,24.1,-0.1988,1065.6,108.1,0.2546,0.2452
12078,7/19/18 12:50,2063.7,46.2,53.7,64.931,161.9,85.712,24.4,-0.1988,1121.9,111.9,0.2542,0.2449
12079,7/19/18 13:00,2096.2,46.2,58.7,65.188,159.4,85.487,25.5,-0.1988,1138.1,113.1,0.2546,0.2449
12080,7/19/18 13:10,2248.7,51.2,63.7,65.487,183.1,85.939,29.1,-0.1988,1231.9,124.4,0.2546,0.2449
12081,7/19/18 13:20,858.7,18.7,26.2,65.701,74.4,82.976,26.3,-0.1988,443.1,49.4,0.2542,0.2452
12082,7/19/18 13:30,2201.2,48.7,61.2,65.872,166.9,82.753,28.1,-0.1988,1194.4,119.4,0.2542,0.2441
12083,7/19/18 13:40,2093.7,46.2,58.7,65.959,163.1,85.667,28.3,-0.1988,1135.6,111.9,0.2542,0.2445
12084,7/19/18 13:50,2198.7,48.7,58.7,66.13,160.6,85.712,26.1,-0.1988,1200.6,116.9,0.2538,0.2441
12085,7/19/18 14:00,2176.2,46.2,56.2,66.344,163.1,86.391,26.2,-0.1988,1190.6,115.6,0.2538,0.2434
12086,7/19/18 14:10,2143.7,46.2,61.2,66.558,164.4,89.638,23.5,-0.1988,1175.6,113.1,0.2538,0.243
12087,7/19/18 14:20,2158.7,46.2,63.7,66.814,163.1,88.488,24.2,-0.1988,1183.1,111.9,0.2538,0.2425
12088,7/19/18 14:30,2216.2,46.2,66.2,67.071,169.4,85.307,27.2,-0.1988,1215.6,114.4,0.2538,0.2425
12089,7/19/18 14:40,556.2,11.2,16.2,67.242,44.4,79.347,29.9,-0.1988,265.6,28.1,0.2538,0.243
12090,7/19/18 14:50,2178.7,46.2,63.7,67.242,163.1,84.632,22.4,-0.1988,1190.6,109.4,0.2534,0.2425
12091,7/19/18 15:00,531.2,11.2,16.2,67.158,45.6,79.128,26.3,-0.1988,245.6,28.1,0.2538,0.2421
12092,7/19/18 15:10,2106.2,46.2,63.7,67.071,160.6,85.217,28.9,-0.1988,1139.4,106.9,0.2532,0.2418
12093,7/19/18 15:20,2068.7,46.2,61.2,67.028,160.6,87.163,22.5,-0.1988,1111.9,104.4,0.2528,0.2418
12094,7/19/18 15:30,2076.2,43.7,63.7,67.028,163.1,85.939,24.2,-0.1988,1121.9,103.1,0.2532,0.2414
12095,7/19/18 15:40,2063.7,43.7,61.2,67.071,164.4,86.572,20.7,-0.1988,1106.9,104.4,0.2528,0.241
12096,7/19/18 15:50,1701.2,36.2,53.7,67.071,143.1,85.217,26.6,-0.1988,901.9,88.1,0.2528,0.241
12097,7/19/18 16:00,1303.7,28.7,41.2,67.028,114.4,83.021,27.7,-0.1988,683.1,69.4,0.2528,0.2406
12098,7/19/18 16:10,1343.7,28.7,41.2,66.943,118.1,84.542,23.7,-0.1988,700.6,70.6,0.2528,0.2403
12099,7/19/18 16:20,1308.7,28.7,41.2,66.857,118.1,82.353,29.9,-0.1988,685.6,69.4,0.2528,0.2399
12100,7/19/18 16:30,903.7,21.2,28.7,66.729,84.4,80.713,30.8,-0.1988,464.4,49.4,0.2528,0.2399
12101,7/19/18 16:40,951.2,21.2,31.2,66.643,88.1,80.757,31.1,-0.1988,485.6,49.4,0.2524,0.2399
12102,7/19/18 16:50,1018.7,21.2,33.7,66.472,96.9,77.117,37.2,-0.1988,523.1,54.4,0.252,0.2394
12103,7/19/18 17:00,1451.2,31.2,48.7,66.301,140.6,78.865,33.7,-0.1988,756.9,75.6,0.2524,0.2394
12104,7/19/18 17:10,898.7,18.7,31.2,66.173,90.6,80.802,31.5,-0.1988,458.1,48.1,0.2524,0.239
12105,7/19/18 17:20,491.2,11.2,16.2,66.043,50.6,78.777,33.4,-0.1988,245.6,28.1,0.2524,0.2387
12106,7/19/18 17:30,956.2,21.2,31.2,65.959,95.6,76.768,37.6,-0.1988,496.9,50.6,0.252,0.2387
12107,7/19/18 17:40,983.7,21.2,36.2,65.788,104.4,76.071,36.7,-0.1988,515.6,54.4,0.252,0.2387
12108,7/19/18 17:50,673.7,16.2,23.7,65.615,73.1,80.272,34,-0.1988,345.6,38.1,0.2516,0.2383
12109,7/19/18 18:00,733.7,16.2,26.2,65.53,80.6,78.251,33.2,-0.1988,384.4,41.9,0.2512,0.2379
12110,7/19/18 18:10,571.2,13.7,21.2,65.403,65.6,74.77,34.1,-0.1988,296.9,33.1,0.2512,0.2379
12111,7/19/18 18:20,691.2,16.2,26.2,65.273,80.6,75.594,32.8,-0.1988,368.1,39.4,0.2516,0.2379
12112,7/19/18 18:30,761.2,16.2,31.2,65.188,95.6,77.464,33.3,-0.1988,410.6,41.9,0.2516,0.2374
12113,7/19/18 18:40,486.2,11.2,18.7,65.017,60.6,74.683,35.4,-0.1988,255.6,28.1,0.2509,0.2374
12114,7/19/18 18:50,421.2,8.7,16.2,64.888,56.9,72.912,35.7,-0.1988,228.1,25.6,0.2509,0.2371
12115,7/19/18 19:00,381.2,8.7,16.2,64.717,53.1,72.05,35.8,-0.1988,210.6,23.1,0.2516,0.2371
12116,7/19/18 19:10,383.7,8.7,16.2,64.546,55.6,71.834,34.2,-0.1988,213.1,23.1,0.2512,0.2371
12117,7/19/18 19:20,251.2,6.2,8.7,64.332,34.4,72.136,33,-0.1988,135.6,14.4,0.2516,0.2367
12118,7/19/18 19:30,143.7,3.7,3.7,64.161,16.9,69.814,32.9,-0.1988,73.1,9.4,0.2512,0.2367
12119,7/19/18 19:40,111.2,1.2,3.7,63.946,13.1,66.985,36.1,-0.1988,56.9,6.9,0.2516,0.2367
12120,7/19/18 19:50,83.7,1.2,1.2,63.689,10.6,64.888,41.3,-0.1988,45.6,4.4,0.2509,0.2367
12121,7/19/18 20:00,56.2,1.2,1.2,63.433,6.9,62.62,46.9,-0.1988,30.6,3.1,0.2509,0.2363
12122,7/19/18 20:10,28.7,1.2,1.2,63.133,3.1,61.677,46.6,-0.1988,15.6,0.6,0.2505,0.2367
12123,7/19/18 20:20,11.2,1.2,1.2,62.834,0.6,60.733,44.4,-0.1988,4.4,0.6,0.2505,0.2367
12124,7/19/18 20:30,3.7,1.2,1.2,62.49,0.6,59.358,46.6,-0.1988,0.6,0.6,0.2505,0.2367
12125,7/19/18 20:40,1.2,1.2,1.2,62.148,0.6,59.358,43.8,-0.1988,0.6,0.6,0.2502,0.2363
12126,7/19/18 20:50,1.2,1.2,1.2,61.848,0.6,59.959,42.5,-0.1988,0.6,0.6,0.2502,0.2363
12127,7/19/18 21:00,1.2,1.2,1.2,61.547,0.6,58.541,46.4,-0.1988,0.6,0.6,0.2512,0.2358
12128,7/19/18 21:10,1.2,1.2,1.2,61.248,0.6,59.185,44.5,-0.1988,0.6,0.6,0.2505,0.2358
12129,7/19/18 21:20,1.2,1.2,1.2,60.948,0.6,58.842,44.4,-0.1988,0.6,0.6,0.2509,0.2358
12130,7/19/18 21:30,1.2,1.2,1.2,60.733,0.6,58.626,44,-0.1988,0.6,0.6,0.2509,0.2363
12131,7/19/18 21:40,1.2,1.2,1.2,60.474,0.6,58.541,43.9,-0.1988,0.6,0.6,0.2509,0.2363
12132,7/19/18 21:50,1.2,1.2,1.2,60.26,0.6,57.636,44.4,-0.1988,0.6,0.6,0.2509,0.2363
12133,7/19/18 22:00,1.2,1.2,1.2,60.046,0.6,54.561,52.9,-0.1988,0.6,0.6,0.2502,0.2363
12134,7/19/18 22:10,1.2,1.2,1.2,59.788,0.6,52.597,56,-0.1988,0.6,0.6,0.2498,0.2363
12135,7/19/18 22:20,1.2,1.2,1.2,59.529,0.6,51.062,58.3,-0.1988,0.6,0.6,0.2502,0.2358
12136,7/19/18 22:30,1.2,1.2,1.2,59.272,0.6,49.649,61.8,-0.1988,0.6,0.6,0.2502,0.2358
12137,7/19/18 22:40,1.2,1.2,1.2,58.971,0.6,49.073,63.7,-0.1988,0.6,0.6,0.2502,0.2358
12138,7/19/18 22:50,1.2,1.2,1.2,58.712,0.6,48.85,63.4,-0.1988,0.6,0.6,0.2502,0.2363
12139,7/19/18 23:00,1.2,1.2,1.2,58.455,0.6,48.762,63.5,-0.1988,0.6,0.6,0.2502,0.2358
12140,7/19/18 23:10,1.2,1.2,1.2,58.195,0.6,48.938,62.6,-0.1988,0.6,0.6,0.2498,0.2358
12141,7/19/18 23:20,1.2,1.2,1.2,57.936,0.6,49.383,64.2,-0.1988,0.6,0.6,0.2498,0.2358
12142,7/19/18 23:30,1.2,1.2,1.2,57.679,0.6,47.781,65.1,-0.1988,0.6,0.6,0.2498,0.2358
12143,7/19/18 23:40,1.2,1.2,1.2,57.463,0.6,47.109,67.2,-0.1988,0.6,0.6,0.2498,0.2358
12144,7/19/18 23:50,1.2,1.2,1.2,57.247,0.6,47.289,67.2,-0.1988,0.6,0.6,0.2498,0.2358
12145,7/20/18 0:00,1.2,1.2,1.2,56.988,0.6,46.346,67.9,-0.1988,0.6,0.6,0.2498,0.2355
12146,7/20/18 0:10,1.2,1.2,1.2,56.815,0.6,45.624,70.2,-0.1988,0.6,0.6,0.2498,0.2358
12147,7/20/18 0:20,1.2,1.2,1.2,56.599,0.6,45.262,73.1,-0.1988,0.6,0.6,0.2498,0.2358
12148,7/20/18 0:30,1.2,1.2,1.2,56.383,0.6,45.714,71.9,-0.1988,0.6,0.6,0.2498,0.2358
12149,7/20/18 0:40,1.2,1.2,1.2,56.208,0.6,46.121,69.8,-0.1988,0.6,0.6,0.2498,0.2358
12150,7/20/18 0:50,1.2,1.2,1.2,56.035,0.6,45.444,71.2,-0.1988,0.6,0.6,0.2498,0.2355
12151,7/20/18 1:00,1.2,1.2,1.2,55.863,0.6,44.445,73.4,-0.1988,0.6,0.6,0.2498,0.2355
12152,7/20/18 1:10,1.2,1.2,1.2,55.69,0.6,44.263,71.9,-0.1988,0.6,0.6,0.2498,0.2355
12153,7/20/18 1:20,1.2,1.2,1.2,55.472,0.6,43.167,76.1,-0.1988,0.6,0.6,0.2498,0.2355
12154,7/20/18 1:30,1.2,1.2,1.2,55.299,0.6,43.396,75.3,-0.1988,0.6,0.6,0.2498,0.2355
12155,7/20/18 1:40,1.2,1.2,1.2,55.081,0.6,43.488,74.1,-0.1988,0.6,0.6,0.2498,0.2355
12156,7/20/18 1:50,1.2,1.2,1.2,54.909,0.6,41.97,77.8,-0.1988,0.6,0.6,0.2498,0.2355
12157,7/20/18 2:00,1.2,1.2,1.2,54.734,0.6,41.648,77.7,-0.1988,0.6,0.6,0.2498,0.2355
12158,7/20/18 2:10,1.2,1.2,1.2,54.516,0.6,40.811,79.7,-0.1988,0.6,0.6,0.2498,0.2355
12159,7/20/18 2:20,1.2,1.2,1.2,54.343,0.6,40.951,81.5,-0.1988,0.6,0.6,0.2498,0.2351
12160,7/20/18 2:30,1.2,1.2,1.2,54.126,0.6,42.064,79.3,-0.1988,0.6,0.6,0.2498,0.2355
12161,7/20/18 2:40,1.2,1.2,1.2,53.994,0.6,42.294,78.2,-0.1988,0.6,0.6,0.2502,0.2351
12162,7/20/18 2:50,1.2,1.2,1.2,53.82,0.6,41.09,79.5,-0.1988,0.6,0.6,0.2498,0.2351
12163,7/20/18 3:00,1.2,1.2,1.2,53.69,0.6,40.579,81.5,-0.1988,0.6,0.6,0.2498,0.2351
12164,7/20/18 3:10,1.2,1.2,1.2,53.515,0.6,41.277,81.3,-0.1988,0.6,0.6,0.2498,0.2351
12165,7/20/18 3:20,1.2,1.2,1.2,53.341,0.6,41.648,80.5,-0.1988,0.6,0.6,0.2494,0.2351
12166,7/20/18 3:30,1.2,1.2,1.2,53.253,0.6,40.811,83.7,-0.1988,0.6,0.6,0.2494,0.2351
12167,7/20/18 3:40,1.2,1.2,1.2,53.121,0.6,41.09,83.1,-0.1988,0.6,0.6,0.2505,0.2347
12168,7/20/18 3:50,1.2,1.2,1.2,52.992,0.6,41.925,81.2,-0.1988,0.6,0.6,0.2498,0.2351
12169,7/20/18 4:00,1.2,1.2,1.2,52.903,0.6,43.443,76.8,-0.1988,0.6,0.6,0.2498,0.2351
12170,7/20/18 4:10,1.2,1.2,1.2,52.817,0.6,44.355,74.7,-0.1988,0.6,0.6,0.2494,0.2347
12171,7/20/18 4:20,1.2,1.2,1.2,52.729,0.6,43.306,76.7,-0.1988,0.6,0.6,0.2494,0.2351
12172,7/20/18 4:30,1.2,1.2,1.2,52.641,0.6,41.322,80.7,-0.1988,0.6,0.6,0.2502,0.2347
12173,7/20/18 4:40,1.2,1.2,1.2,52.554,0.6,40.579,84.1,-0.1988,0.6,0.6,0.2502,0.2347
12174,7/20/18 4:50,1.2,1.2,1.2,52.423,0.6,41.554,82.4,-0.1988,0.6,0.6,0.2498,0.2347
12175,7/20/18 5:00,1.2,1.2,1.2,52.335,0.6,41.322,83.6,-0.1988,0.6,0.6,0.2498,0.2347
12176,7/20/18 5:10,1.2,1.2,1.2,52.291,0.6,42.156,81,-0.1988,0.6,0.6,0.2502,0.2344
12177,7/20/18 5:20,1.2,1.2,1.2,52.203,0.6,40.438,85.3,-0.1988,0.6,0.6,0.2502,0.2347
12178,7/20/18 5:30,1.2,1.2,1.2,52.115,0.6,40.064,85.6,-0.1988,0.6,0.6,0.2494,0.2347
12179,7/20/18 5:40,1.2,1.2,1.2,51.984,0.6,41.043,83.4,-0.1988,0.6,0.6,0.2494,0.2347
12180,7/20/18 5:50,1.2,1.2,1.2,51.895,0.6,40.719,83.4,-0.1988,1.9,0.6,0.2487,0.2339
12181,7/20/18 6:00,8.7,1.2,1.2,51.764,0.6,40.579,84.6,-0.1988,3.1,0.6,0.2487,0.2339
12182,7/20/18 6:10,28.7,1.2,1.2,51.678,3.1,41.878,82.1,-0.1988,16.9,1.9,0.2487,0.2339
12183,7/20/18 6:20,51.2,1.2,1.2,51.589,6.9,42.202,83.1,-0.1988,28.1,4.4,0.2487,0.2339
12184,7/20/18 6:30,61.2,1.2,1.2,51.589,8.1,42.064,84.9,-0.1988,31.9,4.4,0.2487,0.2339
12185,7/20/18 6:40,88.7,1.2,3.7,51.501,11.9,42.341,85.4,-0.1988,44.4,6.9,0.2487,0.2339
12186,7/20/18 6:50,131.2,3.7,6.2,51.501,23.1,43.808,86.7,-0.1988,69.4,15.6,0.2487,0.2339
12187,7/20/18 7:00,171.2,3.7,6.2,51.544,23.1,45.624,83.8,-0.1988,88.1,14.4,0.2487,0.2339
12188,7/20/18 7:10,221.2,11.2,13.7,51.589,58.1,48.983,85.8,-0.1988,121.9,39.4,0.2487,0.2339
12189,7/20/18 7:20,228.7,6.2,8.7,51.721,34.4,51.237,77.8,-0.1988,123.1,21.9,0.2483,0.2339
12190,7/20/18 7:30,261.2,8.7,8.7,51.895,36.9,52.16,77.6,-0.1988,138.1,23.1,0.2487,0.2339
12191,7/20/18 7:40,283.7,8.7,11.2,52.115,38.1,53.602,75.8,-0.1988,146.9,23.1,0.2487,0.2335
12192,7/20/18 7:50,326.2,11.2,13.7,52.335,45.6,55.168,71.1,-0.1988,168.1,28.1,0.2483,0.2335
12193,7/20/18 8:00,336.2,11.2,13.7,52.554,49.4,58.239,69.3,-0.1988,173.1,31.9,0.2483,0.2335
12194,7/20/18 8:10,403.7,16.2,18.7,52.817,66.9,60.346,69.3,-0.1988,208.1,43.1,0.2483,0.2335
12195,7/20/18 8:20,438.7,16.2,21.2,53.166,71.9,62.791,63.2,-0.1988,224.4,46.9,0.2483,0.233
12196,7/20/18 8:30,778.7,31.2,38.7,53.515,136.9,69.386,56,-0.1988,418.1,89.4,0.2487,0.233
12197,7/20/18 8:40,758.7,26.2,31.2,54.037,111.9,74.899,50,-0.1988,395.6,73.1,0.2494,0.233
12198,7/20/18 8:50,908.7,31.2,38.7,54.648,136.9,73.515,48.5,-0.1988,489.4,88.1,0.2494,0.233
12199,7/20/18 9:00,591.2,18.7,23.7,55.256,75.6,71.791,41.9,-0.1988,303.1,48.1,0.2494,0.2327
12200,7/20/18 9:10,678.7,21.2,26.2,55.819,84.4,68.742,45.1,-0.1988,349.4,54.4,0.2498,0.2327
12201,7/20/18 9:20,686.2,21.2,26.2,56.208,85.6,74.554,44.5,-0.1988,351.9,55.6,0.2494,0.2323
12202,7/20/18 9:30,861.2,26.2,33.7,56.556,109.4,73.342,47.4,-0.1988,441.9,70.6,0.249,0.2323
12203,7/20/18 9:40,1086.2,33.7,43.7,56.901,143.1,77.029,40.5,-0.1988,566.9,94.4,0.249,0.2318
12204,7/20/18 9:50,911.2,28.7,36.2,57.29,116.9,77.378,40.9,-0.1988,468.1,75.6,0.249,0.2318
12205,7/20/18 10:00,1358.7,41.2,51.2,57.722,168.1,79.612,37.5,-0.1988,706.9,109.4,0.249,0.2311
12206,7/20/18 10:10,1131.2,28.7,41.2,58.239,131.9,81.066,38.5,-0.1988,580.6,79.4,0.2487,0.2311
12207,7/20/18 10:20,1308.7,38.7,48.7,58.885,148.1,77.16,40.5,-0.1988,674.4,96.9,0.2487,0.2311
12208,7/20/18 10:30,1373.7,38.7,48.7,59.445,154.4,80.625,36.5,-0.1988,714.4,99.4,0.2487,0.2311
12209,7/20/18 10:40,1041.2,28.7,36.2,60.046,108.1,81.73,33.5,-0.1988,521.9,70.6,0.2483,0.2303
12210,7/20/18 10:50,966.2,26.2,31.2,60.69,95.6,82.708,31.8,-0.1988,469.4,61.9,0.2483,0.2299
12211,7/20/18 11:00,1773.7,46.2,58.7,61.333,181.9,80.757,33.9,-0.1988,920.6,118.1,0.2483,0.2299
12212,7/20/18 11:10,1076.2,26.2,36.2,61.891,104.4,87.346,29.5,-0.1988,548.1,65.6,0.2479,0.2294
12213,7/20/18 11:20,1088.7,28.7,36.2,62.49,110.6,83.422,33,-0.1988,565.6,70.6,0.2483,0.2294
12214,7/20/18 11:30,1403.7,36.2,46.2,62.875,140.6,80.978,32,-0.1988,730.6,90.6,0.2479,0.2291
12215,7/20/18 11:40,1106.2,28.7,38.7,63.09,110.6,83.691,28.9,-0.1988,573.1,71.9,0.2483,0.2286
12216,7/20/18 11:50,931.2,23.7,31.2,63.262,95.6,79.92,32.4,-0.1988,489.4,60.6,0.2479,0.2286
12217,7/20/18 12:00,1163.7,28.7,38.7,63.39,114.4,79.347,32.7,-0.1988,601.9,73.1,0.2479,0.2286
12218,7/20/18 12:10,1456.2,36.2,46.2,63.433,136.9,82.886,29.6,-0.1988,755.6,89.4,0.2475,0.2282
12219,7/20/18 12:20,1648.7,41.2,51.2,63.561,150.6,84.812,27.7,-0.1988,870.6,100.6,0.2475,0.2277
12220,7/20/18 12:30,1758.7,41.2,53.7,63.819,154.4,84.587,28.8,-0.1988,919.4,101.9,0.2475,0.2269
12221,7/20/18 12:40,2081.2,48.7,63.7,64.033,179.4,87.665,25.2,-0.1988,1124.4,118.1,0.2479,0.2274
12222,7/20/18 12:50,1991.2,46.2,61.2,64.375,169.4,86.346,28.6,-0.1988,1059.4,111.9,0.2475,0.2266
12223,7/20/18 13:00,1181.2,28.7,38.7,64.674,105.6,89.823,23.7,-0.1988,606.9,69.4,0.2475,0.2269
12224,7/20/18 13:10,2218.7,53.7,68.7,65.102,181.9,89.132,25.2,-0.1988,1196.9,125.6,0.2471,0.2266
12225,7/20/18 13:20,1323.7,31.2,41.2,65.53,109.4,90.612,23.9,-0.1988,676.9,73.1,0.2475,0.2262
12226,7/20/18 13:30,1008.7,26.2,33.7,65.916,95.6,85.035,27.5,-0.1988,519.4,63.1,0.2471,0.2257
12227,7/20/18 13:40,871.2,23.7,28.7,66.13,85.6,81.864,28.7,-0.1988,448.1,56.9,0.2471,0.2257
12228,7/20/18 13:50,821.2,21.2,28.7,66.173,84.4,80.713,30.4,-0.1988,426.9,56.9,0.2471,0.2257
12229,7/20/18 14:00,711.2,18.7,26.2,66.13,79.4,79.084,35.5,-0.1988,374.4,50.6,0.2471,0.2254
12230,7/20/18 14:10,963.7,23.7,31.2,66.043,95.6,78.427,40.2,-0.1988,508.1,61.9,0.2468,0.2254
12231,7/20/18 14:20,748.7,21.2,23.7,65.959,78.1,78.076,32.7,-0.1988,386.9,50.6,0.2464,0.2254
12232,7/20/18 14:30,566.2,16.2,18.7,65.829,61.9,75.333,37.2,-0.1988,289.4,39.4,0.2468,0.2254
12233,7/20/18 14:40,416.2,11.2,13.7,65.701,46.9,74.64,35.2,-0.1988,213.1,30.6,0.2468,0.2254
12234,7/20/18 14:50,278.7,6.2,8.7,65.53,30.6,71.834,34.4,-0.1988,139.4,19.4,0.2468,0.2249
12235,7/20/18 15:00,231.2,6.2,6.2,65.316,24.4,70.201,34.8,-0.1988,113.1,14.4,0.2468,0.2245
12236,7/20/18 15:10,273.7,6.2,8.7,64.974,28.1,69.514,35.5,-0.1988,133.1,16.9,0.2464,0.2249
12237,7/20/18 15:20,283.7,6.2,8.7,64.674,29.4,68.913,37.9,-0.1988,144.4,18.1,0.2464,0.2245
12238,7/20/18 15:30,273.7,6.2,8.7,64.332,29.4,66.429,44.2,-0.1988,136.9,18.1,0.2475,0.2241
12239,7/20/18 15:40,328.7,8.7,11.2,64.033,34.4,66.686,43.1,-0.1988,164.4,20.6,0.246,0.2241
12240,7/20/18 15:50,318.7,8.7,11.2,63.732,33.1,65.574,49.1,-0.1988,156.9,20.6,0.246,0.2245
12241,7/20/18 16:00,346.2,8.7,11.2,63.475,35.6,67.928,42.4,-0.1988,170.6,21.9,0.246,0.2237
12242,7/20/18 16:10,511.2,13.7,18.7,63.304,50.6,68.527,44.1,-0.1988,253.1,33.1,0.2456,0.2237
12243,7/20/18 16:20,608.7,16.2,21.2,63.133,60.6,69.471,43.7,-0.1988,303.1,38.1,0.246,0.2241
12244,7/20/18 16:30,448.7,11.2,16.2,63.048,48.1,68.571,43.2,-0.1988,223.1,29.4,0.246,0.2237
12245,7/20/18 16:40,416.2,11.2,16.2,62.962,44.4,66.6,45.9,-0.1988,209.4,26.9,0.2452,0.2237
12246,7/20/18 16:50,521.2,13.7,18.7,62.834,51.9,64.288,57.5,-0.1988,260.6,33.1,0.246,0.2232
12247,7/20/18 17:00,641.2,16.2,21.2,62.704,59.4,64.717,54.3,-0.1988,321.9,38.1,0.2456,0.2229
12248,7/20/18 17:10,1561.2,33.7,58.7,62.577,154.4,67.028,55.3,-0.1988,820.6,83.1,0.246,0.2229
12249,7/20/18 17:20,1283.7,28.7,48.7,62.533,129.4,69.942,52.9,-0.1988,663.1,68.1,0.246,0.2229
