"Plot Title: 20393603_BaldyA1"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20393603, SEN S/N: 20399031, LBL: A1_R)","Temp, °F (LGR S/N: 20393603, SEN S/N: 20399280, LBL: A1_R)"
1228,08/02/18 10:00:01 PM,0.2219,56.944
1229,08/02/18 11:00:01 PM,0.2224,56.251
1230,08/03/18 12:00:01 AM,0.2224,55.602
1231,08/03/18 01:00:01 AM,0.2224,55.081
1232,08/03/18 02:00:01 AM,0.2229,54.561
1233,08/03/18 03:00:01 AM,0.2224,54.126
1234,08/03/18 04:00:01 AM,0.2224,53.690
1235,08/03/18 05:00:01 AM,0.2229,53.341
1236,08/03/18 06:00:01 AM,0.2229,52.992
1237,08/03/18 07:00:01 AM,0.2229,52.641
1238,08/03/18 08:00:01 AM,0.2229,52.378
1239,08/03/18 09:00:01 AM,0.2229,52.203
1240,08/03/18 10:00:01 AM,0.2224,52.115
1241,08/03/18 11:00:01 AM,0.2224,52.246
1242,08/03/18 12:00:01 PM,0.2224,52.423
1243,08/03/18 01:00:01 PM,0.2232,52.554
1244,08/03/18 02:00:01 PM,0.2542,52.115
1245,08/03/18 03:00:01 PM,0.2708,51.940
1246,08/03/18 04:00:01 PM,0.2743,52.597
1247,08/03/18 05:00:01 PM,0.2770,53.908
1248,08/03/18 06:00:01 PM,0.2786,55.168
1249,08/03/18 07:00:01 PM,0.2800,55.863
1250,08/03/18 08:00:01 PM,0.2806,55.949
1251,08/03/18 09:00:01 PM,0.2810,55.602
1252,08/03/18 10:00:01 PM,0.2817,54.995
1253,08/03/18 11:00:01 PM,0.2821,54.212
1254,08/04/18 12:00:01 AM,0.2824,53.427
1255,08/04/18 01:00:01 AM,0.2827,52.597
1256,08/04/18 02:00:01 AM,0.2827,51.764
1257,08/04/18 03:00:01 AM,0.2827,50.974
1258,08/04/18 04:00:01 AM,0.2827,50.223
1259,08/04/18 05:00:01 AM,0.2827,49.561
1260,08/04/18 06:00:01 AM,0.2824,48.938
1261,08/04/18 07:00:01 AM,0.2827,48.405
1262,08/04/18 08:00:01 AM,0.2830,48.004
1263,08/04/18 09:00:01 AM,0.2827,47.826
1264,08/04/18 10:00:01 AM,0.2827,48.137
1265,08/04/18 11:00:01 AM,0.2821,48.938
1266,08/04/18 12:00:01 PM,0.2813,50.311
1267,08/04/18 01:00:01 PM,0.2806,52.029
1268,08/04/18 02:00:01 PM,0.2800,53.690
1269,08/04/18 03:00:01 PM,0.2790,55.256
1270,08/04/18 04:00:01 PM,0.2780,56.728
1271,08/04/18 05:00:01 PM,0.2773,57.592
1272,08/04/18 06:00:01 PM,0.2770,57.807
1273,08/04/18 07:00:01 PM,0.2766,57.506
1274,08/04/18 08:00:01 PM,0.2770,56.944
1275,08/04/18 09:00:01 PM,0.2780,56.165
1276,08/04/18 10:00:01 PM,0.2776,55.256
1277,08/04/18 11:00:01 PM,0.2776,54.343
1278,08/05/18 12:00:01 AM,0.2773,53.427
1279,08/05/18 01:00:01 AM,0.2770,52.597
1280,08/05/18 02:00:01 AM,0.2770,51.852
1281,08/05/18 03:00:01 AM,0.2766,51.148
1282,08/05/18 04:00:01 AM,0.2773,50.533
1283,08/05/18 05:00:01 AM,0.2773,50.002
1284,08/05/18 06:00:01 AM,0.2770,49.737
1285,08/05/18 07:00:01 AM,0.2780,49.471
1286,08/05/18 08:00:01 AM,0.2783,49.294
1287,08/05/18 09:00:01 AM,0.2783,49.249
1288,08/05/18 10:00:01 AM,0.2786,49.471
1289,08/05/18 11:00:01 AM,0.2786,50.135
1290,08/05/18 12:00:01 PM,0.2780,51.148
1291,08/05/18 01:00:01 PM,0.2776,52.466
1292,08/05/18 02:00:01 PM,0.2770,53.994
1293,08/05/18 03:00:01 PM,0.2766,55.515
1294,08/05/18 04:00:01 PM,0.2759,56.815
1295,08/05/18 05:00:01 PM,0.2753,57.765
1296,08/05/18 06:00:01 PM,0.2749,58.282
1297,08/05/18 07:00:01 PM,0.2739,58.195
1298,08/05/18 08:00:01 PM,0.2739,57.679
1299,08/05/18 09:00:01 PM,0.2739,56.944
1300,08/05/18 10:00:01 PM,0.2739,56.122
1301,08/05/18 11:00:01 PM,0.2739,55.342
1302,08/06/18 12:00:01 AM,0.2739,54.516
1303,08/06/18 01:00:01 AM,0.2736,53.690
1304,08/06/18 02:00:01 AM,0.2732,52.860
1305,08/06/18 03:00:01 AM,0.2732,52.160
1306,08/06/18 04:00:01 AM,0.2732,51.501
1307,08/06/18 05:00:01 AM,0.2732,50.886
1308,08/06/18 06:00:01 AM,0.2729,50.268
1309,08/06/18 07:00:01 AM,0.2729,49.649
1310,08/06/18 08:00:01 AM,0.2732,49.204
1311,08/06/18 09:00:01 AM,0.2726,49.028
1312,08/06/18 10:00:01 AM,0.2722,49.338
1313,08/06/18 11:00:01 AM,0.2712,50.135
1314,08/06/18 12:00:01 PM,0.2705,51.413
1315,08/06/18 01:00:01 PM,0.2691,53.298
