Plot Title: 9735534_SM_USA_C1_ctrl,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700888, LBL: C1_L)","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700901, LBL: C1_L)","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700904, LBL: C1_L)","Temp, °F (LGR S/N: 9735534, SEN S/N: 9713846, LBL: C1)","Temp, °F (LGR S/N: 9735534, SEN S/N: 9721329, LBL: C1)","RH, % (LGR S/N: 9735534, SEN S/N: 9721329, LBL: C1)","Voltage, V (LGR S/N: 9735534, SEN S/N: 9725481)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734404, LBL: C1_L)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734406, LBL: C1_L)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734408, LBL: C1_L)","Water Content, m³/m³ (LGR S/N: 9735534, SEN S/N: 20152216, LBL: C1_R)","Water Content, m³/m³ (LGR S/N: 9735534, SEN S/N: 20152227, LBL: C1_L)","Batt, V (LGR S/N: 9735534)"
2102,6/15/18 2:10,1.2,1.2,1.2,49.692,43.763,1,-0.1886,0.6,0.6,0.6,0.285,0.2821,4.297
2103,6/15/18 2:20,1.2,1.2,1.2,49.561,42.847,1,-0.1937,0.6,0.6,0.6,0.2847,0.2821,4.297
2104,6/15/18 2:30,1.2,1.2,1.2,49.471,42.892,1,-0.1886,0.6,0.6,0.6,0.2844,0.2817,4.297
2105,6/15/18 2:40,1.2,1.2,1.2,49.294,42.109,1,-0.1886,0.6,0.6,0.6,0.2847,0.2821,4.297
2106,6/15/18 2:50,1.2,1.2,1.2,49.204,42.433,1,-0.1886,0.6,0.6,0.6,0.2847,0.2821,4.297
2107,6/15/18 3:00,1.2,1.2,1.2,49.073,43.214,1,-0.1886,0.6,0.6,0.6,0.2847,0.2817,4.291
2108,6/15/18 3:10,1.2,1.2,1.2,48.938,41.648,1,-0.1937,0.6,0.6,0.6,0.2847,0.2821,4.297
2109,6/15/18 3:20,1.2,1.2,1.2,48.85,43.03,1,-0.1886,0.6,0.6,0.6,0.2847,0.2821,4.291
2110,6/15/18 3:30,1.2,1.2,1.2,48.717,42.433,1,-0.1937,0.6,0.6,0.6,0.285,0.2821,4.291
2111,6/15/18 3:40,1.2,1.2,1.2,48.583,42.247,1,-0.1937,0.6,0.6,0.6,0.2847,0.2821,4.291
2112,6/15/18 3:50,1.2,1.2,1.2,48.493,42.156,1,-0.1937,0.6,0.6,0.6,0.2847,0.2821,4.291
2113,6/15/18 4:00,1.2,1.2,1.2,48.405,42.525,1,-0.1886,0.6,0.6,0.6,0.2847,0.2821,4.291
2114,6/15/18 4:10,1.2,1.2,1.2,48.272,42.017,1,-0.1937,0.6,0.6,0.6,0.2847,0.2821,4.291
2115,6/15/18 4:20,1.2,1.2,1.2,48.182,40.298,1,-0.1886,0.6,0.6,0.6,0.2847,0.2821,4.291
2116,6/15/18 4:30,1.2,1.2,1.2,48.049,40.345,1,-0.1886,0.6,0.6,0.6,0.2847,0.2817,4.291
2117,6/15/18 4:40,1.2,1.2,1.2,47.959,39.173,1,-0.1937,0.6,0.6,0.6,0.2847,0.2821,4.291
2118,6/15/18 4:50,1.2,1.2,1.2,47.871,39.643,1,-0.1937,0.6,0.6,0.6,0.285,0.2821,4.291
2119,6/15/18 5:00,1.2,1.2,1.2,47.736,38.273,1,-0.1886,0.6,0.6,0.6,0.2847,0.2821,4.291
2120,6/15/18 5:10,1.2,1.2,1.2,47.647,38.7,1,-0.1886,0.6,0.6,0.6,0.2847,0.2821,4.291
2121,6/15/18 5:20,1.2,1.2,1.2,47.512,40.017,1,-0.1886,0.6,0.6,0.6,0.2847,0.2817,4.291
2122,6/15/18 5:30,1.2,1.2,1.2,47.422,39.407,1,-0.1937,0.6,0.6,0.6,0.285,0.2821,4.291
2123,6/15/18 5:40,1.2,1.2,6.2,47.334,40.158,1,-0.1886,0.6,1.9,0.6,0.2847,0.2817,4.291
2124,6/15/18 5:50,1.2,1.2,16.2,47.199,41.043,1,-0.1886,0.6,6.9,0.6,0.2847,0.2817,4.291
2125,6/15/18 6:00,1.2,1.2,31.2,47.109,40.672,1,-0.1886,0.6,13.1,0.6,0.2847,0.2817,4.291
2126,6/15/18 6:10,1.2,1.2,53.7,46.974,40.579,1,-0.1937,3.1,25.6,3.1,0.2847,0.2817,4.297
2127,6/15/18 6:20,3.7,3.7,136.2,46.886,45.082,1,-0.1886,13.1,86.9,13.1,0.2847,0.2817,4.333
2128,6/15/18 6:30,6.2,6.2,198.7,46.796,47.334,1,-0.1886,18.1,128.1,18.1,0.285,0.2817,4.369
2129,6/15/18 6:40,8.7,8.7,266.2,46.751,50.974,1,-0.1886,21.9,163.1,21.9,0.285,0.2817,4.418
2130,6/15/18 6:50,11.2,11.2,331.2,46.661,51.237,1,-0.1886,25.6,196.9,25.6,0.2847,0.2813,4.339
2131,6/15/18 7:00,13.7,13.7,396.2,46.571,51.193,1,-0.1886,29.4,230.6,29.4,0.285,0.2817,4.381
2132,6/15/18 7:10,16.2,16.2,466.2,46.526,51.721,1,-0.1886,33.1,266.9,33.1,0.285,0.2817,4.339
2133,6/15/18 7:20,18.7,18.7,538.7,46.436,52.203,1,-0.1886,36.9,304.4,36.9,0.285,0.2817,4.538
2134,6/15/18 7:30,21.2,21.2,601.2,46.391,53.209,1,-0.1886,40.6,339.4,40.6,0.285,0.2817,4.351
2135,6/15/18 7:40,23.7,23.7,671.2,46.346,54.734,1,-0.1886,44.4,373.1,43.1,0.2853,0.2821,4.363
2136,6/15/18 7:50,26.2,28.7,736.2,46.346,54.777,1,-0.1886,48.1,409.4,45.6,0.2853,0.2821,4.351
2137,6/15/18 8:00,28.7,31.2,806.2,46.301,55.213,1,-0.1886,51.9,445.6,49.4,0.2853,0.2817,4.375
2138,6/15/18 8:10,31.2,33.7,873.7,46.301,56.208,1,-0.1886,55.6,481.9,53.1,0.285,0.2817,4.351
2139,6/15/18 8:20,33.7,36.2,938.7,46.301,56.901,1,-0.1937,59.4,516.9,55.6,0.285,0.2817,4.4
2140,6/15/18 8:30,33.7,38.7,1001.2,46.346,56.165,1,-0.1886,61.9,549.4,58.1,0.285,0.2817,4.351
2141,6/15/18 8:40,36.2,41.2,1068.7,46.346,57.074,1,-0.1886,65.6,585.6,60.6,0.2853,0.2817,4.538
2142,6/15/18 8:50,38.7,43.7,1133.7,46.391,57.893,1,-0.1886,68.1,619.4,64.4,0.285,0.2813,4.351
2143,6/15/18 9:00,41.2,46.2,1188.7,46.436,56.901,1,-0.1886,71.9,649.4,65.6,0.2847,0.2813,4.484
2144,6/15/18 9:10,43.7,48.7,1256.2,46.481,57.765,1,-0.1937,74.4,683.1,69.4,0.285,0.2813,4.351
2145,6/15/18 9:20,46.2,53.7,1316.2,46.526,58.626,1,-0.1886,78.1,715.6,71.9,0.2847,0.281,4.339
2146,6/15/18 9:30,51.2,58.7,1426.2,46.571,57.807,1,-0.1886,84.4,776.9,78.1,0.285,0.2813,4.351
2147,6/15/18 9:40,8.7,8.7,258.7,46.616,58.798,1,-0.1886,11.9,115.6,10.6,0.2847,0.281,4.339
2148,6/15/18 9:50,63.7,73.7,1731.2,46.661,59.142,1,-0.1886,103.1,951.9,95.6,0.2847,0.2806,4.357
2149,6/15/18 10:00,38.7,43.7,1041.2,46.751,58.411,1,-0.1886,59.4,548.1,55.6,0.2847,0.2806,4.339
2150,6/15/18 10:10,66.2,78.7,1823.7,46.841,59.401,1,-0.1886,108.1,1013.1,100.6,0.2844,0.2806,4.357
2151,6/15/18 10:20,33.7,38.7,923.7,46.931,57.117,1,-0.1886,54.4,513.1,50.6,0.2844,0.281,4.339
2152,6/15/18 10:30,18.7,21.2,543.7,47.019,53.472,1,-0.1886,31.9,298.1,29.4,0.2844,0.2806,4.363
2153,6/15/18 10:40,81.2,93.7,2216.2,47.154,58.282,1,-0.1886,128.1,1231.9,118.1,0.2844,0.2806,4.339
2154,6/15/18 10:50,53.7,61.2,1443.7,47.289,61.032,1,-0.1886,79.4,775.6,75.6,0.284,0.2803,4.363
2155,6/15/18 11:00,73.7,86.2,1953.7,47.422,56.295,1,-0.1886,113.1,1089.4,103.1,0.284,0.2803,4.339
2156,6/15/18 11:10,46.2,51.2,1213.7,47.647,60.948,1,-0.1886,65.6,638.1,61.9,0.2844,0.2806,4.363
2157,6/15/18 11:20,86.2,98.7,2286.2,47.781,58.066,1,-0.1886,133.1,1276.9,123.1,0.2844,0.2806,4.339
2158,6/15/18 11:30,76.2,88.7,2038.7,48.004,59.185,1,-0.1886,115.6,1156.9,106.9,0.284,0.2806,4.363
2159,6/15/18 11:40,26.2,31.2,753.7,48.272,59.099,1,-0.1886,41.9,408.1,39.4,0.2837,0.28,4.345
2160,6/15/18 11:50,76.2,91.2,2046.2,48.493,58.582,1,-0.1886,114.4,1174.4,105.6,0.284,0.2803,4.363
2161,6/15/18 12:00,68.7,81.2,1836.2,48.805,60.561,1,-0.1886,99.4,1049.4,91.9,0.2837,0.28,4.339
2162,6/15/18 12:10,73.7,86.2,1916.2,49.073,61.891,1,-0.1886,104.4,1099.4,95.6,0.284,0.28,4.375
2163,6/15/18 12:20,73.7,86.2,1916.2,49.338,61.205,1,-0.1886,103.1,1101.9,95.6,0.2837,0.28,4.351
2164,6/15/18 12:30,76.2,88.7,2008.7,49.649,62.019,1,-0.1886,109.4,1156.9,101.9,0.2837,0.28,4.381
2165,6/15/18 12:40,78.7,91.2,2051.2,49.959,64.117,1,-0.1886,111.9,1185.6,104.4,0.2837,0.28,4.351
2166,6/15/18 12:50,88.7,103.7,2301.2,50.268,63.433,1,-0.1886,125.6,1276.9,118.1,0.2834,0.2796,4.544
2167,6/15/18 13:00,81.2,93.7,2116.2,50.576,63.819,1,-0.1886,114.4,1216.9,108.1,0.2834,0.28,4.351
2168,6/15/18 13:10,71.2,83.7,1868.7,50.929,58.498,1,-0.1886,101.9,1064.4,96.9,0.2834,0.2796,4.514
2169,6/15/18 13:20,16.2,18.7,501.2,51.282,61.547,1,-0.1886,25.6,266.9,24.4,0.283,0.2796,4.363
2170,6/15/18 13:30,93.7,106.2,2381.2,51.589,59.745,1,-0.1886,131.9,1276.9,125.6,0.2834,0.2796,4.339
2171,6/15/18 13:40,81.2,88.7,2033.7,51.94,62.875,1,-0.1886,109.4,1153.1,105.6,0.2837,0.28,4.363
2172,6/15/18 13:50,21.2,23.7,616.2,52.246,61.891,1,-0.1937,30.6,321.9,29.4,0.2827,0.2796,4.339
2173,6/15/18 14:00,23.7,26.2,651.2,52.509,59.616,1,-0.1886,36.9,353.1,35.6,0.2827,0.2793,4.363
2174,6/15/18 14:10,88.7,98.7,2253.7,52.817,59.401,1,-0.1886,126.9,1276.9,123.1,0.2827,0.2793,4.339
2175,6/15/18 14:20,76.2,83.7,1943.7,53.078,58.541,1,-0.1886,104.4,1078.1,101.9,0.2824,0.2793,4.363
2176,6/15/18 14:30,73.7,81.2,1861.2,53.384,61.59,1,-0.1886,98.1,1023.1,96.9,0.2827,0.2793,4.339
2177,6/15/18 14:40,41.2,46.2,1098.7,53.602,62.962,1,-0.1886,58.1,585.6,56.9,0.2827,0.28,4.363
2178,6/15/18 14:50,23.7,26.2,646.2,53.82,59.572,1,-0.1886,36.9,344.4,35.6,0.283,0.28,4.339
2179,6/15/18 15:00,78.7,86.2,2001.2,54.037,60.991,1,-0.1886,111.9,1084.4,109.4,0.283,0.28,4.375
2180,6/15/18 15:10,71.2,76.2,1773.7,54.343,62.834,1,-0.1886,98.1,955.6,95.6,0.2824,0.2793,4.351
2181,6/15/18 15:20,16.2,16.2,436.2,54.561,61.761,1,-0.1886,25.6,234.4,25.6,0.2821,0.2793,4.381
2182,6/15/18 15:30,71.2,78.7,1791.2,54.734,60.39,1,-0.1886,103.1,960.6,99.4,0.2824,0.2793,4.351
2183,6/15/18 15:40,63.7,68.7,1581.2,54.995,62.533,1,-0.1886,90.6,836.9,88.1,0.2821,0.279,4.526
2184,6/15/18 15:50,63.7,68.7,1571.2,55.213,64.76,1,-0.1886,91.9,833.1,89.4,0.2821,0.2796,4.351
2185,6/15/18 16:00,58.7,63.7,1473.7,55.429,63.005,1,-0.1886,86.9,778.1,83.1,0.2821,0.2793,4.508
2186,6/15/18 16:10,58.7,61.2,1413.7,55.647,63.176,1,-0.1886,84.4,751.9,81.9,0.2821,0.2793,4.363
2187,6/15/18 16:20,53.7,58.7,1346.2,55.863,64.717,1,-0.1886,81.9,715.6,79.4,0.2821,0.279,4.339
2188,6/15/18 16:30,51.2,56.2,1296.2,56.079,63.005,1,-0.1886,80.6,691.9,78.1,0.2817,0.2786,4.363
2189,6/15/18 16:40,48.7,53.7,1211.2,56.251,64.288,1,-0.1886,78.1,651.9,74.4,0.2821,0.2796,4.339
2190,6/15/18 16:50,48.7,51.2,1166.2,56.426,64.845,1,-0.1886,75.6,625.6,73.1,0.2821,0.2793,4.363
2191,6/15/18 17:00,33.7,33.7,806.2,56.599,64.503,1,-0.1886,51.9,424.4,50.6,0.2813,0.2786,4.339
2192,6/15/18 17:10,48.7,53.7,1216.2,56.772,64.974,1,-0.1886,81.9,673.1,79.4,0.2821,0.279,4.526
2193,6/15/18 17:20,26.2,28.7,663.7,56.901,62.791,1,-0.1886,43.1,349.4,41.9,0.2821,0.2793,4.345
2194,6/15/18 17:30,26.2,28.7,666.2,57.031,63.518,1,-0.1886,44.4,350.6,41.9,0.2813,0.279,4.363
2195,6/15/18 17:40,31.2,33.7,768.7,57.117,63.262,1,-0.1886,55.6,421.9,53.1,0.281,0.2786,4.345
2196,6/15/18 17:50,8.7,8.7,271.2,57.204,60.003,1,-0.1886,11.9,118.1,11.9,0.281,0.279,4.4
2197,6/15/18 18:00,6.2,8.7,236.2,57.29,59.229,1,-0.1886,10.6,103.1,9.4,0.281,0.2786,4.363
2198,6/15/18 18:10,6.2,6.2,188.7,57.333,58.712,1,-0.1886,8.1,76.9,8.1,0.281,0.279,4.339
2199,6/15/18 18:20,11.2,13.7,288.7,57.333,58.066,1,-0.1937,21.9,130.6,15.6,0.2806,0.2786,4.357
2200,6/15/18 18:30,16.2,16.2,416.2,57.333,57.506,1,-0.1886,35.6,248.1,31.9,0.281,0.279,4.339
2201,6/15/18 18:40,3.7,3.7,151.2,57.29,56.295,1,-0.1886,5.6,60.6,5.6,0.281,0.2786,4.381
2202,6/15/18 18:50,8.7,8.7,241.2,57.247,56.34,1,-0.1886,11.9,114.4,11.9,0.2803,0.2783,4.351
2203,6/15/18 19:00,3.7,6.2,166.2,57.16,55.386,1,-0.1886,8.1,73.1,6.9,0.2803,0.279,4.375
2204,6/15/18 19:10,3.7,3.7,143.7,57.031,55.342,1,-0.1886,5.6,59.4,5.6,0.2803,0.2783,4.357
2205,6/15/18 19:20,6.2,6.2,186.2,56.944,55.69,1,-0.1886,9.4,95.6,9.4,0.2806,0.2783,4.393
2206,6/15/18 19:30,3.7,3.7,151.2,56.772,55.558,1,-0.1937,8.1,83.1,8.1,0.2806,0.2786,4.363
2207,6/15/18 19:40,3.7,6.2,153.7,56.642,55.558,1,-0.1886,9.4,86.9,9.4,0.2806,0.2783,4.418
2208,6/15/18 19:50,1.2,1.2,68.7,56.469,54.255,1,-0.1886,3.1,34.4,3.1,0.2806,0.279,4.363
2209,6/15/18 20:00,1.2,1.2,36.2,56.34,52.729,1,-0.1937,0.6,14.4,0.6,0.2806,0.2793,4.345
2210,6/15/18 20:10,1.2,1.2,26.2,56.165,51.062,1,-0.1886,0.6,10.6,0.6,0.2806,0.279,4.345
2211,6/15/18 20:20,1.2,1.2,16.2,56.035,50.18,1,-0.1886,0.6,6.9,0.6,0.2803,0.2786,4.339
2212,6/15/18 20:30,1.2,1.2,6.2,55.863,49.87,1,-0.1886,0.6,1.9,0.6,0.2806,0.279,4.339
2213,6/15/18 20:40,1.2,1.2,1.2,55.69,49.383,1,-0.1886,0.6,0.6,0.6,0.2803,0.2783,4.333
2214,6/15/18 20:50,1.2,1.2,1.2,55.515,51.105,1,-0.1937,0.6,0.6,0.6,0.2803,0.2786,4.333
2215,6/15/18 21:00,1.2,1.2,1.2,55.299,51.062,1,-0.1886,0.6,0.6,0.6,0.2803,0.2786,4.333
2216,6/15/18 21:10,1.2,1.2,1.2,55.125,51.809,1,-0.1886,0.6,0.6,0.6,0.2803,0.2783,4.321
2217,6/15/18 21:20,1.2,1.2,1.2,54.909,51.764,1,-0.1937,0.6,0.6,0.6,0.2803,0.2783,4.321
2218,6/15/18 21:30,1.2,1.2,1.2,54.777,51.633,1,-0.1886,0.6,0.6,0.6,0.2803,0.2786,4.339
2219,6/15/18 21:40,1.2,1.2,1.2,54.604,51.062,1,-0.1886,0.6,0.6,0.6,0.2803,0.2786,4.321
2220,6/15/18 21:50,1.2,1.2,1.2,54.43,50.002,1,-0.1886,0.6,0.6,0.6,0.2803,0.2783,4.321
2221,6/15/18 22:00,1.2,1.2,1.2,54.3,50.047,1,-0.1937,0.6,0.6,0.6,0.2803,0.2783,4.321
2222,6/15/18 22:10,1.2,1.2,1.2,54.126,50.092,1,-0.1886,0.6,0.6,0.6,0.2806,0.2786,4.321
2223,6/15/18 22:20,1.2,1.2,1.2,53.951,50.223,1,-0.1886,0.6,0.6,0.6,0.2803,0.2786,4.321
2224,6/15/18 22:30,1.2,1.2,1.2,53.82,49.87,1,-0.1886,0.6,0.6,0.6,0.2806,0.2786,4.315
2225,6/15/18 22:40,1.2,1.2,1.2,53.69,49.87,1,-0.1886,0.6,0.6,0.6,0.2803,0.2783,4.315
2226,6/15/18 22:50,1.2,1.2,1.2,53.515,49.825,1,-0.1886,0.6,0.6,0.6,0.2803,0.2786,4.315
2227,6/15/18 23:00,1.2,1.2,1.2,53.427,49.825,1,-0.1937,0.6,0.6,0.6,0.28,0.2783,4.333
2228,6/15/18 23:10,1.2,1.2,1.2,53.298,49.471,1,-0.1886,0.6,0.6,0.6,0.2806,0.279,4.309
2229,6/15/18 23:20,1.2,1.2,1.2,53.166,48.405,1,-0.1937,0.6,0.6,0.6,0.28,0.2783,4.309
2230,6/15/18 23:30,1.2,1.2,1.2,53.035,48.315,1,-0.1937,0.6,0.6,0.6,0.2803,0.2786,4.303
2231,6/15/18 23:40,1.2,1.2,1.2,52.903,48.094,1,-0.1937,0.6,0.6,0.6,0.2803,0.2783,4.303
2232,6/15/18 23:50,1.2,1.2,1.2,52.817,47.826,1,-0.1886,0.6,0.6,0.6,0.28,0.2783,4.303
2233,6/16/18 0:00,1.2,1.2,1.2,52.686,48.493,1,-0.1886,0.6,0.6,0.6,0.2803,0.2783,4.303
2234,6/16/18 0:10,1.2,1.2,1.2,52.597,48.049,1,-0.1886,0.6,0.6,0.6,0.28,0.2783,4.303
2235,6/16/18 0:20,1.2,1.2,1.2,52.466,47.781,1,-0.1886,0.6,0.6,0.6,0.2803,0.2783,4.303
2236,6/16/18 0:30,1.2,1.2,1.2,52.378,48.137,1,-0.1886,0.6,0.6,0.6,0.28,0.278,4.321
2237,6/16/18 0:40,1.2,1.2,1.2,52.246,47.557,1,-0.1937,0.6,0.6,0.6,0.28,0.278,4.303
2238,6/16/18 0:50,1.2,1.2,1.2,52.115,47.467,1,-0.1886,0.6,0.6,0.6,0.2803,0.2783,4.303
2239,6/16/18 1:00,1.2,1.2,1.2,52.029,47.602,1,-0.1937,0.6,0.6,0.6,0.2803,0.2783,4.303
2240,6/16/18 1:10,1.2,1.2,1.2,51.94,48.094,1,-0.1886,0.6,0.6,0.6,0.2803,0.2783,4.297
2241,6/16/18 1:20,1.2,1.2,1.2,51.809,47.199,1,-0.1937,0.6,0.6,0.6,0.2803,0.278,4.297
2242,6/16/18 1:30,1.2,1.2,1.2,51.721,47.109,1,-0.1886,0.6,0.6,0.6,0.2803,0.278,4.297
2243,6/16/18 1:40,1.2,1.2,1.2,51.633,46.841,1,-0.1937,0.6,0.6,0.6,0.2803,0.2783,4.297
2244,6/16/18 1:50,1.2,1.2,1.2,51.544,47.736,1,-0.1886,0.6,0.6,0.6,0.28,0.278,4.297
2245,6/16/18 2:00,1.2,1.2,1.2,51.458,48.004,1,-0.1937,0.6,0.6,0.6,0.28,0.278,4.297
2246,6/16/18 2:10,1.2,1.2,1.2,51.37,47.781,1,-0.1937,0.6,0.6,0.6,0.2803,0.2783,4.297
2247,6/16/18 2:20,1.2,1.2,1.2,51.282,47.377,1,-0.1886,0.6,0.6,0.6,0.2803,0.278,4.297
2248,6/16/18 2:30,1.2,1.2,1.2,51.193,47.691,1,-0.1937,0.6,0.6,0.6,0.2803,0.278,4.291
2249,6/16/18 2:40,1.2,1.2,1.2,51.105,47.557,1,-0.1886,0.6,0.6,0.6,0.28,0.2776,4.291
2250,6/16/18 2:50,1.2,1.2,1.2,51.017,47.557,1,-0.1886,0.6,0.6,0.6,0.2803,0.2776,4.291
2251,6/16/18 3:00,1.2,1.2,1.2,50.929,47.781,1,-0.1937,0.6,0.6,0.6,0.28,0.2776,4.291
2252,6/16/18 3:10,1.2,1.2,1.2,50.886,49.338,1,-0.1937,0.6,0.6,0.6,0.2803,0.278,4.291
2253,6/16/18 3:20,1.2,1.2,1.2,50.797,48.628,1,-0.1886,0.6,0.6,0.6,0.28,0.2776,4.291
2254,6/16/18 3:30,1.2,1.2,1.2,50.709,48.717,1,-0.1886,0.6,0.6,0.6,0.2803,0.2776,4.291
2255,6/16/18 3:40,1.2,1.2,1.2,50.621,48.895,1,-0.1886,0.6,0.6,0.6,0.2796,0.2773,4.291
2256,6/16/18 3:50,1.2,1.2,1.2,50.533,48.094,1,-0.1886,0.6,0.6,0.6,0.2806,0.2783,4.291
2257,6/16/18 4:00,1.2,1.2,1.2,50.445,47.512,1,-0.1937,0.6,0.6,0.6,0.2803,0.278,4.291
2258,6/16/18 4:10,1.2,1.2,1.2,50.356,47.691,1,-0.1886,0.6,0.6,0.6,0.2803,0.278,4.291
2259,6/16/18 4:20,1.2,1.2,1.2,50.311,48.182,1,-0.1886,0.6,0.6,0.6,0.28,0.2776,4.291
2260,6/16/18 4:30,1.2,1.2,1.2,50.223,48.004,1,-0.1886,0.6,0.6,0.6,0.2803,0.2776,4.291
2261,6/16/18 4:40,1.2,1.2,1.2,50.18,48.049,1,-0.1937,0.6,0.6,0.6,0.2803,0.278,4.291
2262,6/16/18 4:50,1.2,1.2,1.2,50.092,46.571,1,-0.1886,0.6,0.6,0.6,0.2803,0.2776,4.291
2263,6/16/18 5:00,1.2,1.2,1.2,50.002,45.896,1,-0.1937,0.6,0.6,0.6,0.28,0.2776,4.291
2264,6/16/18 5:10,1.2,1.2,1.2,49.914,45.669,1,-0.1937,0.6,0.6,0.6,0.28,0.2773,4.291
2265,6/16/18 5:20,1.2,1.2,1.2,49.825,45.217,1,-0.1886,0.6,0.6,0.6,0.28,0.2776,4.291
2266,6/16/18 5:30,1.2,1.2,1.2,49.782,45.534,1,-0.1886,0.6,0.6,0.6,0.28,0.2776,4.291
2267,6/16/18 5:40,1.2,1.2,3.7,49.692,45.082,1,-0.1886,0.6,0.6,0.6,0.2796,0.2773,4.291
2268,6/16/18 5:50,1.2,1.2,11.2,49.604,44.809,1,-0.1886,0.6,5.6,0.6,0.2796,0.2773,4.291
2269,6/16/18 6:00,1.2,1.2,21.2,49.516,44.674,1,-0.1937,0.6,9.4,0.6,0.28,0.2773,4.291
2270,6/16/18 6:10,1.2,1.2,36.2,49.428,44.627,1,-0.1886,0.6,14.4,0.6,0.2803,0.2776,4.291
2271,6/16/18 6:20,1.2,1.2,71.2,49.338,45.127,1,-0.1937,4.4,39.4,3.1,0.28,0.2773,4.333
2272,6/16/18 6:30,1.2,1.2,78.7,49.294,45.851,1,-0.1937,3.1,36.9,3.1,0.28,0.2776,4.393
2273,6/16/18 6:40,3.7,3.7,116.2,49.204,45.579,1,-0.1937,5.6,59.4,5.6,0.28,0.2773,4.363
2274,6/16/18 6:50,3.7,6.2,161.2,49.116,46.436,1,-0.1937,9.4,86.9,9.4,0.28,0.2773,4.345
2275,6/16/18 7:00,6.2,8.7,218.7,49.028,46.391,1,-0.1937,11.9,113.1,11.9,0.28,0.2773,4.363
2276,6/16/18 7:10,6.2,6.2,221.2,48.938,46.886,1,-0.1886,10.6,103.1,10.6,0.28,0.2773,4.345
2277,6/16/18 7:20,18.7,18.7,523.7,48.895,48.762,1,-0.1886,39.4,310.6,38.1,0.28,0.2773,4.363
2278,6/16/18 7:30,13.7,13.7,388.7,48.85,50.533,1,-0.1886,23.1,211.9,23.1,0.28,0.2773,4.345
2279,6/16/18 7:40,11.2,13.7,356.2,48.805,50.092,1,-0.1937,20.6,190.6,20.6,0.28,0.2776,4.381
2280,6/16/18 7:50,11.2,11.2,328.7,48.762,50.18,1,-0.1886,19.4,176.9,19.4,0.28,0.2773,4.345
2281,6/16/18 8:00,11.2,13.7,348.7,48.762,49.782,1,-0.1886,20.6,186.9,20.6,0.28,0.2773,4.393
2282,6/16/18 8:10,13.7,13.7,361.2,48.762,50.268,1,-0.1937,21.9,191.9,20.6,0.28,0.2773,4.351
2283,6/16/18 8:20,18.7,18.7,536.2,48.762,50.886,1,-0.1886,31.9,288.1,30.6,0.2803,0.2773,4.514
2284,6/16/18 8:30,18.7,18.7,523.7,48.762,53.645,1,-0.1886,30.6,274.4,29.4,0.2803,0.2776,4.351
2285,6/16/18 8:40,43.7,48.7,1238.7,48.762,54.604,1,-0.1886,79.4,693.1,74.4,0.28,0.2773,4.538
2286,6/16/18 8:50,31.2,33.7,838.7,48.805,56.208,1,-0.1886,50.6,454.4,48.1,0.28,0.2773,4.351
2287,6/16/18 9:00,16.2,16.2,451.2,48.85,51.589,1,-0.1937,26.9,243.1,25.6,0.28,0.2773,4.363
2288,6/16/18 9:10,11.2,11.2,336.2,48.85,50.268,1,-0.1886,19.4,180.6,19.4,0.28,0.277,4.351
2289,6/16/18 9:20,16.2,16.2,458.7,48.938,50.709,1,-0.1886,28.1,241.9,26.9,0.2793,0.277,4.369
2290,6/16/18 9:30,8.7,8.7,266.2,48.983,49.471,1,-0.1886,15.6,141.9,14.4,0.28,0.2773,4.357
2291,6/16/18 9:40,6.2,8.7,226.2,49.073,48.538,1,-0.1937,13.1,116.9,11.9,0.28,0.277,4.375
2292,6/16/18 9:50,3.7,3.7,146.2,49.116,47.914,1,-0.1886,8.1,75.6,8.1,0.2796,0.277,4.357
2293,6/16/18 10:00,16.2,18.7,478.7,49.161,48.004,1,-0.1886,26.9,253.1,25.6,0.28,0.277,4.393
2294,6/16/18 10:10,11.2,11.2,293.7,49.204,50.092,1,-0.1886,16.9,155.6,16.9,0.2796,0.277,4.363
2295,6/16/18 10:20,11.2,11.2,323.7,49.249,48.895,1,-0.1886,19.4,174.4,18.1,0.2793,0.2766,4.478
2296,6/16/18 10:30,26.2,28.7,711.2,49.249,51.237,1,-0.1886,40.6,380.6,39.4,0.2796,0.277,4.363
2297,6/16/18 10:40,28.7,28.7,738.7,49.294,53.472,1,-0.1886,43.1,394.4,41.9,0.2796,0.277,4.538
2298,6/16/18 10:50,26.2,28.7,703.7,49.338,52.115,1,-0.1937,41.9,379.4,40.6,0.2796,0.277,4.363
2299,6/16/18 11:00,33.7,36.2,913.7,49.383,53.427,1,-0.1886,53.1,493.1,50.6,0.2796,0.2766,4.351
2300,6/16/18 11:10,28.7,31.2,798.7,49.471,54.995,1,-0.1886,48.1,430.6,45.6,0.2796,0.277,4.363
2301,6/16/18 11:20,18.7,21.2,543.7,49.516,52.335,1,-0.1937,31.9,293.1,30.6,0.2793,0.2766,4.351
2302,6/16/18 11:30,16.2,16.2,436.2,49.604,51.413,1,-0.1886,25.6,235.6,24.4,0.2793,0.277,4.363
