"Plot Title: 20139116_SM_UM_C1_trmt"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20139116, SEN S/N: 20145938, LBL: UM_Lshrub)","Water Content, m³/m³ (LGR S/N: 20139116, SEN S/N: 20152219, LBL: UM_Rmeadow)","Temp, °F (LGR S/N: 20139116, SEN S/N: 20391814, LBL: UM_Rmeadow)"
866,06/22/19 10:00:01 AM,0.2729,0.2687,51.940
867,06/22/19 11:00:01 AM,0.2732,0.2684,55.081
868,06/22/19 12:00:01 PM,0.2722,0.2680,57.247
869,06/22/19 01:00:01 PM,0.2719,0.2677,57.807
870,06/22/19 02:00:01 PM,0.2719,0.2677,57.204
871,06/22/19 03:00:01 PM,0.2732,0.2670,55.602
872,06/22/19 04:00:01 PM,0.2732,0.2673,53.690
873,06/22/19 05:00:01 PM,0.2739,0.2666,53.121
874,06/22/19 06:00:01 PM,0.2743,0.2666,52.160
875,06/22/19 07:00:01 PM,0.2743,0.2666,50.488
876,06/22/19 08:00:01 PM,0.2746,0.2670,48.938
877,06/22/19 09:00:01 PM,0.2746,0.2670,47.914
878,06/22/19 10:00:01 PM,0.2746,0.2677,47.064
879,06/22/19 11:00:01 PM,0.2753,0.2677,46.301
880,06/23/19 12:00:01 AM,0.2756,0.2680,45.669
881,06/23/19 01:00:01 AM,0.2763,0.2680,45.082
882,06/23/19 02:00:01 AM,0.2766,0.2684,44.445
883,06/23/19 03:00:01 AM,0.2773,0.2684,43.763
884,06/23/19 04:00:01 AM,0.2780,0.2684,43.167
885,06/23/19 05:00:01 AM,0.2783,0.2684,42.708
886,06/23/19 06:00:01 AM,0.2786,0.2684,42.341
887,06/23/19 07:00:01 AM,0.2790,0.2687,41.970
888,06/23/19 08:00:01 AM,0.2793,0.2684,41.925
889,06/23/19 09:00:01 AM,0.2793,0.2680,42.247
890,06/23/19 10:00:01 AM,0.2793,0.2684,43.030
891,06/23/19 11:00:01 AM,0.2796,0.2687,44.719
892,06/23/19 12:00:01 PM,0.2796,0.2687,46.391
893,06/23/19 01:00:01 PM,0.2796,0.2684,48.227
894,06/23/19 02:00:01 PM,0.2800,0.2684,50.841
895,06/23/19 03:00:01 PM,0.2796,0.2680,53.253
896,06/23/19 04:00:01 PM,0.2796,0.2677,54.604
897,06/23/19 05:00:01 PM,0.2800,0.2673,54.865
898,06/23/19 06:00:01 PM,0.2800,0.2677,55.299
899,06/23/19 07:00:01 PM,0.2796,0.2673,55.213
900,06/23/19 08:00:01 PM,0.2796,0.2673,54.387
901,06/23/19 09:00:01 PM,0.2800,0.2673,53.078
902,06/23/19 10:00:01 PM,0.2800,0.2673,51.589
903,06/23/19 11:00:01 PM,0.2800,0.2677,50.135
904,06/24/19 12:00:01 AM,0.2800,0.2677,48.762
905,06/24/19 01:00:01 AM,0.2800,0.2677,47.512
906,06/24/19 02:00:01 AM,0.2800,0.2677,46.391
907,06/24/19 03:00:01 AM,0.2803,0.2680,45.307
908,06/24/19 04:00:01 AM,0.2806,0.2680,44.263
909,06/24/19 05:00:01 AM,0.2803,0.2680,43.351
910,06/24/19 06:00:01 AM,0.2806,0.2684,42.478
911,06/24/19 07:00:01 AM,0.2806,0.2684,41.740
912,06/24/19 08:00:01 AM,0.2810,0.2680,41.463
913,06/24/19 09:00:01 AM,0.2813,0.2680,43.122
914,06/24/19 10:00:01 AM,0.2810,0.2677,46.121
915,06/24/19 11:00:01 AM,0.2810,0.2670,49.516
916,06/24/19 12:00:01 PM,0.2810,0.2670,52.992
917,06/24/19 01:00:01 PM,0.2806,0.2666,56.165
918,06/24/19 02:00:01 PM,0.2803,0.2666,58.928
919,06/24/19 03:00:01 PM,0.2803,0.2664,60.948
920,06/24/19 04:00:01 PM,0.2800,0.2660,62.062
921,06/24/19 05:00:01 PM,0.2800,0.2660,62.191
922,06/24/19 06:00:01 PM,0.2800,0.2660,62.062
923,06/24/19 07:00:01 PM,0.2796,0.2660,61.506
924,06/24/19 08:00:01 PM,0.2800,0.2660,60.260
925,06/24/19 09:00:01 PM,0.2796,0.2664,58.626
926,06/24/19 10:00:01 PM,0.2796,0.2664,56.858
927,06/24/19 11:00:01 PM,0.2796,0.2664,55.168
928,06/25/19 12:00:01 AM,0.2796,0.2660,53.602
929,06/25/19 01:00:01 AM,0.2796,0.2664,52.335
930,06/25/19 02:00:01 AM,0.2796,0.2664,51.017
931,06/25/19 03:00:01 AM,0.2796,0.2660,49.782
932,06/25/19 04:00:01 AM,0.2796,0.2664,48.628
933,06/25/19 05:00:01 AM,0.2796,0.2664,47.557
934,06/25/19 06:00:01 AM,0.2796,0.2666,46.571
935,06/25/19 07:00:01 AM,0.2796,0.2666,45.714
936,06/25/19 08:00:01 AM,0.2800,0.2666,45.399
937,06/25/19 09:00:01 AM,0.2803,0.2664,46.974
938,06/25/19 10:00:01 AM,0.2800,0.2664,49.428
939,06/25/19 11:00:01 AM,0.2796,0.2660,52.641
940,06/25/19 12:00:01 PM,0.2793,0.2657,55.863
941,06/25/19 01:00:01 PM,0.2790,0.2657,58.455
942,06/25/19 02:00:01 PM,0.2786,0.2650,60.303
943,06/25/19 03:00:01 PM,0.2790,0.2646,62.062
944,06/25/19 04:00:01 PM,0.2786,0.2646,63.304
945,06/25/19 05:00:01 PM,0.2776,0.2646,63.990
946,06/25/19 06:00:01 PM,0.2776,0.2642,63.648
947,06/25/19 07:00:01 PM,0.2773,0.2639,62.791
948,06/25/19 08:00:01 PM,0.2776,0.2639,61.720
949,06/25/19 09:00:01 PM,0.2780,0.2639,60.346
950,06/25/19 10:00:01 PM,0.2780,0.2642,58.669
951,06/25/19 11:00:01 PM,0.2776,0.2642,56.988
952,06/26/19 12:00:01 AM,0.2776,0.2639,55.429
953,06/26/19 01:00:01 AM,0.2776,0.2642,53.951
954,06/26/19 02:00:01 AM,0.2776,0.2642,52.641
955,06/26/19 03:00:01 AM,0.2776,0.2642,51.458
956,06/26/19 04:00:01 AM,0.2776,0.2642,50.488
957,06/26/19 05:00:01 AM,0.2780,0.2642,49.516
958,06/26/19 06:00:01 AM,0.2780,0.2642,48.583
959,06/26/19 07:00:01 AM,0.2783,0.2646,47.736
960,06/26/19 08:00:01 AM,0.2780,0.2646,47.467
961,06/26/19 09:00:01 AM,0.2783,0.2642,49.073
962,06/26/19 10:00:01 AM,0.2780,0.2646,51.458
963,06/26/19 11:00:01 AM,0.2776,0.2639,54.387
964,06/26/19 12:00:01 PM,0.2770,0.2632,57.376
965,06/26/19 01:00:01 PM,0.2770,0.2632,60.217
966,06/26/19 02:00:01 PM,0.2763,0.2624,62.834
967,06/26/19 03:00:01 PM,0.2759,0.2621,65.059
968,06/26/19 04:00:01 PM,0.2756,0.2615,66.214
969,06/26/19 05:00:01 PM,0.2756,0.2611,66.686
970,06/26/19 06:00:01 PM,0.2749,0.2611,66.643
971,06/26/19 07:00:01 PM,0.2746,0.2611,66.087
972,06/26/19 08:00:01 PM,0.2743,0.2615,64.845
973,06/26/19 09:00:01 PM,0.2739,0.2611,63.090
974,06/26/19 10:00:01 PM,0.2743,0.2615,61.205
975,06/26/19 11:00:01 PM,0.2743,0.2615,59.401
976,06/27/19 12:00:01 AM,0.2739,0.2611,57.765
977,06/27/19 01:00:01 AM,0.2739,0.2615,56.251
978,06/27/19 02:00:01 AM,0.2739,0.2615,54.820
979,06/27/19 03:00:01 AM,0.2743,0.2611,53.515
980,06/27/19 04:00:01 AM,0.2743,0.2615,52.291
981,06/27/19 05:00:01 AM,0.2739,0.2615,51.237
982,06/27/19 06:00:01 AM,0.2739,0.2611,50.356
983,06/27/19 07:00:01 AM,0.2739,0.2615,49.692
984,06/27/19 08:00:01 AM,0.2739,0.2611,49.692
985,06/27/19 09:00:01 AM,0.2739,0.2611,51.105
986,06/27/19 10:00:01 AM,0.2739,0.2607,52.466
987,06/27/19 11:00:01 AM,0.2736,0.2604,54.691
988,06/27/19 12:00:01 PM,0.2732,0.2600,58.152
989,06/27/19 01:00:01 PM,0.2729,0.2592,60.991
990,06/27/19 02:00:01 PM,0.2726,0.2589,63.347
991,06/27/19 03:00:01 PM,0.2722,0.2585,65.188
992,06/27/19 04:00:01 PM,0.2722,0.2582,66.515
993,06/27/19 05:00:01 PM,0.2719,0.2575,67.158
994,06/27/19 06:00:01 PM,0.2708,0.2575,67.329
995,06/27/19 07:00:01 PM,0.2701,0.2575,66.985
996,06/27/19 08:00:01 PM,0.2701,0.2571,65.872
997,06/27/19 09:00:01 PM,0.2701,0.2571,64.247
998,06/27/19 10:00:01 PM,0.2701,0.2575,62.406
999,06/27/19 11:00:01 PM,0.2701,0.2575,60.647
1000,06/28/19 12:00:01 AM,0.2698,0.2575,59.014
1001,06/28/19 01:00:01 AM,0.2701,0.2575,57.549
1002,06/28/19 02:00:01 AM,0.2701,0.2575,56.208
1003,06/28/19 03:00:01 AM,0.2701,0.2579,54.952
1004,06/28/19 04:00:01 AM,0.2701,0.2579,53.776
1005,06/28/19 05:00:01 AM,0.2701,0.2575,52.686
1006,06/28/19 06:00:01 AM,0.2701,0.2579,51.678
1007,06/28/19 07:00:01 AM,0.2701,0.2575,50.709
1008,06/28/19 08:00:01 AM,0.2701,0.2579,50.445
1009,06/28/19 09:00:01 AM,0.2701,0.2571,52.203
1010,06/28/19 10:00:01 AM,0.2698,0.2564,55.081
1011,06/28/19 11:00:01 AM,0.2694,0.2560,58.498
1012,06/28/19 12:00:01 PM,0.2691,0.2550,61.761
1013,06/28/19 01:00:01 PM,0.2687,0.2542,64.803
1014,06/28/19 02:00:01 PM,0.2680,0.2534,67.543
1015,06/28/19 03:00:01 PM,0.2677,0.2532,69.386
1016,06/28/19 04:00:01 PM,0.2670,0.2524,70.201
1017,06/28/19 05:00:01 PM,0.2666,0.2520,70.673
1018,06/28/19 06:00:01 PM,0.2660,0.2512,70.630
1019,06/28/19 07:00:01 PM,0.2657,0.2512,70.072
1020,06/28/19 08:00:01 PM,0.2657,0.2512,68.698
1021,06/28/19 09:00:01 PM,0.2657,0.2509,66.985
1022,06/28/19 10:00:01 PM,0.2657,0.2512,65.403
1023,06/28/19 11:00:01 PM,0.2657,0.2512,64.117
1024,06/29/19 12:00:01 AM,0.2653,0.2516,62.875
1025,06/29/19 01:00:01 AM,0.2653,0.2516,61.677
1026,06/29/19 02:00:01 AM,0.2653,0.2516,60.561
1027,06/29/19 03:00:01 AM,0.2653,0.2516,59.486
1028,06/29/19 04:00:01 AM,0.2653,0.2516,58.498
1029,06/29/19 05:00:01 AM,0.2653,0.2512,57.636
1030,06/29/19 06:00:01 AM,0.2653,0.2512,56.728
1031,06/29/19 07:00:01 AM,0.2653,0.2512,55.949
1032,06/29/19 08:00:01 AM,0.2653,0.2512,55.863
1033,06/29/19 09:00:01 AM,0.2650,0.2509,56.944
1034,06/29/19 10:00:01 AM,0.2650,0.2502,58.152
1035,06/29/19 11:00:01 AM,0.2650,0.2494,59.873
1036,06/29/19 12:00:01 PM,0.2642,0.2487,62.447
1037,06/29/19 01:00:01 PM,0.2635,0.2479,65.658
1038,06/29/19 02:00:01 PM,0.2632,0.2464,68.313
1039,06/29/19 03:00:01 PM,0.2628,0.2452,70.158
1040,06/29/19 04:00:01 PM,0.2618,0.2452,71.231
1041,06/29/19 05:00:01 PM,0.2615,0.2449,71.274
1042,06/29/19 06:00:01 PM,0.2615,0.2441,70.846
1043,06/29/19 07:00:01 PM,0.2607,0.2445,70.201
1044,06/29/19 08:00:01 PM,0.2607,0.2441,69.300
1045,06/29/19 09:00:01 PM,0.2604,0.2445,68.013
1046,06/29/19 10:00:01 PM,0.2604,0.2445,66.429
1047,06/29/19 11:00:01 PM,0.2600,0.2441,64.760
1048,06/30/19 12:00:01 AM,0.2600,0.2441,63.133
1049,06/30/19 01:00:01 AM,0.2600,0.2441,61.761
1050,06/30/19 02:00:01 AM,0.2600,0.2441,60.733
1051,06/30/19 03:00:01 AM,0.2600,0.2445,59.659
1052,06/30/19 04:00:01 AM,0.2600,0.2445,58.541
1053,06/30/19 05:00:01 AM,0.2600,0.2445,57.592
1054,06/30/19 06:00:01 AM,0.2600,0.2445,56.599
1055,06/30/19 07:00:01 AM,0.2600,0.2441,55.776
1056,06/30/19 08:00:01 AM,0.2600,0.2441,55.733
1057,06/30/19 09:00:01 AM,0.2604,0.2441,56.208
1058,06/30/19 10:00:01 AM,0.2604,0.2437,57.936
1059,06/30/19 11:00:01 AM,0.2596,0.2425,60.474
1060,06/30/19 12:00:01 PM,0.2592,0.2414,63.304
1061,06/30/19 01:00:01 PM,0.2585,0.2406,65.959
1062,06/30/19 02:00:01 PM,0.2582,0.2399,68.185
1063,06/30/19 03:00:01 PM,0.2579,0.2383,70.158
1064,06/30/19 04:00:01 PM,0.2567,0.2371,71.447
1065,06/30/19 05:00:01 PM,0.2564,0.2363,71.791
1066,06/30/19 06:00:01 PM,0.2560,0.2367,70.759
1067,06/30/19 07:00:01 PM,0.2557,0.2367,69.085
1068,06/30/19 08:00:01 PM,0.2560,0.2371,67.671
1069,06/30/19 09:00:01 PM,0.2560,0.2371,66.385
1070,06/30/19 10:00:01 PM,0.2585,0.2355,65.059
1071,06/30/19 11:00:01 PM,0.2571,0.2355,63.475
1072,07/01/19 12:00:01 AM,0.2571,0.2358,62.062
1073,07/01/19 01:00:01 AM,0.2567,0.2358,60.861
1074,07/01/19 02:00:01 AM,0.2571,0.2363,59.873
1075,07/01/19 03:00:01 AM,0.2571,0.2358,58.928
1076,07/01/19 04:00:01 AM,0.2567,0.2363,57.893
1077,07/01/19 05:00:01 AM,0.2567,0.2355,56.815
1078,07/01/19 06:00:01 AM,0.2567,0.2363,55.690
1079,07/01/19 07:00:01 AM,0.2564,0.2363,54.734
1080,07/01/19 08:00:01 AM,0.2571,0.2363,54.300
1081,07/01/19 09:00:01 AM,0.2567,0.2358,55.515
1082,07/01/19 10:00:01 AM,0.2567,0.2355,58.023
1083,07/01/19 11:00:01 AM,0.2560,0.2351,60.818
1084,07/01/19 12:00:01 PM,0.2560,0.2347,63.005
1085,07/01/19 01:00:01 PM,0.2553,0.2339,65.959
1086,07/01/19 02:00:01 PM,0.2546,0.2330,68.698
1087,07/01/19 03:00:01 PM,0.2538,0.2318,70.673
1088,07/01/19 04:00:01 PM,0.2534,0.2315,71.620
1089,07/01/19 05:00:01 PM,0.2532,0.2311,71.791
1090,07/01/19 06:00:01 PM,0.2524,0.2311,71.317
1091,07/01/19 07:00:01 PM,0.2520,0.2306,70.029
1092,07/01/19 08:00:01 PM,0.2524,0.2306,68.443
1093,07/01/19 09:00:01 PM,0.2520,0.2306,66.985
1094,07/01/19 10:00:01 PM,0.2520,0.2315,65.188
1095,07/01/19 11:00:01 PM,0.2516,0.2311,63.390
1096,07/02/19 12:00:01 AM,0.2516,0.2315,61.720
1097,07/02/19 01:00:01 AM,0.2516,0.2311,60.132
1098,07/02/19 02:00:01 AM,0.2516,0.2311,58.626
1099,07/02/19 03:00:01 AM,0.2512,0.2311,57.247
1100,07/02/19 04:00:01 AM,0.2516,0.2315,56.035
1101,07/02/19 05:00:01 AM,0.2516,0.2311,54.909
1102,07/02/19 06:00:01 AM,0.2516,0.2315,53.865
1103,07/02/19 07:00:01 AM,0.2512,0.2315,52.992
1104,07/02/19 08:00:01 AM,0.2520,0.2315,53.035
1105,07/02/19 09:00:01 AM,0.2512,0.2306,54.604
1106,07/02/19 10:00:01 AM,0.2512,0.2306,56.858
1107,07/02/19 11:00:01 AM,0.2509,0.2294,58.669
1108,07/02/19 12:00:01 PM,0.2505,0.2286,61.848
1109,07/02/19 01:00:01 PM,0.2498,0.2266,65.530
1110,07/02/19 02:00:01 PM,0.2494,0.2257,68.698
1111,07/02/19 03:00:01 PM,0.2483,0.2245,70.846
1112,07/02/19 04:00:01 PM,0.2483,0.2237,71.791
1113,07/02/19 05:00:01 PM,0.2471,0.2232,72.093
1114,07/02/19 06:00:01 PM,0.2468,0.2219,71.964
1115,07/02/19 07:00:01 PM,0.2464,0.2216,71.103
1116,07/02/19 08:00:01 PM,0.2464,0.2229,69.942
1117,07/02/19 09:00:01 PM,0.2460,0.2229,68.443
1118,07/02/19 10:00:01 PM,0.2456,0.2229,66.515
1119,07/02/19 11:00:01 PM,0.2456,0.2229,64.717
1120,07/03/19 12:00:01 AM,0.2456,0.2229,63.090
1121,07/03/19 01:00:01 AM,0.2456,0.2229,61.590
1122,07/03/19 02:00:01 AM,0.2456,0.2232,60.260
1123,07/03/19 03:00:01 AM,0.2460,0.2232,59.056
1124,07/03/19 04:00:01 AM,0.2456,0.2229,57.850
1125,07/03/19 05:00:01 AM,0.2456,0.2232,56.685
1126,07/03/19 06:00:01 AM,0.2456,0.2232,55.558
1127,07/03/19 07:00:01 AM,0.2456,0.2232,54.561
1128,07/03/19 08:00:01 AM,0.2460,0.2232,54.169
1129,07/03/19 09:00:01 AM,0.2452,0.2219,55.776
1130,07/03/19 10:00:01 AM,0.2449,0.2216,58.411
1131,07/03/19 11:00:01 AM,0.2445,0.2198,61.633
1132,07/03/19 12:00:01 PM,0.2437,0.2190,64.288
1133,07/03/19 01:00:01 PM,0.2430,0.2182,66.558
1134,07/03/19 02:00:01 PM,0.2421,0.2169,68.871
1135,07/03/19 03:00:01 PM,0.2418,0.2156,70.887
1136,07/03/19 04:00:01 PM,0.2414,0.2143,71.877
1137,07/03/19 05:00:01 PM,0.2406,0.2143,72.221
1138,07/03/19 06:00:01 PM,0.2399,0.2139,72.050
1139,07/03/19 07:00:01 PM,0.2399,0.2134,71.274
1140,07/03/19 08:00:01 PM,0.2390,0.2134,69.814
1141,07/03/19 09:00:01 PM,0.2390,0.2134,67.971
1142,07/03/19 10:00:01 PM,0.2387,0.2134,66.043
1143,07/03/19 11:00:01 PM,0.2387,0.2134,64.204
1144,07/04/19 12:00:01 AM,0.2387,0.2139,62.490
1145,07/04/19 01:00:01 AM,0.2387,0.2139,60.861
1146,07/04/19 02:00:01 AM,0.2387,0.2139,59.358
1147,07/04/19 03:00:01 AM,0.2387,0.2134,57.936
1148,07/04/19 04:00:01 AM,0.2387,0.2139,56.642
1149,07/04/19 05:00:01 AM,0.2387,0.2134,55.429
1150,07/04/19 06:00:01 AM,0.2387,0.2143,54.300
1151,07/04/19 07:00:01 AM,0.2387,0.2139,53.298
1152,07/04/19 08:00:01 AM,0.2399,0.2134,52.903
1153,07/04/19 09:00:01 AM,0.2387,0.2134,54.516
1154,07/04/19 10:00:01 AM,0.2374,0.2126,57.247
1155,07/04/19 11:00:01 AM,0.2371,0.2112,60.474
1156,07/04/19 12:00:01 PM,0.2363,0.2104,63.903
1157,07/04/19 01:00:01 PM,0.2355,0.2092,67.071
1158,07/04/19 02:00:01 PM,0.2347,0.2070,69.771
1159,07/04/19 03:00:01 PM,0.2339,0.2061,71.361
1160,07/04/19 04:00:01 PM,0.2330,0.2056,71.964
1161,07/04/19 05:00:01 PM,0.2327,0.2047,72.093
1162,07/04/19 06:00:01 PM,0.2318,0.2038,71.877
1163,07/04/19 07:00:01 PM,0.2318,0.2038,71.017
1164,07/04/19 08:00:01 PM,0.2311,0.2038,69.557
1165,07/04/19 09:00:01 PM,0.2306,0.2043,67.714
1166,07/04/19 10:00:01 PM,0.2306,0.2038,65.745
1167,07/04/19 11:00:01 PM,0.2306,0.2038,63.903
1168,07/05/19 12:00:01 AM,0.2306,0.2043,62.148
1169,07/05/19 01:00:01 AM,0.2306,0.2047,60.561
1170,07/05/19 02:00:01 AM,0.2306,0.2047,59.056
1171,07/05/19 03:00:01 AM,0.2306,0.2043,57.722
1172,07/05/19 04:00:01 AM,0.2306,0.2047,56.469
1173,07/05/19 05:00:01 AM,0.2303,0.2043,55.256
1174,07/05/19 06:00:01 AM,0.2306,0.2052,54.169
1175,07/05/19 07:00:01 AM,0.2311,0.2052,53.209
1176,07/05/19 08:00:01 AM,0.2311,0.2052,52.817
1177,07/05/19 09:00:01 AM,0.2303,0.2043,54.387
1178,07/05/19 10:00:01 AM,0.2299,0.2035,57.160
1179,07/05/19 11:00:01 AM,0.2294,0.2020,60.604
1180,07/05/19 12:00:01 PM,0.2286,0.2012,64.117
1181,07/05/19 01:00:01 PM,0.2274,0.1999,67.372
1182,07/05/19 02:00:01 PM,0.2262,0.1990,70.158
1183,07/05/19 03:00:01 PM,0.2257,0.1976,72.136
1184,07/05/19 04:00:01 PM,0.2249,0.1967,72.997
1185,07/05/19 05:00:01 PM,0.2241,0.1963,73.170
1186,07/05/19 06:00:01 PM,0.2232,0.1958,72.869
1187,07/05/19 07:00:01 PM,0.2224,0.1958,71.964
1188,07/05/19 08:00:01 PM,0.2224,0.1958,70.459
1189,07/05/19 09:00:01 PM,0.2219,0.1958,68.571
1190,07/05/19 10:00:01 PM,0.2219,0.1958,66.515
1191,07/05/19 11:00:01 PM,0.2219,0.1963,64.546
1192,07/06/19 12:00:01 AM,0.2219,0.1963,62.748
1193,07/06/19 01:00:01 AM,0.2219,0.1963,61.075
1194,07/06/19 02:00:01 AM,0.2219,0.1967,59.572
1195,07/06/19 03:00:01 AM,0.2216,0.1967,58.152
1196,07/06/19 04:00:01 AM,0.2216,0.1963,56.858
1197,07/06/19 05:00:01 AM,0.2219,0.1972,55.690
1198,07/06/19 06:00:01 AM,0.2219,0.1963,54.561
1199,07/06/19 07:00:01 AM,0.2216,0.1972,53.645
1200,07/06/19 08:00:01 AM,0.2219,0.1963,53.341
1201,07/06/19 09:00:01 AM,0.2216,0.1958,54.777
1202,07/06/19 10:00:01 AM,0.2211,0.1954,57.160
1203,07/06/19 11:00:01 AM,0.2198,0.1945,60.217
1204,07/06/19 12:00:01 PM,0.2190,0.1935,63.219
1205,07/06/19 01:00:01 PM,0.2185,0.1935,64.589
1206,07/06/19 02:00:01 PM,0.2177,0.1926,65.701
1207,07/06/19 03:00:01 PM,0.2169,0.1926,66.686
1208,07/06/19 04:00:01 PM,0.2161,0.1913,67.543
1209,07/06/19 05:00:01 PM,0.2148,0.1908,68.056
1210,07/06/19 06:00:01 PM,0.2148,0.1908,68.185
1211,07/06/19 07:00:01 PM,0.2143,0.1908,67.500
1212,07/06/19 08:00:01 PM,0.2143,0.1908,66.385
1213,07/06/19 09:00:01 PM,0.2143,0.1904,65.102
1214,07/06/19 10:00:01 PM,0.2143,0.1913,63.604
1215,07/06/19 11:00:01 PM,0.2139,0.1908,61.977
1216,07/07/19 12:00:01 AM,0.2139,0.1908,60.474
1217,07/07/19 01:00:01 AM,0.2139,0.1913,59.099
1218,07/07/19 02:00:01 AM,0.2139,0.1913,57.807
1219,07/07/19 03:00:01 AM,0.2139,0.1913,56.642
1220,07/07/19 04:00:01 AM,0.2139,0.1917,55.647
1221,07/07/19 05:00:01 AM,0.2139,0.1917,54.734
1222,07/07/19 06:00:01 AM,0.2134,0.1913,54.037
1223,07/07/19 07:00:01 AM,0.2134,0.1917,53.515
1224,07/07/19 08:00:01 AM,0.2134,0.1917,53.472
1225,07/07/19 09:00:01 AM,0.2134,0.1913,54.126
1226,07/07/19 10:00:01 AM,0.2131,0.1913,56.165
1227,07/07/19 11:00:01 AM,0.2122,0.1908,58.755
1228,07/07/19 12:00:01 PM,0.2112,0.1898,61.633
1229,07/07/19 01:00:01 PM,0.2104,0.1891,63.561
1230,07/07/19 02:00:01 PM,0.2095,0.1885,64.546
1231,07/07/19 03:00:01 PM,0.2087,0.1881,65.916
1232,07/07/19 04:00:01 PM,0.2078,0.1881,66.729
1233,07/07/19 05:00:01 PM,0.2078,0.1876,66.729
1234,07/07/19 06:00:01 PM,0.2073,0.1872,66.429
1235,07/07/19 07:00:01 PM,0.2073,0.1872,65.615
1236,07/07/19 08:00:01 PM,0.2070,0.1881,64.503
1237,07/07/19 09:00:01 PM,0.2070,0.1872,63.090
1238,07/07/19 10:00:01 PM,0.2070,0.1881,61.590
1239,07/07/19 11:00:01 PM,0.2064,0.1876,60.174
1240,07/08/19 12:00:01 AM,0.2064,0.1872,58.971
1241,07/08/19 01:00:01 AM,0.2064,0.1881,57.893
1242,07/08/19 02:00:01 AM,0.2064,0.1885,56.858
1243,07/08/19 03:00:01 AM,0.2070,0.1885,55.819
1244,07/08/19 04:00:01 AM,0.2064,0.1885,54.909
1245,07/08/19 05:00:01 AM,0.2064,0.1891,54.212
1246,07/08/19 06:00:01 AM,0.2064,0.1881,53.733
1247,07/08/19 07:00:01 AM,0.2064,0.1885,53.427
1248,07/08/19 08:00:01 AM,0.2056,0.1885,53.384
1249,07/08/19 09:00:01 AM,0.2070,0.1881,53.384
1250,07/08/19 10:00:01 AM,0.2073,0.1876,54.820
1251,07/08/19 11:00:01 AM,0.2073,0.1876,56.469
1252,07/08/19 12:00:01 PM,0.2064,0.1872,59.056
1253,07/08/19 01:00:01 PM,0.2056,0.1866,61.677
1254,07/08/19 02:00:01 PM,0.2052,0.1866,64.288
1255,07/08/19 03:00:01 PM,0.2043,0.1859,66.472
1256,07/08/19 04:00:01 PM,0.2038,0.1853,67.372
1257,07/08/19 05:00:01 PM,0.2029,0.1859,67.456
1258,07/08/19 06:00:01 PM,0.2020,0.1853,67.329
1259,07/08/19 07:00:01 PM,0.2020,0.1859,66.600
1260,07/08/19 08:00:01 PM,0.2017,0.1859,65.145
1261,07/08/19 09:00:01 PM,0.2017,0.1859,63.433
1262,07/08/19 10:00:01 PM,0.2012,0.1859,61.547
1263,07/08/19 11:00:01 PM,0.2017,0.1866,59.702
1264,07/09/19 12:00:01 AM,0.2017,0.1866,57.979
1265,07/09/19 01:00:01 AM,0.2017,0.1862,56.383
1266,07/09/19 02:00:01 AM,0.2017,0.1866,54.909
1267,07/09/19 03:00:01 AM,0.2017,0.1866,53.515
1268,07/09/19 04:00:01 AM,0.2017,0.1866,52.291
1269,07/09/19 05:00:01 AM,0.2012,0.1872,51.148
1270,07/09/19 06:00:01 AM,0.2012,0.1876,50.047
1271,07/09/19 07:00:01 AM,0.2017,0.1872,49.116
1272,07/09/19 08:00:01 AM,0.2017,0.1872,48.717
1273,07/09/19 09:00:01 AM,0.2017,0.1862,50.268
1274,07/09/19 10:00:01 AM,0.2008,0.1859,53.166
1275,07/09/19 11:00:01 AM,0.2003,0.1853,56.772
1276,07/09/19 12:00:01 PM,0.1990,0.1843,60.690
1277,07/09/19 01:00:01 PM,0.1981,0.1843,64.418
1278,07/09/19 02:00:01 PM,0.1972,0.1830,67.500
1279,07/09/19 03:00:01 PM,0.1963,0.1826,69.685
1280,07/09/19 04:00:01 PM,0.1963,0.1816,70.759
1281,07/09/19 05:00:01 PM,0.1967,0.1816,71.017
1282,07/09/19 06:00:01 PM,0.1948,0.1816,70.716
1283,07/09/19 07:00:01 PM,0.1945,0.1816,69.771
1284,07/09/19 08:00:01 PM,0.1939,0.1820,68.185
1285,07/09/19 09:00:01 PM,0.1939,0.1820,66.173
1286,07/09/19 10:00:01 PM,0.1945,0.1826,64.117
1287,07/09/19 11:00:01 PM,0.1939,0.1826,62.233
1288,07/10/19 12:00:01 AM,0.1939,0.1820,60.474
1289,07/10/19 01:00:01 AM,0.1939,0.1820,58.842
1290,07/10/19 02:00:01 AM,0.1939,0.1830,57.376
1291,07/10/19 03:00:01 AM,0.1939,0.1826,56.035
1292,07/10/19 04:00:01 AM,0.1939,0.1830,54.820
1293,07/10/19 05:00:01 AM,0.1939,0.1836,53.645
1294,07/10/19 06:00:01 AM,0.1939,0.1836,52.597
1295,07/10/19 07:00:01 AM,0.1939,0.1836,51.678
1296,07/10/19 08:00:01 AM,0.1939,0.1836,51.282
1297,07/10/19 09:00:01 AM,0.1935,0.1830,52.860
1298,07/10/19 10:00:01 AM,0.1926,0.1826,55.733
1299,07/10/19 11:00:01 AM,0.1917,0.1813,59.401
1300,07/10/19 12:00:01 PM,0.1908,0.1803,63.304
