Plot Title: 20139116_UMC1,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20139116, SEN S/N: 20145938)","Water Content, m³/m³ (LGR S/N: 20139116, SEN S/N: 20152219)","Temp, °F (LGR S/N: 20139116, SEN S/N: 20391814, LBL: UM_Rmeadow)"
,8/18/18 20:00,0.1096,0.1159,62.919
,8/18/18 21:00,0.1101,0.1153,60.861
,8/18/18 22:00,0.1101,0.1143,58.928
,8/18/18 23:00,0.1101,0.1138,57.204
,8/19/18 0:00,0.1096,0.1143,55.602
,8/19/18 1:00,0.1101,0.1138,54.212
,8/19/18 2:00,0.1096,0.1138,53.166
,8/19/18 3:00,0.1096,0.1138,52.246
,8/19/18 4:00,0.1096,0.1138,51.193
,8/19/18 5:00,0.1096,0.1138,50.047
,8/19/18 6:00,0.1096,0.1143,48.895
,8/19/18 7:00,0.1091,0.1138,47.826
,8/19/18 8:00,0.1096,0.1143,47.199
,8/19/18 9:00,0.1096,0.1164,48.538
,8/19/18 10:00,0.1091,0.1148,52.335
,8/19/18 11:00,0.1096,0.1153,55.906
,8/19/18 12:00,0.1096,0.1153,58.928
,8/19/18 13:00,0.1096,0.1143,61.333
,8/19/18 14:00,0.1101,0.1153,64.288
,8/19/18 15:00,0.1101,0.1138,66.814
,8/19/18 16:00,0.1101,0.1148,67.842
,8/19/18 17:00,0.1107,0.1143,67.757
,8/19/18 18:00,0.1101,0.1148,66.985
,8/19/18 19:00,0.1101,0.1148,65.872
,8/19/18 20:00,0.1107,0.1153,64.074
,8/19/18 21:00,0.1101,0.1153,61.977
,8/19/18 22:00,0.1101,0.1159,59.916
,8/19/18 23:00,0.1101,0.1159,57.979
,8/20/18 0:00,0.1096,0.1148,56.208
,8/20/18 1:00,0.1096,0.1153,54.561
,8/20/18 2:00,0.1101,0.1153,53.078
,8/20/18 3:00,0.1101,0.1148,51.678
,8/20/18 4:00,0.1101,0.1148,50.4
,8/20/18 5:00,0.1096,0.1153,49.204
,8/20/18 6:00,0.1096,0.1148,48.049
,8/20/18 7:00,0.1096,0.1153,47.019
,8/20/18 8:00,0.1096,0.1143,46.346
,8/20/18 9:00,0.1096,0.1153,47.467
,8/20/18 10:00,0.1101,0.1143,51.458
,8/20/18 11:00,0.1101,0.1143,56.165
,8/20/18 12:00,0.1107,0.1143,61.075
,8/20/18 13:00,0.1107,0.1138,65.403
,8/20/18 14:00,0.1107,0.1138,68.956
,8/20/18 15:00,0.1112,0.1148,71.317
,8/20/18 16:00,0.1112,0.1148,71.964
,8/20/18 17:00,0.1112,0.1138,72.05
,8/20/18 18:00,0.1112,0.1148,71.62
,8/20/18 19:00,0.1117,0.1153,70.329
,8/20/18 20:00,0.1112,0.1153,68.313
,8/20/18 21:00,0.1112,0.1153,65.916
,8/20/18 22:00,0.1112,0.1153,63.689
,8/20/18 23:00,0.1112,0.1159,61.677
,8/21/18 0:00,0.1112,0.1159,60.046
,8/21/18 1:00,0.1112,0.1159,58.798
,8/21/18 2:00,0.1112,0.1159,58.066
,8/21/18 3:00,0.1112,0.1153,57.42
,8/21/18 4:00,0.1112,0.1153,56.469
,8/21/18 5:00,0.1107,0.1148,55.733
,8/21/18 6:00,0.1107,0.1153,55.213
,8/21/18 7:00,0.1107,0.1164,54.691
,8/21/18 8:00,0.1112,0.1159,54.255
,8/21/18 9:00,0.1112,0.1169,54.865
,8/21/18 10:00,0.1112,0.1169,56.469
,8/21/18 11:00,0.1112,0.1153,58.152
,8/21/18 12:00,0.1112,0.1164,59.358
,8/21/18 13:00,0.1112,0.1169,62.233
,8/21/18 14:00,0.1117,0.1164,63.99
,8/21/18 15:00,0.1112,0.1169,62.962
,8/21/18 16:00,0.1117,0.1169,61.804
,8/21/18 17:00,0.1117,0.1174,61.891
,8/21/18 18:00,0.1117,0.1174,61.119
,8/21/18 19:00,0.1153,0.1387,59.616
,8/21/18 20:00,0.1153,0.1421,57.979
,8/21/18 21:00,0.1153,0.1396,56.944
,8/21/18 22:00,0.1153,0.1391,56.079
,8/21/18 23:00,0.1153,0.1375,55.429
,8/22/18 0:00,0.1148,0.1375,54.865
,8/22/18 1:00,0.1153,0.1382,54.343
,8/22/18 2:00,0.1153,0.137,53.865
,8/22/18 3:00,0.1153,0.1375,53.515
,8/22/18 4:00,0.1159,0.1375,53.166
,8/22/18 5:00,0.1153,0.1366,52.817
,8/22/18 6:00,0.1153,0.1366,52.509
,8/22/18 7:00,0.1153,0.1361,52.246
,8/22/18 8:00,0.1153,0.1357,52.203
,8/22/18 9:00,0.1153,0.1352,52.597
,8/22/18 10:00,0.1153,0.1347,53.384
,8/22/18 11:00,0.1153,0.1352,54.169
,8/22/18 12:00,0.1153,0.1352,54.561
,8/22/18 13:00,0.1159,0.1347,55.386
,8/22/18 14:00,0.1153,0.1352,58.023
,8/22/18 15:00,0.1159,0.1335,59.659
,8/22/18 16:00,0.1159,0.1342,61.333
,8/22/18 17:00,0.1159,0.1331,62.362
,8/22/18 18:00,0.1159,0.1331,62.062
,8/22/18 19:00,0.1159,0.1352,61.205
,8/22/18 20:00,0.1164,0.1352,60.346
,8/22/18 21:00,0.1159,0.1352,59.272
,8/22/18 22:00,0.1159,0.1357,58.152
,8/22/18 23:00,0.1159,0.1347,57.117
,8/23/18 0:00,0.1159,0.1347,56.122
,8/23/18 1:00,0.1159,0.1352,54.995
,8/23/18 2:00,0.1159,0.1335,54.037
,8/23/18 3:00,0.1159,0.1335,53.298
,8/23/18 4:00,0.1159,0.1342,52.729
,8/23/18 5:00,0.1199,0.2237,52.291
,8/23/18 6:00,0.1387,0.233,51.895
,8/23/18 7:00,0.143,0.2358,51.501
,8/23/18 8:00,0.1405,0.2323,50.974
,8/23/18 9:00,0.1396,0.2299,51.148
,8/23/18 10:00,0.1387,0.2277,53.427
,8/23/18 11:00,0.1382,0.2266,56.599
,8/23/18 12:00,0.137,0.2249,60.647
,8/23/18 13:00,0.1366,0.2232,64.074
,8/23/18 14:00,0.1366,0.2229,66.6
,8/23/18 15:00,0.1361,0.2211,68.356
,8/23/18 16:00,0.1357,0.2208,69.343
,8/23/18 17:00,0.1357,0.219,69.129
,8/23/18 18:00,0.1352,0.219,67.798
,8/23/18 19:00,0.1352,0.2195,66.087
,8/23/18 20:00,0.1352,0.2185,64.074
,8/23/18 21:00,0.1352,0.2185,61.891
,8/23/18 22:00,0.1347,0.2177,59.745
,8/23/18 23:00,0.1347,0.2169,57.765
,8/24/18 0:00,0.1342,0.2169,55.949
,8/24/18 1:00,0.1342,0.2156,54.387
,8/24/18 2:00,0.1335,0.2156,52.992
,8/24/18 3:00,0.1335,0.2148,51.721
,8/24/18 4:00,0.1331,0.2148,50.576
,8/24/18 5:00,0.1331,0.2139,49.471
,8/24/18 6:00,0.1326,0.2131,48.45
,8/24/18 7:00,0.1326,0.2126,47.557
,8/24/18 8:00,0.1326,0.2126,46.931
,8/24/18 9:00,0.1326,0.2117,47.781
,8/24/18 10:00,0.1326,0.2109,51.282
,8/24/18 11:00,0.1321,0.2104,55.081
,8/24/18 12:00,0.1317,0.21,58.669
,8/24/18 13:00,0.1317,0.2083,62.233
,8/24/18 14:00,0.1317,0.2083,65.188
,8/24/18 15:00,0.1317,0.2073,67.071
,8/24/18 16:00,0.1317,0.207,67.714
,8/24/18 17:00,0.1317,0.207,67.586
,8/24/18 18:00,0.1317,0.2061,66.985
,8/24/18 19:00,0.1317,0.2056,65.745
,8/24/18 20:00,0.1317,0.2052,64.033
,8/24/18 21:00,0.1317,0.2056,62.105
,8/24/18 22:00,0.1312,0.2047,60.174
,8/24/18 23:00,0.1312,0.2052,58.498
,8/25/18 0:00,0.1317,0.2052,57.031
,8/25/18 1:00,0.1312,0.2052,55.776
,8/25/18 2:00,0.1312,0.2043,54.561
,8/25/18 3:00,0.1307,0.2043,53.427
,8/25/18 4:00,0.1307,0.2035,52.378
,8/25/18 5:00,0.1302,0.2035,51.413
,8/25/18 6:00,0.1302,0.2029,50.445
,8/25/18 7:00,0.1302,0.2026,49.649
,8/25/18 8:00,0.1302,0.2026,49.249
,8/25/18 9:00,0.1307,0.202,49.914
,8/25/18 10:00,0.1302,0.2012,52.072
,8/25/18 11:00,0.1302,0.2012,56.079
,8/25/18 12:00,0.1302,0.1994,59.788
,8/25/18 13:00,0.1302,0.1999,62.233
,8/25/18 14:00,0.1302,0.199,64.459
,8/25/18 15:00,0.1302,0.1985,66.13
,8/25/18 16:00,0.1302,0.1981,66.985
,8/25/18 17:00,0.1297,0.1976,66.515
,8/25/18 18:00,0.1302,0.1972,65.444
,8/25/18 19:00,0.1302,0.1967,64.161
,8/25/18 20:00,0.1302,0.1963,62.875
,8/25/18 21:00,0.1302,0.1954,61.547
,8/25/18 22:00,0.1302,0.1954,60.217
,8/25/18 23:00,0.1302,0.1958,59.014
,8/26/18 0:00,0.1297,0.1948,57.979
,8/26/18 1:00,0.1302,0.1954,57.031
,8/26/18 2:00,0.1297,0.1954,55.992
,8/26/18 3:00,0.1297,0.1954,54.909
,8/26/18 4:00,0.129,0.1948,53.865
,8/26/18 5:00,0.1297,0.1945,52.729
,8/26/18 6:00,0.129,0.1948,51.633
,8/26/18 7:00,0.129,0.1939,50.621
,8/26/18 8:00,0.129,0.1935,50.223
,8/26/18 9:00,0.1297,0.1935,51.062
,8/26/18 10:00,0.1297,0.1935,54.43
,8/26/18 11:00,0.129,0.1926,58.109
,8/26/18 12:00,0.129,0.1923,62.105
,8/26/18 13:00,0.129,0.1908,65.316
,8/26/18 14:00,0.129,0.1904,67.329
,8/26/18 15:00,0.1297,0.1904,68.828
,8/26/18 16:00,0.1297,0.1904,69.643
,8/26/18 17:00,0.1297,0.1885,69.386
,8/26/18 18:00,0.1342,0.1981,68.056
,8/26/18 19:00,0.1326,0.1954,65.53
,8/26/18 20:00,0.1326,0.1948,63.604
,8/26/18 21:00,0.1342,0.1972,61.761
,8/26/18 22:00,0.1455,0.2282,59.401
,8/26/18 23:00,0.143,0.2245,57.765
,8/27/18 0:00,0.1421,0.2232,56.556
,8/27/18 1:00,0.1412,0.2216,55.472
,8/27/18 2:00,0.1405,0.2211,54.561
,8/27/18 3:00,0.14,0.2211,53.733
,8/27/18 4:00,0.1396,0.2211,53.035
,8/27/18 5:00,0.1391,0.2208,52.466
,8/27/18 6:00,0.1391,0.2208,51.852
,8/27/18 7:00,0.1387,0.2203,51.413
,8/27/18 8:00,0.1387,0.2203,51.237
,8/27/18 9:00,0.1382,0.2208,51.678
,8/27/18 10:00,0.1375,0.2198,53.121
,8/27/18 11:00,0.1375,0.2203,55.299
,8/27/18 12:00,0.1375,0.2203,57.85
,8/27/18 13:00,0.1375,0.2198,59.616
,8/27/18 14:00,0.1375,0.2195,61.72
,8/27/18 15:00,0.137,0.219,63.732
,8/27/18 16:00,0.137,0.219,64.674
,8/27/18 17:00,0.1375,0.2185,64.888
,8/27/18 18:00,0.1375,0.2185,64.418
,8/27/18 19:00,0.1375,0.2185,63.347
,8/27/18 20:00,0.137,0.2185,62.019
,8/27/18 21:00,0.1375,0.2182,60.474
,8/27/18 22:00,0.137,0.2182,58.842
,8/27/18 23:00,0.137,0.2177,57.247
,8/28/18 0:00,0.137,0.2185,55.602
,8/28/18 1:00,0.137,0.2182,54.037
,8/28/18 2:00,0.1366,0.2182,52.641
,8/28/18 3:00,0.1366,0.2177,51.325
,8/28/18 4:00,0.1366,0.2182,50.092
,8/28/18 5:00,0.1361,0.2177,48.938
,8/28/18 6:00,0.1361,0.2174,47.871
,8/28/18 7:00,0.1361,0.2174,46.886
,8/28/18 8:00,0.1357,0.2174,46.076
,8/28/18 9:00,0.1357,0.2174,46.481
,8/28/18 10:00,0.1357,0.2169,49.914
,8/28/18 11:00,0.1357,0.2156,53.865
,8/28/18 12:00,0.1357,0.2156,57.636
,8/28/18 13:00,0.1361,0.2139,61.333
,8/28/18 14:00,0.1361,0.2131,64.074
,8/28/18 15:00,0.1361,0.2131,65.916
,8/28/18 16:00,0.1361,0.2117,66.558
,8/28/18 17:00,0.1361,0.2117,66.472
,8/28/18 18:00,0.1361,0.2122,65.788
,8/28/18 19:00,0.1361,0.2117,64.418
,8/28/18 20:00,0.1361,0.2112,62.49
,8/28/18 21:00,0.1361,0.2109,60.39
,8/28/18 22:00,0.1361,0.2117,58.325
,8/28/18 23:00,0.1357,0.2109,56.469
,8/29/18 0:00,0.1357,0.2109,54.734
,8/29/18 1:00,0.1357,0.2112,53.121
,8/29/18 2:00,0.1357,0.2104,51.633
,8/29/18 3:00,0.1352,0.2104,50.268
,8/29/18 4:00,0.1357,0.2104,48.983
,8/29/18 5:00,0.1357,0.21,47.826
,8/29/18 6:00,0.1352,0.2104,46.706
,8/29/18 7:00,0.1352,0.21,45.714
,8/29/18 8:00,0.1352,0.21,44.901
,8/29/18 9:00,0.1352,0.2104,45.307
,8/29/18 10:00,0.1352,0.21,48.717
,8/29/18 11:00,0.1352,0.2092,53.035
,8/29/18 12:00,0.1352,0.2078,57.463
,8/29/18 13:00,0.1352,0.2073,61.633
,8/29/18 14:00,0.1352,0.2073,64.674
,8/29/18 15:00,0.1352,0.2064,66.385
,8/29/18 16:00,0.1352,0.2056,67.199
,8/29/18 17:00,0.1347,0.2061,67.329
,8/29/18 18:00,0.1352,0.2056,66.814
,8/29/18 19:00,0.1352,0.2056,65.745
,8/29/18 20:00,0.1352,0.2052,63.946
,8/29/18 21:00,0.1352,0.2052,62.148
,8/29/18 22:00,0.1352,0.2052,60.433
,8/29/18 23:00,0.1347,0.2052,58.669
,8/30/18 0:00,0.1352,0.2043,57.074
,8/30/18 1:00,0.1352,0.2047,55.515
,8/30/18 2:00,0.1352,0.2047,54.126
,8/30/18 3:00,0.1352,0.2038,52.817
,8/30/18 4:00,0.1347,0.2043,51.589
,8/30/18 5:00,0.1347,0.2035,50.445
,8/30/18 6:00,0.1352,0.2038,49.471
,8/30/18 7:00,0.1347,0.2035,48.583
,8/30/18 8:00,0.1347,0.2035,47.781
,8/30/18 9:00,0.1347,0.2029,48.094
,8/30/18 10:00,0.1347,0.2029,50.974
,8/30/18 11:00,0.1347,0.202,55.213
,8/30/18 12:00,0.1342,0.2017,59.616
,8/30/18 13:00,0.1342,0.2008,63.561
,8/30/18 14:00,0.1342,0.1994,66.472
,8/30/18 15:00,0.1342,0.1985,68.313
,8/30/18 16:00,0.1342,0.199,69.129
,8/30/18 17:00,0.1347,0.199,69.213
,8/30/18 18:00,0.1347,0.1985,68.657
,8/30/18 19:00,0.1347,0.1985,67.329
,8/30/18 20:00,0.1347,0.1985,65.53
,8/30/18 21:00,0.1347,0.1976,63.648
,8/30/18 22:00,0.1347,0.1981,61.677
,8/30/18 23:00,0.1347,0.1981,59.959
,8/31/18 0:00,0.1342,0.1976,58.498
,8/31/18 1:00,0.1342,0.1972,57.204
,8/31/18 2:00,0.1342,0.1976,56.035
,8/31/18 3:00,0.1342,0.1976,54.82
,8/31/18 4:00,0.1342,0.1963,53.645
,8/31/18 5:00,0.1342,0.1958,52.509
,8/31/18 6:00,0.1342,0.1963,51.458
,8/31/18 7:00,0.1342,0.1963,50.533
,8/31/18 8:00,0.1342,0.1958,50.092
,8/31/18 9:00,0.1342,0.1958,50.533
,8/31/18 10:00,0.1342,0.1954,51.544
,8/31/18 11:00,0.1342,0.1954,53.908
,8/31/18 12:00,0.1342,0.1948,56.901
,8/31/18 13:00,0.1342,0.1948,59.83
,8/31/18 14:00,0.1342,0.1945,62.791
,8/31/18 15:00,0.1335,0.1932,64.589
,8/31/18 16:00,0.1342,0.1932,65.615
,8/31/18 17:00,0.1342,0.1932,65.872
,8/31/18 18:00,0.1342,0.1926,65.701
,8/31/18 19:00,0.1342,0.1908,64.674
,8/31/18 20:00,0.1342,0.1913,62.962
,8/31/18 21:00,0.1342,0.1913,61.032
,8/31/18 22:00,0.1342,0.1908,59.315
,8/31/18 23:00,0.1342,0.1913,57.765
,9/1/18 0:00,0.1335,0.1908,56.383
,9/1/18 1:00,0.1342,0.1913,55.125
,9/1/18 2:00,0.1342,0.1908,53.865
,9/1/18 3:00,0.1342,0.1908,52.641
,9/1/18 4:00,0.1335,0.1904,51.544
,9/1/18 5:00,0.1335,0.1898,50.533
,9/1/18 6:00,0.1335,0.1898,49.649
,9/1/18 7:00,0.1335,0.1898,48.983
,9/1/18 8:00,0.1335,0.1898,48.583
,9/1/18 9:00,0.1335,0.1895,49.249
,9/1/18 10:00,0.1335,0.1891,51.282
,9/1/18 11:00,0.1335,0.1885,54.255
,9/1/18 12:00,0.1335,0.1885,57.893
,9/1/18 13:00,0.1335,0.1872,60.775
,9/1/18 14:00,0.1335,0.1876,63.561
,9/1/18 15:00,0.1342,0.1862,66.043
,9/1/18 16:00,0.1335,0.1849,67.413
,9/1/18 17:00,0.1331,0.1853,67.627
,9/1/18 18:00,0.1331,0.1843,67.372
,9/1/18 19:00,0.1331,0.1843,66.344
,9/1/18 20:00,0.1331,0.1836,64.76
,9/1/18 21:00,0.1335,0.183,63.219
,9/1/18 22:00,0.1335,0.183,61.59
,9/1/18 23:00,0.1335,0.1836,59.873
,9/2/18 0:00,0.1331,0.183,58.152
,9/2/18 1:00,0.1331,0.183,56.642
,9/2/18 2:00,0.1326,0.1826,55.256
,9/2/18 3:00,0.1326,0.1826,54.037
,9/2/18 4:00,0.1326,0.1826,52.992
,9/2/18 5:00,0.1326,0.1826,51.984
,9/2/18 6:00,0.1326,0.1813,51.105
,9/2/18 7:00,0.1326,0.1813,50.18
,9/2/18 8:00,0.1326,0.1813,49.428
,9/2/18 9:00,0.1331,0.182,50.002
,9/2/18 10:00,0.1331,0.1813,53.253
,9/2/18 11:00,0.1331,0.1813,57.031
,9/2/18 12:00,0.1331,0.1797,61.376
,9/2/18 13:00,0.1326,0.1793,62.962
,9/2/18 14:00,0.1331,0.1783,62.791
,9/2/18 15:00,0.1335,0.1775,63.561
,9/2/18 16:00,0.1331,0.1765,64.161
,9/2/18 17:00,0.1331,0.1769,63.862
,9/2/18 18:00,0.1335,0.1779,62.919
,9/2/18 19:00,0.1335,0.1783,61.506
,9/2/18 20:00,0.1335,0.1779,60.217
,9/2/18 21:00,0.1335,0.1775,58.885
,9/2/18 22:00,0.1335,0.1765,57.463
,9/2/18 23:00,0.1335,0.1765,55.906
,9/3/18 0:00,0.1335,0.1769,54.387
,9/3/18 1:00,0.1331,0.1765,53.078
,9/3/18 2:00,0.1331,0.1762,51.94
,9/3/18 3:00,0.1331,0.1762,51.062
,9/3/18 4:00,0.1331,0.1756,50.488
,9/3/18 5:00,0.1331,0.1762,50.002
,9/3/18 6:00,0.1331,0.1762,49.561
,9/3/18 7:00,0.1331,0.1756,49.116
,9/3/18 8:00,0.1331,0.1752,48.805
,9/3/18 9:00,0.1331,0.1756,49.249
,9/3/18 10:00,0.1326,0.1752,50.047
,9/3/18 11:00,0.1331,0.1752,51.105
,9/3/18 12:00,0.1331,0.1738,53.253
,9/3/18 13:00,0.1331,0.1742,55.125
,9/3/18 14:00,0.1331,0.1728,56.772
,9/3/18 15:00,0.1331,0.1718,57.722
,9/3/18 16:00,0.1331,0.1732,58.152
,9/3/18 17:00,0.1331,0.1724,58.455
,9/3/18 18:00,0.1331,0.1724,58.842
,9/3/18 19:00,0.1326,0.1718,58.455
,9/3/18 20:00,0.1326,0.1724,57.29
,9/3/18 21:00,0.1326,0.1724,55.776
,9/3/18 22:00,0.1331,0.1724,54.255
,9/3/18 23:00,0.1326,0.1718,52.817
,9/4/18 0:00,0.1326,0.1714,51.589
,9/4/18 1:00,0.1326,0.1714,50.488
,9/4/18 2:00,0.1326,0.1714,49.692
,9/4/18 3:00,0.1326,0.1714,49.204
,9/4/18 4:00,0.1326,0.1718,48.85
,9/4/18 5:00,0.1326,0.1709,48.538
,9/4/18 6:00,0.1326,0.1714,48.182
,9/4/18 7:00,0.1321,0.1714,47.557
,9/4/18 8:00,0.1321,0.1703,46.886
,9/4/18 9:00,0.1326,0.1709,47.199
,9/4/18 10:00,0.1326,0.1703,50.268
,9/4/18 11:00,0.1326,0.1699,54.43
,9/4/18 12:00,0.1321,0.1685,58.669
,9/4/18 13:00,0.1326,0.1685,60.904
,9/4/18 14:00,0.1321,0.1671,61.462
,9/4/18 15:00,0.1321,0.1677,61.248
,9/4/18 16:00,0.1321,0.1671,60.818
,9/4/18 17:00,0.1326,0.1667,60.904
,9/4/18 18:00,0.1326,0.1667,60.561
,9/4/18 19:00,0.1321,0.1663,59.788
,9/4/18 20:00,0.1321,0.1656,58.626
,9/4/18 21:00,0.1321,0.1656,57.376
,9/4/18 22:00,0.1321,0.1663,56.122
,9/4/18 23:00,0.1321,0.1652,55.038
,9/5/18 0:00,0.1321,0.1652,54.126
,9/5/18 1:00,0.1321,0.1652,53.209
,9/5/18 2:00,0.1321,0.1656,52.378
,9/5/18 3:00,0.1321,0.1648,51.852
,9/5/18 4:00,0.1317,0.1642,51.37
,9/5/18 5:00,0.1317,0.1648,50.929
,9/5/18 6:00,0.1317,0.1648,50.576
,9/5/18 7:00,0.1321,0.1648,50.223
,9/5/18 8:00,0.1321,0.1638,50.18
,9/5/18 9:00,0.1326,0.1756,50.311
,9/5/18 10:00,0.1331,0.1756,50.092
,9/5/18 11:00,0.1331,0.1746,49.959
,9/5/18 12:00,0.1331,0.1732,50.621
,9/5/18 13:00,0.1342,0.1732,52.423
,9/5/18 14:00,0.1335,0.1732,54.387
,9/5/18 15:00,0.1342,0.1738,54.734
,9/5/18 16:00,0.1357,0.1765,54.212
,9/5/18 17:00,0.1619,0.1866,53.559
,9/5/18 18:00,0.1577,0.1843,53.602
,9/5/18 19:00,0.1551,0.1826,53.253
,9/5/18 20:00,0.1538,0.1816,52.115
,9/5/18 21:00,0.1527,0.1813,50.841
,9/5/18 22:00,0.1519,0.1813,49.649
,9/5/18 23:00,0.1514,0.1807,48.672
,9/6/18 0:00,0.1508,0.1813,47.736
,9/6/18 1:00,0.1503,0.1803,46.931
,9/6/18 2:00,0.1503,0.1803,46.211
,9/6/18 3:00,0.1495,0.1807,45.579
,9/6/18 4:00,0.1495,0.1803,44.901
,9/6/18 5:00,0.149,0.1807,44.218
,9/6/18 6:00,0.149,0.1803,43.534
,9/6/18 7:00,0.1484,0.1807,42.939
,9/6/18 8:00,0.1484,0.1803,42.847
,9/6/18 9:00,0.1484,0.1803,43.534
,9/6/18 10:00,0.1479,0.1813,46.436
,9/6/18 11:00,0.1475,0.1803,49.914
,9/6/18 12:00,0.1475,0.1803,52.466
,9/6/18 13:00,0.1475,0.1797,55.038
,9/6/18 14:00,0.147,0.1803,57.117
,9/6/18 15:00,0.147,0.1797,58.498
,9/6/18 16:00,0.147,0.1803,59.788
,9/6/18 17:00,0.147,0.1793,60.089
,9/6/18 18:00,0.1466,0.1797,59.788
,9/6/18 19:00,0.147,0.1793,58.626
,9/6/18 20:00,0.147,0.1793,57.549
,9/6/18 21:00,0.147,0.1793,55.992
,9/6/18 22:00,0.147,0.1797,54.387
,9/6/18 23:00,0.147,0.1797,52.772
,9/7/18 0:00,0.1466,0.1793,51.325
,9/7/18 1:00,0.1459,0.1793,49.959
,9/7/18 2:00,0.1466,0.1793,48.762
,9/7/18 3:00,0.1466,0.1797,47.602
,9/7/18 4:00,0.1459,0.1793,46.571
,9/7/18 5:00,0.1459,0.1797,45.579
,9/7/18 6:00,0.1459,0.1797,44.627
,9/7/18 7:00,0.1455,0.1797,43.808
,9/7/18 8:00,0.1455,0.1797,43.03
,9/7/18 9:00,0.1459,0.1803,43.214
,9/7/18 10:00,0.1455,0.1793,46.211
,9/7/18 11:00,0.1455,0.1783,50.4
,9/7/18 12:00,0.1455,0.1779,54.169
,9/7/18 13:00,0.1455,0.1779,57.549
,9/7/18 14:00,0.145,0.1775,59.659
,9/7/18 15:00,0.145,0.1783,61.075
,9/7/18 16:00,0.145,0.1775,61.547
,9/7/18 17:00,0.145,0.1775,61.376
,9/7/18 18:00,0.145,0.1783,60.517
,9/7/18 19:00,0.145,0.1779,59.014
,9/7/18 20:00,0.145,0.1775,57.549
,9/7/18 21:00,0.145,0.1779,55.949
,9/7/18 22:00,0.145,0.1779,54.343
,9/7/18 23:00,0.145,0.1779,52.817
,9/8/18 0:00,0.145,0.1779,51.413
,9/8/18 1:00,0.145,0.1779,50.092
,9/8/18 2:00,0.1446,0.1779,48.85
,9/8/18 3:00,0.1446,0.1783,47.736
,9/8/18 4:00,0.1446,0.1779,46.706
,9/8/18 5:00,0.1441,0.1779,45.714
,9/8/18 6:00,0.1441,0.1789,44.809
,9/8/18 7:00,0.1446,0.1783,43.945
,9/8/18 8:00,0.1441,0.1783,43.259
,9/8/18 9:00,0.1446,0.1789,43.534
,9/8/18 10:00,0.1446,0.1783,46.616
,9/8/18 11:00,0.1446,0.1775,50.752
,9/8/18 12:00,0.1441,0.1762,55.038
,9/8/18 13:00,0.1441,0.1765,59.272
,9/8/18 14:00,0.1441,0.1765,62.834
,9/8/18 15:00,0.1441,0.1756,65.23
,9/8/18 16:00,0.1441,0.1762,66
,9/8/18 17:00,0.1441,0.1765,65.872
,9/8/18 18:00,0.1441,0.1765,65.316
,9/8/18 19:00,0.1441,0.1762,64.074
,9/8/18 20:00,0.1446,0.1762,62.276
,9/8/18 21:00,0.1441,0.1769,60.517
,9/8/18 22:00,0.1441,0.1769,58.971
,9/8/18 23:00,0.1441,0.1765,57.506
,9/9/18 0:00,0.1441,0.1765,56.251
,9/9/18 1:00,0.1446,0.1765,55.342
,9/9/18 2:00,0.1434,0.1769,54.516
,9/9/18 3:00,0.1441,0.1769,53.69
,9/9/18 4:00,0.1441,0.1765,53.035
,9/9/18 5:00,0.1441,0.1769,52.423
,9/9/18 6:00,0.1441,0.1769,51.809
,9/9/18 7:00,0.1441,0.1769,51.017
,9/9/18 8:00,0.1441,0.1769,50.002
,9/9/18 9:00,0.1441,0.1775,49.87
,9/9/18 10:00,0.1441,0.1765,52.423
,9/9/18 11:00,0.1441,0.1765,55.819
,9/9/18 12:00,0.1441,0.1742,59.401
,9/9/18 13:00,0.1434,0.1752,62.191
,9/9/18 14:00,0.1441,0.1742,64.033
,9/9/18 15:00,0.1434,0.1746,64.418
,9/9/18 16:00,0.1434,0.1746,64.247
,9/9/18 17:00,0.1441,0.1752,64.117
,9/9/18 18:00,0.1441,0.1738,63.262
,9/9/18 19:00,0.1441,0.1742,61.848
,9/9/18 20:00,0.1434,0.1752,60.132
,9/9/18 21:00,0.1441,0.1746,58.325
,9/9/18 22:00,0.1441,0.1752,56.556
,9/9/18 23:00,0.1434,0.1746,54.909
,9/10/18 0:00,0.1434,0.1742,53.341
,9/10/18 1:00,0.1434,0.1746,51.94
,9/10/18 2:00,0.1434,0.1742,50.664
,9/10/18 3:00,0.1434,0.1746,49.471
,9/10/18 4:00,0.143,0.1738,48.45
,9/10/18 5:00,0.143,0.1738,47.512
,9/10/18 6:00,0.143,0.1738,46.616
,9/10/18 7:00,0.143,0.1742,45.761
,9/10/18 8:00,0.143,0.1738,45.082
,9/10/18 9:00,0.143,0.1746,45.354
,9/10/18 10:00,0.1434,0.1746,47.781
,9/10/18 11:00,0.143,0.1732,50.18
,9/10/18 12:00,0.143,0.1724,52.947
,9/10/18 13:00,0.143,0.1728,57.117
,9/10/18 14:00,0.143,0.1724,60.818
,9/10/18 15:00,0.143,0.1724,62.362
,9/10/18 16:00,0.143,0.1718,62.834
,9/10/18 17:00,0.143,0.1714,63.048
,9/10/18 18:00,0.143,0.1714,62.875
,9/10/18 19:00,0.143,0.1709,61.891
,9/10/18 20:00,0.143,0.1718,60.561
,9/10/18 21:00,0.143,0.1714,59.272
,9/10/18 22:00,0.143,0.1718,57.85
,9/10/18 23:00,0.143,0.1718,56.295
,9/11/18 0:00,0.143,0.1718,54.995
