"Plot Title: 20393605_SM_A_B1_ctrl"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20393605, SEN S/N: 20391818, LBL: B1_L)","Water Content, m³/m³ (LGR S/N: 20393605, SEN S/N: 20399026, LBL: B1_L)"
534,08/28/19 07:00:01 PM,57.592,0.0902
535,08/28/19 08:00:01 PM,55.515,0.0902
536,08/28/19 09:00:01 PM,53.515,0.0908
537,08/28/19 10:00:01 PM,51.721,0.0908
538,08/28/19 11:00:01 PM,50.223,0.0914
539,08/29/19 12:00:01 AM,48.850,0.0926
540,08/29/19 01:00:01 AM,47.647,0.0920
541,08/29/19 02:00:01 AM,46.616,0.0955
542,08/29/19 03:00:01 AM,45.761,0.0932
543,08/29/19 04:00:01 AM,45.217,0.0961
544,08/29/19 05:00:01 AM,44.809,0.0943
545,08/29/19 06:00:01 AM,44.218,0.0963
546,08/29/19 07:00:01 AM,43.716,0.0969
547,08/29/19 08:00:01 AM,44.082,0.0981
548,08/29/19 09:00:01 AM,45.534,0.0969
549,08/29/19 10:00:01 AM,48.182,0.0955
550,08/29/19 11:00:01 AM,51.940,0.0937
551,08/29/19 12:00:01 PM,55.081,0.0914
552,08/29/19 01:00:01 PM,56.599,0.0896
553,08/29/19 02:00:01 PM,57.333,0.0881
554,08/29/19 03:00:01 PM,57.420,0.0881
555,08/29/19 04:00:01 PM,57.420,0.0881
556,08/29/19 05:00:01 PM,57.549,0.0887
557,08/29/19 06:00:01 PM,56.815,0.0875
558,08/29/19 07:00:01 PM,55.819,0.0875
559,08/29/19 08:00:01 PM,54.604,0.0875
560,08/29/19 09:00:01 PM,53.298,0.0857
561,08/29/19 10:00:01 PM,52.072,0.0863
562,08/29/19 11:00:01 PM,50.929,0.0863
563,08/30/19 12:00:01 AM,49.959,0.0869
564,08/30/19 01:00:01 AM,48.983,0.0869
565,08/30/19 02:00:01 AM,48.049,0.0869
566,08/30/19 03:00:01 AM,47.109,0.0875
567,08/30/19 04:00:01 AM,46.256,0.0881
568,08/30/19 05:00:01 AM,45.489,0.0887
569,08/30/19 06:00:01 AM,44.856,0.0887
570,08/30/19 07:00:01 AM,44.310,0.0893
571,08/30/19 08:00:01 AM,44.582,0.0937
572,08/30/19 09:00:01 AM,45.986,0.0914
573,08/30/19 10:00:01 AM,48.405,0.0902
574,08/30/19 11:00:01 AM,51.589,0.0896
575,08/30/19 12:00:01 PM,53.384,0.0902
576,08/30/19 01:00:01 PM,56.383,0.0881
577,08/30/19 02:00:01 PM,59.229,0.0863
578,08/30/19 03:00:01 PM,59.099,0.0857
579,08/30/19 04:00:01 PM,59.572,0.0850
580,08/30/19 05:00:01 PM,58.928,0.0844
581,08/30/19 06:00:01 PM,57.722,0.0850
582,08/30/19 07:00:01 PM,56.251,0.0863
583,08/30/19 08:00:01 PM,54.604,0.0869
584,08/30/19 09:00:01 PM,53.078,0.0863
585,08/30/19 10:00:01 PM,51.809,0.0850
586,08/30/19 11:00:01 PM,50.664,0.0850
587,08/31/19 12:00:01 AM,49.692,0.0850
588,08/31/19 01:00:01 AM,48.762,0.0875
589,08/31/19 02:00:01 AM,47.914,0.0881
590,08/31/19 03:00:01 AM,47.289,0.0881
591,08/31/19 04:00:01 AM,46.706,0.0893
592,08/31/19 05:00:01 AM,46.031,0.0896
593,08/31/19 06:00:01 AM,45.489,0.0896
594,08/31/19 07:00:01 AM,45.127,0.0896
595,08/31/19 08:00:01 AM,45.489,0.0875
596,08/31/19 09:00:01 AM,47.064,0.0887
597,08/31/19 10:00:01 AM,49.737,0.0863
598,08/31/19 11:00:01 AM,52.597,0.0850
599,08/31/19 12:00:01 PM,55.647,0.0844
600,08/31/19 01:00:01 PM,59.272,0.0841
601,08/31/19 02:00:01 PM,60.003,0.0822
602,08/31/19 03:00:01 PM,60.390,0.0816
603,08/31/19 04:00:01 PM,59.916,0.0803
604,08/31/19 05:00:01 PM,60.046,0.0810
605,08/31/19 06:00:01 PM,58.626,0.0797
606,08/31/19 07:00:01 PM,56.858,0.0794
607,08/31/19 08:00:01 PM,55.125,0.0781
608,08/31/19 09:00:01 PM,53.472,0.0794
609,08/31/19 10:00:01 PM,52.072,0.0787
610,08/31/19 11:00:01 PM,50.886,0.0787
611,09/01/19 12:00:01 AM,49.825,0.0797
612,09/01/19 01:00:01 AM,48.850,0.0803
613,09/01/19 02:00:01 AM,47.959,0.0803
614,09/01/19 03:00:01 AM,47.199,0.0841
615,09/01/19 04:00:01 AM,46.526,0.0841
616,09/01/19 05:00:01 AM,46.031,0.0844
617,09/01/19 06:00:01 AM,45.624,0.0850
618,09/01/19 07:00:01 AM,45.262,0.0869
619,09/01/19 08:00:01 AM,45.217,0.0844
620,09/01/19 09:00:01 AM,46.166,0.0844
621,09/01/19 10:00:01 AM,48.182,0.0835
622,09/01/19 11:00:01 AM,51.721,0.0829
623,09/01/19 12:00:01 PM,53.253,0.0829
624,09/01/19 01:00:01 PM,56.122,0.0816
625,09/01/19 02:00:01 PM,58.282,0.0803
626,09/01/19 03:00:01 PM,59.486,0.0794
627,09/01/19 04:00:01 PM,58.885,0.0787
628,09/01/19 05:00:01 PM,57.936,0.0794
629,09/01/19 06:00:01 PM,56.944,0.0781
630,09/01/19 07:00:01 PM,55.386,0.0768
631,09/01/19 08:00:01 PM,53.820,0.0768
632,09/01/19 09:00:01 PM,52.291,0.0762
633,09/01/19 10:00:01 PM,50.886,0.0768
634,09/01/19 11:00:01 PM,49.649,0.0762
635,09/02/19 12:00:01 AM,48.538,0.0762
636,09/02/19 01:00:01 AM,47.557,0.0794
637,09/02/19 02:00:01 AM,46.751,0.0794
638,09/02/19 03:00:01 AM,45.986,0.0794
639,09/02/19 04:00:01 AM,45.262,0.0797
640,09/02/19 05:00:01 AM,44.674,0.0797
641,09/02/19 06:00:01 AM,44.127,0.0797
642,09/02/19 07:00:01 AM,43.624,0.0829
643,09/02/19 08:00:01 AM,43.990,0.0797
644,09/02/19 09:00:01 AM,45.579,0.0803
645,09/02/19 10:00:01 AM,48.360,0.0803
646,09/02/19 11:00:01 AM,52.160,0.0803
647,09/02/19 12:00:01 PM,56.035,0.0797
648,09/02/19 01:00:01 PM,59.873,0.0797
649,09/02/19 02:00:01 PM,62.577,0.0781
650,09/02/19 03:00:01 PM,64.074,0.0762
651,09/02/19 04:00:01 PM,64.375,0.0738
652,09/02/19 05:00:01 PM,63.390,0.0738
653,09/02/19 06:00:01 PM,61.290,0.0722
654,09/02/19 07:00:01 PM,59.099,0.0722
655,09/02/19 08:00:01 PM,56.988,0.0708
656,09/02/19 09:00:01 PM,55.038,0.0715
657,09/02/19 10:00:01 PM,53.298,0.0722
658,09/02/19 11:00:01 PM,51.852,0.0722
659,09/03/19 12:00:01 AM,50.664,0.0725
660,09/03/19 01:00:01 AM,49.782,0.0536
661,09/03/19 02:00:01 AM,49.161,0.0732
662,09/03/19 03:00:01 AM,48.538,0.0732
663,09/03/19 04:00:01 AM,48.004,0.0738
664,09/03/19 05:00:01 AM,47.467,0.0732
665,09/03/19 06:00:01 AM,46.841,0.0752
666,09/03/19 07:00:01 AM,46.256,0.0745
667,09/03/19 08:00:01 AM,46.346,0.0775
668,09/03/19 09:00:01 AM,47.602,0.0752
669,09/03/19 10:00:01 AM,50.268,0.0745
670,09/03/19 11:00:01 AM,54.037,0.0762
671,09/03/19 12:00:01 PM,58.066,0.0758
672,09/03/19 01:00:01 PM,62.276,0.0762
673,09/03/19 02:00:01 PM,64.803,0.0732
674,09/03/19 03:00:01 PM,65.615,0.0702
675,09/03/19 04:00:01 PM,64.546,0.0691
676,09/03/19 05:00:01 PM,63.475,0.0691
677,09/03/19 06:00:01 PM,62.191,0.0684
678,09/03/19 07:00:01 PM,60.517,0.0671
679,09/03/19 08:00:01 PM,58.798,0.0671
680,09/03/19 09:00:01 PM,57.204,0.0671
681,09/03/19 10:00:01 PM,55.819,0.0684
682,09/03/19 11:00:01 PM,54.604,0.0678
683,09/04/19 12:00:01 AM,53.645,0.0684
684,09/04/19 01:00:01 AM,52.817,0.0684
685,09/04/19 02:00:01 AM,51.984,0.0691
686,09/04/19 03:00:01 AM,51.325,0.0691
687,09/04/19 04:00:01 AM,50.886,0.0684
688,09/04/19 05:00:01 AM,50.445,0.0695
689,09/04/19 06:00:01 AM,50.002,0.0684
690,09/04/19 07:00:01 AM,49.471,0.0708
691,09/04/19 08:00:01 AM,49.249,0.0702
692,09/04/19 09:00:01 AM,49.428,0.0708
693,09/04/19 10:00:01 AM,50.841,0.0722
694,09/04/19 11:00:01 AM,54.169,0.0715
695,09/04/19 12:00:01 PM,56.901,0.0715
696,09/04/19 01:00:01 PM,58.842,0.0722
697,09/04/19 02:00:01 PM,60.861,0.0708
698,09/04/19 03:00:01 PM,61.419,0.0684
699,09/04/19 04:00:01 PM,61.248,0.0684
700,09/04/19 05:00:01 PM,60.174,0.0671
701,09/04/19 06:00:01 PM,58.755,0.0671
702,09/04/19 07:00:01 PM,57.247,0.0671
703,09/04/19 08:00:01 PM,55.733,0.0684
704,09/04/19 09:00:01 PM,54.255,0.0691
705,09/04/19 10:00:01 PM,53.035,0.0691
706,09/04/19 11:00:01 PM,52.160,0.0691
707,09/05/19 12:00:01 AM,51.544,0.0684
708,09/05/19 01:00:01 AM,50.974,0.0702
709,09/05/19 02:00:01 AM,50.445,0.0702
710,09/05/19 03:00:01 AM,49.959,0.0702
711,09/05/19 04:00:01 AM,49.561,0.0702
712,09/05/19 05:00:01 AM,49.204,0.0708
713,09/05/19 06:00:01 AM,48.717,0.0708
714,09/05/19 07:00:01 AM,48.049,0.0708
715,09/05/19 08:00:01 AM,48.049,0.0695
716,09/05/19 09:00:01 AM,49.383,0.0708
717,09/05/19 10:00:01 AM,51.895,0.0725
718,09/05/19 11:00:01 AM,55.256,0.0725
719,09/05/19 12:00:01 PM,58.842,0.0725
720,09/05/19 01:00:01 PM,59.788,0.0691
721,09/05/19 02:00:01 PM,61.376,0.0702
722,09/05/19 03:00:01 PM,60.046,0.0695
723,09/05/19 04:00:01 PM,57.936,0.1891
724,09/05/19 05:00:01 PM,54.995,0.2575
725,09/05/19 06:00:01 PM,53.427,0.2430
726,09/05/19 07:00:01 PM,52.772,0.2358
727,09/05/19 08:00:01 PM,51.984,0.2327
728,09/05/19 09:00:01 PM,51.105,0.2315
729,09/05/19 10:00:01 PM,50.135,0.2294
730,09/05/19 11:00:01 PM,49.249,0.2277
731,09/06/19 12:00:01 AM,48.450,0.2245
732,09/06/19 01:00:01 AM,47.736,0.2224
733,09/06/19 02:00:01 AM,47.019,0.2219
734,09/06/19 03:00:01 AM,46.391,0.2198
735,09/06/19 04:00:01 AM,45.851,0.2195
736,09/06/19 05:00:01 AM,45.354,0.2185
737,09/06/19 06:00:01 AM,44.901,0.2182
738,09/06/19 07:00:01 AM,44.537,0.2169
739,09/06/19 08:00:01 AM,44.764,0.2161
740,09/06/19 09:00:01 AM,45.714,0.2139
741,09/06/19 10:00:01 AM,47.289,0.2117
742,09/06/19 11:00:01 AM,50.621,0.2070
743,09/06/19 12:00:01 PM,54.995,0.2035
744,09/06/19 01:00:01 PM,57.506,0.2017
745,09/06/19 02:00:01 PM,59.572,0.1990
746,09/06/19 03:00:01 PM,60.818,0.1958
747,09/06/19 04:00:01 PM,60.517,0.1932
748,09/06/19 05:00:01 PM,59.142,0.1923
749,09/06/19 06:00:01 PM,57.592,0.1923
750,09/06/19 07:00:01 PM,56.122,0.1913
751,09/06/19 08:00:01 PM,54.604,0.1913
752,09/06/19 09:00:01 PM,53.298,0.1917
753,09/06/19 10:00:01 PM,52.160,0.1908
754,09/06/19 11:00:01 PM,51.193,0.1908
755,09/07/19 12:00:01 AM,50.268,0.1898
756,09/07/19 01:00:01 AM,49.338,0.1895
757,09/07/19 02:00:01 AM,48.628,0.1891
758,09/07/19 03:00:01 AM,48.004,0.1932
759,09/07/19 04:00:01 AM,47.422,0.1954
760,09/07/19 05:00:01 AM,46.751,0.1972
761,09/07/19 06:00:01 AM,46.121,0.1981
762,09/07/19 07:00:01 AM,45.489,0.1985
763,09/07/19 08:00:01 AM,45.262,0.1972
764,09/07/19 09:00:01 AM,46.076,0.1939
765,09/07/19 10:00:01 AM,48.094,0.1935
766,09/07/19 11:00:01 AM,50.797,0.1923
767,09/07/19 12:00:01 PM,53.384,0.1885
768,09/07/19 01:00:01 PM,55.386,0.1836
769,09/07/19 02:00:01 PM,57.031,0.1830
770,09/07/19 03:00:01 PM,57.463,0.1820
771,09/07/19 04:00:01 PM,57.592,0.1813
772,09/07/19 05:00:01 PM,56.772,0.1807
773,09/07/19 06:00:01 PM,55.515,0.1793
774,09/07/19 07:00:01 PM,54.126,0.1793
775,09/07/19 08:00:01 PM,52.509,0.1793
776,09/07/19 09:00:01 PM,50.974,0.1793
777,09/07/19 10:00:01 PM,49.516,0.1797
778,09/07/19 11:00:01 PM,48.315,0.1803
779,09/08/19 12:00:01 AM,47.199,0.1797
780,09/08/19 01:00:01 AM,46.211,0.1803
781,09/08/19 02:00:01 AM,45.399,0.1803
782,09/08/19 03:00:01 AM,44.674,0.1813
783,09/08/19 04:00:01 AM,44.082,0.1807
784,09/08/19 05:00:01 AM,43.534,0.1813
785,09/08/19 06:00:01 AM,43.122,0.1803
786,09/08/19 07:00:01 AM,42.800,0.1803
787,09/08/19 08:00:01 AM,42.939,0.1797
788,09/08/19 09:00:01 AM,43.853,0.1783
789,09/08/19 10:00:01 AM,46.211,0.1732
790,09/08/19 11:00:01 AM,48.360,0.1699
791,09/08/19 12:00:01 PM,50.311,0.1667
792,09/08/19 01:00:01 PM,52.466,0.1634
793,09/08/19 02:00:01 PM,51.764,0.1638
794,09/08/19 03:00:01 PM,51.678,0.1638
795,09/08/19 04:00:01 PM,51.105,0.1663
796,09/08/19 05:00:01 PM,50.841,0.1663
797,09/08/19 06:00:01 PM,50.400,0.1667
798,09/08/19 07:00:01 PM,49.737,0.1667
799,09/08/19 08:00:01 PM,49.073,0.1689
800,09/08/19 09:00:01 PM,47.826,0.2087
801,09/08/19 10:00:01 PM,46.931,0.2148
802,09/08/19 11:00:01 PM,46.256,0.2156
803,09/09/19 12:00:01 AM,45.534,0.2153
804,09/09/19 01:00:01 AM,44.764,0.2139
805,09/09/19 02:00:01 AM,43.990,0.2134
806,09/09/19 03:00:01 AM,43.214,0.2126
807,09/09/19 04:00:01 AM,42.433,0.2148
808,09/09/19 05:00:01 AM,41.693,0.2131
809,09/09/19 06:00:01 AM,40.951,0.2112
810,09/09/19 07:00:01 AM,40.251,0.2109
811,09/09/19 08:00:01 AM,39.877,0.2100
812,09/09/19 09:00:01 AM,40.719,0.2109
813,09/09/19 10:00:01 AM,42.847,0.2043
814,09/09/19 11:00:01 AM,46.076,0.2003
815,09/09/19 12:00:01 PM,50.002,0.1972
816,09/09/19 01:00:01 PM,53.908,0.1945
817,09/09/19 02:00:01 PM,57.031,0.1908
818,09/09/19 03:00:01 PM,58.582,0.1895
819,09/09/19 04:00:01 PM,58.582,0.1881
820,09/09/19 05:00:01 PM,57.549,0.1872
821,09/09/19 06:00:01 PM,55.602,0.1862
822,09/09/19 07:00:01 PM,53.602,0.1862
823,09/09/19 08:00:01 PM,51.544,0.1853
824,09/09/19 09:00:01 PM,49.649,0.1862
825,09/09/19 10:00:01 PM,47.959,0.1872
826,09/09/19 11:00:01 PM,46.481,0.1862
827,09/10/19 12:00:01 AM,45.262,0.1872
828,09/10/19 01:00:01 AM,44.127,0.1872
829,09/10/19 02:00:01 AM,43.167,0.1862
830,09/10/19 03:00:01 AM,42.433,0.1862
831,09/10/19 04:00:01 AM,41.740,0.1853
832,09/10/19 05:00:01 AM,41.043,0.1849
833,09/10/19 06:00:01 AM,40.438,0.1849
834,09/10/19 07:00:01 AM,39.877,0.1843
835,09/10/19 08:00:01 AM,39.877,0.1836
836,09/10/19 09:00:01 AM,41.090,0.1803
837,09/10/19 10:00:01 AM,43.488,0.1765
838,09/10/19 11:00:01 AM,46.751,0.1703
839,09/10/19 12:00:01 PM,49.471,0.1671
840,09/10/19 01:00:01 PM,52.947,0.1619
841,09/10/19 02:00:01 PM,55.863,0.1585
842,09/10/19 03:00:01 PM,57.117,0.1570
843,09/10/19 04:00:01 PM,56.858,0.1547
844,09/10/19 05:00:01 PM,55.515,0.1551
845,09/10/19 06:00:01 PM,53.994,0.1558
846,09/10/19 07:00:01 PM,52.641,0.1581
847,09/10/19 08:00:01 PM,51.062,0.1562
848,09/10/19 09:00:01 PM,49.649,0.1562
849,09/10/19 10:00:01 PM,48.493,0.1566
850,09/10/19 11:00:01 PM,47.602,0.1562
851,09/11/19 12:00:01 AM,46.436,0.1566
852,09/11/19 01:00:01 AM,45.036,0.1581
853,09/11/19 02:00:01 AM,44.037,0.1585
854,09/11/19 03:00:01 AM,43.443,0.1590
855,09/11/19 04:00:01 AM,43.214,0.1590
856,09/11/19 05:00:01 AM,43.030,0.1596
857,09/11/19 06:00:01 AM,42.892,0.1596
858,09/11/19 07:00:01 AM,42.800,0.1596
859,09/11/19 08:00:01 AM,42.017,0.1648
860,09/11/19 09:00:01 AM,40.811,0.1849
861,09/11/19 10:00:01 AM,41.463,0.2003
862,09/11/19 11:00:01 AM,42.478,0.2020
863,09/11/19 12:00:01 PM,43.443,0.2073
864,09/11/19 01:00:01 PM,44.719,0.2061
865,09/11/19 02:00:01 PM,45.444,0.2083
866,09/11/19 03:00:01 PM,46.301,0.2083
867,09/11/19 04:00:01 PM,46.796,0.2070
868,09/11/19 05:00:01 PM,46.751,0.2056
869,09/11/19 06:00:01 PM,46.391,0.2038
870,09/11/19 07:00:01 PM,45.579,0.2035
871,09/11/19 08:00:01 PM,44.582,0.2029
872,09/11/19 09:00:01 PM,43.671,0.2029
873,09/11/19 10:00:01 PM,42.800,0.2029
874,09/11/19 11:00:01 PM,42.064,0.2029
875,09/12/19 12:00:01 AM,41.369,0.2029
876,09/12/19 01:00:01 AM,40.719,0.2035
877,09/12/19 02:00:01 AM,40.111,0.2029
878,09/12/19 03:00:01 AM,39.643,0.2026
879,09/12/19 04:00:01 AM,39.220,0.2020
880,09/12/19 05:00:01 AM,38.748,0.2020
881,09/12/19 06:00:01 AM,38.368,0.2012
882,09/12/19 07:00:01 AM,38.037,0.2012
883,09/12/19 08:00:01 AM,37.846,0.1999
884,09/12/19 09:00:01 AM,37.846,0.2003
885,09/12/19 10:00:01 AM,38.937,0.2095
886,09/12/19 11:00:01 AM,41.648,0.2117
887,09/12/19 12:00:01 PM,45.534,0.2092
888,09/12/19 01:00:01 PM,49.294,0.2056
889,09/12/19 02:00:01 PM,52.160,0.2026
890,09/12/19 03:00:01 PM,54.082,0.1994
891,09/12/19 04:00:01 PM,54.691,0.1990
892,09/12/19 05:00:01 PM,54.516,0.1981
893,09/12/19 06:00:01 PM,53.121,0.1985
894,09/12/19 07:00:01 PM,51.370,0.1985
895,09/12/19 08:00:01 PM,49.516,0.1985
896,09/12/19 09:00:01 PM,47.602,0.1994
897,09/12/19 10:00:01 PM,45.896,0.1981
898,09/12/19 11:00:01 PM,44.400,0.1985
899,09/13/19 12:00:01 AM,43.075,0.1976
900,09/13/19 01:00:01 AM,41.925,0.1981
901,09/13/19 02:00:01 AM,40.951,0.1976
902,09/13/19 03:00:01 AM,40.111,0.1958
903,09/13/19 04:00:01 AM,39.407,0.1958
904,09/13/19 05:00:01 AM,38.842,0.1948
905,09/13/19 06:00:01 AM,38.322,0.1935
906,09/13/19 07:00:01 AM,37.942,0.1939
907,09/13/19 08:00:01 AM,37.798,0.1945
908,09/13/19 09:00:01 AM,38.273,0.1945
909,09/13/19 10:00:01 AM,40.158,0.1908
910,09/13/19 11:00:01 AM,43.306,0.1853
911,09/13/19 12:00:01 PM,47.109,0.1807
912,09/13/19 01:00:01 PM,50.974,0.1769
913,09/13/19 02:00:01 PM,53.865,0.1732
914,09/13/19 03:00:01 PM,55.602,0.1709
915,09/13/19 04:00:01 PM,55.863,0.1695
916,09/13/19 05:00:01 PM,55.299,0.1689
917,09/13/19 06:00:01 PM,53.645,0.1689
918,09/13/19 07:00:01 PM,51.678,0.1699
919,09/13/19 08:00:01 PM,49.692,0.1699
920,09/13/19 09:00:01 PM,47.826,0.1703
921,09/13/19 10:00:01 PM,46.121,0.1703
922,09/13/19 11:00:01 PM,44.719,0.1703
923,09/14/19 12:00:01 AM,43.443,0.1703
924,09/14/19 01:00:01 AM,42.247,0.1709
925,09/14/19 02:00:01 AM,41.230,0.1703
926,09/14/19 03:00:01 AM,40.298,0.1699
927,09/14/19 04:00:01 AM,39.549,0.1703
928,09/14/19 05:00:01 AM,38.937,0.1699
929,09/14/19 06:00:01 AM,38.368,0.1695
930,09/14/19 07:00:01 AM,37.893,0.1689
931,09/14/19 08:00:01 AM,37.893,0.1689
932,09/14/19 09:00:01 AM,38.984,0.1681
933,09/14/19 10:00:01 AM,41.369,0.1615
934,09/14/19 11:00:01 AM,44.764,0.1562
935,09/14/19 12:00:01 PM,48.805,0.1514
936,09/14/19 01:00:01 PM,52.423,0.1450
937,09/14/19 02:00:01 PM,55.081,0.1434
938,09/14/19 03:00:01 PM,56.772,0.1416
939,09/14/19 04:00:01 PM,56.944,0.1391
940,09/14/19 05:00:01 PM,56.426,0.1387
941,09/14/19 06:00:01 PM,54.777,0.1375
942,09/14/19 07:00:01 PM,52.947,0.1375
943,09/14/19 08:00:01 PM,51.105,0.1382
944,09/14/19 09:00:01 PM,49.383,0.1382
945,09/14/19 10:00:01 PM,47.959,0.1391
946,09/14/19 11:00:01 PM,46.706,0.1391
947,09/15/19 12:00:01 AM,45.624,0.1382
948,09/15/19 01:00:01 AM,44.764,0.1391
949,09/15/19 02:00:01 AM,43.990,0.1382
950,09/15/19 03:00:01 AM,43.259,0.1387
951,09/15/19 04:00:01 AM,42.525,0.1391
952,09/15/19 05:00:01 AM,41.832,0.1391
953,09/15/19 06:00:01 AM,41.230,0.1391
954,09/15/19 07:00:01 AM,40.719,0.1391
955,09/15/19 08:00:01 AM,40.719,0.1382
956,09/15/19 09:00:01 AM,41.878,0.1370
957,09/15/19 10:00:01 AM,44.310,0.1317
958,09/15/19 11:00:01 AM,47.422,0.1271
959,09/15/19 12:00:01 PM,50.974,0.1219
960,09/15/19 01:00:01 PM,53.166,0.1199
961,09/15/19 02:00:01 PM,54.255,0.1184
962,09/15/19 03:00:01 PM,54.604,0.1164
963,09/15/19 04:00:01 PM,53.908,0.1153
964,09/15/19 05:00:01 PM,52.860,0.1148
965,09/15/19 06:00:01 PM,51.721,0.1138
966,09/15/19 07:00:01 PM,50.752,0.1138
967,09/15/19 08:00:01 PM,49.737,0.1138
968,09/15/19 09:00:01 PM,48.762,0.1133
969,09/15/19 10:00:01 PM,47.914,0.1133
970,09/15/19 11:00:01 PM,47.199,0.1133
971,09/16/19 12:00:01 AM,46.616,0.1133
972,09/16/19 01:00:01 AM,46.121,0.1128
973,09/16/19 02:00:01 AM,45.534,0.1122
974,09/16/19 03:00:01 AM,45.082,0.1122
975,09/16/19 04:00:01 AM,44.719,0.1138
976,09/16/19 05:00:01 AM,44.492,0.1164
977,09/16/19 06:00:01 AM,44.310,0.1174
978,09/16/19 07:00:01 AM,44.127,0.1174
979,09/16/19 08:00:01 AM,44.037,0.1174
980,09/16/19 09:00:01 AM,44.082,0.1174
981,09/16/19 10:00:01 AM,44.627,0.1174
982,09/16/19 11:00:01 AM,45.806,0.1169
983,09/16/19 12:00:01 PM,48.182,0.1143
984,09/16/19 01:00:01 PM,51.940,0.1112
985,09/16/19 02:00:01 PM,54.169,0.1101
986,09/16/19 03:00:01 PM,56.122,0.1091
987,09/16/19 04:00:01 PM,56.728,0.1080
