Plot Title: 20393605_SM_A_B1_ctrl,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20393605, SEN S/N: 20391818, LBL: B1_L)","Water Content, m³/m³ (LGR S/N: 20393605, SEN S/N: 20399026, LBL: B1_L)"
1,6/14/18 12:00,32.99,0.2585
2,6/14/18 13:00,33.336,0.2615
3,6/14/18 14:00,33.633,0.2621
4,6/14/18 15:00,34.124,0.2639
5,6/14/18 16:00,34.761,0.2646
6,6/14/18 17:00,35.443,0.2653
7,6/14/18 18:00,35.685,0.2664
8,6/14/18 19:00,35.492,0.2664
9,6/14/18 20:00,35.298,0.266
10,6/14/18 21:00,35.055,0.266
11,6/14/18 22:00,34.81,0.2657
12,6/14/18 23:00,34.565,0.265
13,6/15/18 0:00,34.272,0.2646
14,6/15/18 1:00,34.027,0.2646
15,6/15/18 2:00,33.732,0.2642
16,6/15/18 3:00,33.534,0.2639
17,6/15/18 4:00,33.435,0.2635
18,6/15/18 5:00,33.336,0.2635
19,6/15/18 6:00,33.237,0.2635
20,6/15/18 7:00,33.287,0.2624
21,6/15/18 8:00,33.928,0.2628
22,6/15/18 9:00,35.589,0.2615
23,6/15/18 10:00,38.179,0.2618
24,6/15/18 11:00,40.158,0.2621
25,6/15/18 12:00,42.202,0.2615
26,6/15/18 13:00,44.991,0.2615
27,6/15/18 14:00,48.004,0.2607
28,6/15/18 15:00,49.649,0.2604
29,6/15/18 16:00,51.017,0.2607
30,6/15/18 17:00,51.764,0.2604
31,6/15/18 18:00,51.721,0.2607
32,6/15/18 19:00,50.709,0.2607
33,6/15/18 20:00,49.338,0.2611
34,6/15/18 21:00,47.914,0.2607
35,6/15/18 22:00,46.481,0.2607
36,6/15/18 23:00,45.354,0.2607
37,6/16/18 0:00,44.4,0.2607
38,6/16/18 1:00,43.624,0.2607
39,6/16/18 2:00,42.939,0.2607
40,6/16/18 3:00,42.386,0.2607
41,6/16/18 4:00,41.878,0.2607
42,6/16/18 5:00,41.463,0.2607
43,6/16/18 6:00,40.998,0.2607
44,6/16/18 7:00,40.532,0.2607
45,6/16/18 8:00,40.438,0.2607
46,6/16/18 9:00,41.184,0.2604
47,6/16/18 10:00,42.202,0.26
48,6/16/18 11:00,43.306,0.2604
49,6/16/18 12:00,44.445,0.26
50,6/16/18 13:00,45.444,0.26
51,6/16/18 14:00,45.851,0.2628
52,6/16/18 15:00,46.301,0.2624
53,6/16/18 16:00,47.199,0.2621
54,6/16/18 17:00,47.914,0.2618
55,6/16/18 18:00,48.094,0.2618
56,6/16/18 19:00,47.781,0.2618
57,6/16/18 20:00,47.154,0.2615
58,6/16/18 21:00,46.346,0.2621
59,6/16/18 22:00,45.579,0.2621
60,6/16/18 23:00,44.901,0.2621
61,6/17/18 0:00,44.31,0.2621
62,6/17/18 1:00,43.763,0.2653
63,6/17/18 2:00,43.214,0.266
64,6/17/18 3:00,42.8,0.2657
65,6/17/18 4:00,42.386,0.2666
66,6/17/18 5:00,42.017,0.2666
67,6/17/18 6:00,41.601,0.2666
68,6/17/18 7:00,41.322,0.2666
69,6/17/18 8:00,41.277,0.2664
70,6/17/18 9:00,41.463,0.2673
71,6/17/18 10:00,41.925,0.267
72,6/17/18 11:00,43.214,0.2664
73,6/17/18 12:00,45.354,0.2657
74,6/17/18 13:00,47.557,0.265
75,6/17/18 14:00,49.692,0.2646
76,6/17/18 15:00,51.895,0.2642
77,6/17/18 16:00,52.423,0.2639
78,6/17/18 17:00,51.413,0.2684
79,6/17/18 18:00,50.311,0.2684
80,6/17/18 19:00,49.782,0.2673
81,6/17/18 20:00,49.249,0.2673
82,6/17/18 21:00,48.45,0.267
83,6/17/18 22:00,47.557,0.267
84,6/17/18 23:00,46.751,0.267
85,6/18/18 0:00,46.031,0.267
86,6/18/18 1:00,45.307,0.267
87,6/18/18 2:00,44.582,0.2666
88,6/18/18 3:00,43.853,0.2666
89,6/18/18 4:00,43.214,0.2664
90,6/18/18 5:00,42.57,0.2664
91,6/18/18 6:00,41.97,0.2664
92,6/18/18 7:00,41.508,0.2657
93,6/18/18 8:00,41.463,0.2653
94,6/18/18 9:00,42.064,0.265
95,6/18/18 10:00,43.488,0.2646
96,6/18/18 11:00,45.217,0.2639
97,6/18/18 12:00,46.436,0.2632
98,6/18/18 13:00,48.182,0.2621
99,6/18/18 14:00,50.664,0.2615
100,6/18/18 15:00,53.035,0.2607
101,6/18/18 16:00,54.734,0.2596
102,6/18/18 17:00,55.081,0.2604
103,6/18/18 18:00,54.343,0.2607
104,6/18/18 19:00,52.947,0.2604
105,6/18/18 20:00,51.282,0.2604
106,6/18/18 21:00,49.561,0.2604
107,6/18/18 22:00,47.959,0.2604
108,6/18/18 23:00,46.481,0.2604
109,6/19/18 0:00,45.172,0.2607
110,6/19/18 1:00,43.99,0.2607
111,6/19/18 2:00,42.892,0.2611
112,6/19/18 3:00,41.925,0.2611
113,6/19/18 4:00,41.09,0.2611
114,6/19/18 5:00,40.392,0.2611
115,6/19/18 6:00,39.736,0.2618
116,6/19/18 7:00,39.407,0.2618
117,6/19/18 8:00,39.783,0.2615
118,6/19/18 9:00,41.09,0.2611
119,6/19/18 10:00,43.396,0.26
120,6/19/18 11:00,46.526,0.2579
121,6/19/18 12:00,49.825,0.2571
122,6/19/18 13:00,53.078,0.2571
123,6/19/18 14:00,55.949,0.2567
124,6/19/18 15:00,58.066,0.2564
125,6/19/18 16:00,59.272,0.2557
126,6/19/18 17:00,59.616,0.2553
127,6/19/18 18:00,58.885,0.256
128,6/19/18 19:00,57.031,0.2546
129,6/19/18 20:00,54.734,0.255
130,6/19/18 21:00,52.509,0.2557
131,6/19/18 22:00,50.488,0.2567
132,6/19/18 23:00,48.672,0.2567
133,6/20/18 0:00,47.109,0.256
134,6/20/18 1:00,45.714,0.256
135,6/20/18 2:00,44.445,0.256
136,6/20/18 3:00,43.396,0.2575
137,6/20/18 4:00,42.386,0.2579
138,6/20/18 5:00,41.508,0.2582
139,6/20/18 6:00,40.719,0.2582
140,6/20/18 7:00,40.392,0.2571
141,6/20/18 8:00,40.811,0.2567
142,6/20/18 9:00,42.156,0.2567
143,6/20/18 10:00,44.445,0.2564
144,6/20/18 11:00,47.736,0.2553
145,6/20/18 12:00,51.413,0.2542
146,6/20/18 13:00,54.909,0.2524
147,6/20/18 14:00,57.765,0.2524
148,6/20/18 15:00,59.916,0.252
149,6/20/18 16:00,61.205,0.2516
150,6/20/18 17:00,61.162,0.2516
151,6/20/18 18:00,60.217,0.2512
152,6/20/18 19:00,58.455,0.2524
153,6/20/18 20:00,56.34,0.2528
154,6/20/18 21:00,54.3,0.2534
155,6/20/18 22:00,52.378,0.2538
156,6/20/18 23:00,50.621,0.2542
157,6/21/18 0:00,49.161,0.2542
158,6/21/18 1:00,47.826,0.2546
159,6/21/18 2:00,46.661,0.2546
160,6/21/18 3:00,45.669,0.255
161,6/21/18 4:00,44.764,0.255
162,6/21/18 5:00,43.9,0.2553
163,6/21/18 6:00,43.03,0.2553
164,6/21/18 7:00,42.57,0.256
165,6/21/18 8:00,42.847,0.2557
166,6/21/18 9:00,44.037,0.255
167,6/21/18 10:00,46.211,0.2534
168,6/21/18 11:00,49.338,0.2524
169,6/21/18 12:00,52.86,0.2509
170,6/21/18 13:00,56.383,0.2494
171,6/21/18 14:00,59.358,0.2487
172,6/21/18 15:00,61.547,0.2483
173,6/21/18 16:00,62.704,0.2479
174,6/21/18 17:00,62.875,0.2479
175,6/21/18 18:00,62.019,0.2475
176,6/21/18 19:00,60.217,0.2483
177,6/21/18 20:00,58.109,0.249
178,6/21/18 21:00,56.079,0.2487
179,6/21/18 22:00,54.3,0.2487
180,6/21/18 23:00,52.729,0.2502
181,6/22/18 0:00,51.501,0.2516
182,6/22/18 1:00,50.488,0.252
183,6/22/18 2:00,49.604,0.2524
184,6/22/18 3:00,48.672,0.2524
185,6/22/18 4:00,47.691,0.2528
186,6/22/18 5:00,46.706,0.252
187,6/22/18 6:00,45.761,0.2532
188,6/22/18 7:00,45.262,0.2534
189,6/22/18 8:00,45.489,0.2532
190,6/22/18 9:00,46.166,0.252
191,6/22/18 10:00,47.154,0.2512
192,6/22/18 11:00,48.895,0.2509
193,6/22/18 12:00,51.809,0.2494
194,6/22/18 13:00,53.733,0.2487
195,6/22/18 14:00,54.082,0.2542
196,6/22/18 15:00,54.43,0.2483
197,6/22/18 16:00,54.43,0.2479
198,6/22/18 17:00,54.3,0.2479
199,6/22/18 18:00,53.82,0.2487
200,6/22/18 19:00,52.992,0.2479
201,6/22/18 20:00,51.895,0.2483
202,6/22/18 21:00,50.621,0.2487
203,6/22/18 22:00,49.294,0.2487
204,6/22/18 23:00,48.049,0.2502
205,6/23/18 0:00,46.974,0.2505
206,6/23/18 1:00,45.986,0.2509
207,6/23/18 2:00,45.127,0.2512
208,6/23/18 3:00,44.355,0.2516
209,6/23/18 4:00,43.579,0.2516
210,6/23/18 5:00,42.847,0.2516
211,6/23/18 6:00,42.109,0.2524
212,6/23/18 7:00,41.878,0.2524
213,6/23/18 8:00,42.294,0.252
214,6/23/18 9:00,43.579,0.2516
215,6/23/18 10:00,45.669,0.2502
216,6/23/18 11:00,48.717,0.2479
217,6/23/18 12:00,52.246,0.2479
218,6/23/18 13:00,55.647,0.2468
219,6/23/18 14:00,58.455,0.2449
220,6/23/18 15:00,60.132,0.2437
221,6/23/18 16:00,60.647,0.2441
222,6/23/18 17:00,60.39,0.2445
223,6/23/18 18:00,59.702,0.2449
224,6/23/18 19:00,58.282,0.2456
225,6/23/18 20:00,56.599,0.246
226,6/23/18 21:00,55.038,0.2464
227,6/23/18 22:00,53.559,0.2468
228,6/23/18 23:00,52.291,0.2471
229,6/24/18 0:00,51.193,0.2468
230,6/24/18 1:00,50.268,0.2475
231,6/24/18 2:00,49.383,0.2464
232,6/24/18 3:00,48.628,0.2468
233,6/24/18 4:00,47.871,0.2479
234,6/24/18 5:00,47.109,0.2483
235,6/24/18 6:00,46.481,0.2483
236,6/24/18 7:00,46.121,0.2487
237,6/24/18 8:00,46.256,0.2483
238,6/24/18 9:00,47.109,0.2479
239,6/24/18 10:00,48.717,0.2452
240,6/24/18 11:00,50.929,0.2452
241,6/24/18 12:00,52.115,0.2452
242,6/24/18 13:00,52.947,0.243
243,6/24/18 14:00,53.341,0.2441
244,6/24/18 15:00,54.343,0.243
245,6/24/18 16:00,55.299,0.2394
246,6/24/18 17:00,55.125,0.2394
247,6/24/18 18:00,54.734,0.2394
248,6/24/18 19:00,53.645,0.2399
249,6/24/18 20:00,52.246,0.2406
250,6/24/18 21:00,50.797,0.241
251,6/24/18 22:00,49.428,0.241
252,6/24/18 23:00,48.182,0.2418
253,6/25/18 0:00,47.109,0.2421
254,6/25/18 1:00,46.076,0.2421
255,6/25/18 2:00,45.217,0.243
256,6/25/18 3:00,44.445,0.243
257,6/25/18 4:00,43.763,0.2434
258,6/25/18 5:00,43.167,0.2437
259,6/25/18 6:00,42.708,0.2441
260,6/25/18 7:00,42.57,0.2441
261,6/25/18 8:00,42.984,0.2441
262,6/25/18 9:00,44.173,0.2434
263,6/25/18 10:00,46.211,0.2418
264,6/25/18 11:00,48.938,0.2399
265,6/25/18 12:00,52.072,0.2383
266,6/25/18 13:00,55.299,0.2367
267,6/25/18 14:00,58.066,0.2358
268,6/25/18 15:00,60.174,0.2351
269,6/25/18 16:00,61.376,0.2351
270,6/25/18 17:00,61.59,0.2351
271,6/25/18 18:00,60.69,0.2351
272,6/25/18 19:00,58.971,0.2358
273,6/25/18 20:00,57.031,0.2363
274,6/25/18 21:00,55.125,0.2367
275,6/25/18 22:00,53.384,0.2374
276,6/25/18 23:00,51.852,0.2379
277,6/26/18 0:00,50.533,0.2383
278,6/26/18 1:00,49.383,0.2383
279,6/26/18 2:00,48.36,0.2387
280,6/26/18 3:00,47.467,0.239
281,6/26/18 4:00,46.616,0.2394
282,6/26/18 5:00,45.851,0.2399
283,6/26/18 6:00,45.172,0.2403
284,6/26/18 7:00,44.946,0.2406
285,6/26/18 8:00,45.489,0.2403
286,6/26/18 9:00,46.796,0.239
287,6/26/18 10:00,48.805,0.2379
288,6/26/18 11:00,51.721,0.2358
289,6/26/18 12:00,55.125,0.233
290,6/26/18 13:00,58.282,0.2323
291,6/26/18 14:00,60.991,0.2306
292,6/26/18 15:00,62.704,0.2299
293,6/26/18 16:00,63.561,0.2294
294,6/26/18 17:00,63.475,0.2291
295,6/26/18 18:00,62.49,0.2299
296,6/26/18 19:00,60.904,0.2303
297,6/26/18 20:00,59.014,0.2303
298,6/26/18 21:00,57.247,0.2315
299,6/26/18 22:00,55.69,0.2318
300,6/26/18 23:00,54.343,0.2323
301,6/27/18 0:00,53.078,0.2323
302,6/27/18 1:00,51.895,0.233
303,6/27/18 2:00,50.752,0.233
304,6/27/18 3:00,49.782,0.2335
305,6/27/18 4:00,48.938,0.2339
306,6/27/18 5:00,48.137,0.2344
307,6/27/18 6:00,47.422,0.2347
308,6/27/18 7:00,47.244,0.2351
309,6/27/18 8:00,47.781,0.2351
310,6/27/18 9:00,49.116,0.2344
311,6/27/18 10:00,51.325,0.2323
312,6/27/18 11:00,54.343,0.2303
313,6/27/18 12:00,57.549,0.2277
314,6/27/18 13:00,60.474,0.2257
315,6/27/18 14:00,62.834,0.2241
316,6/27/18 15:00,64.332,0.2232
317,6/27/18 16:00,64.974,0.2224
318,6/27/18 17:00,64.589,0.2224
319,6/27/18 18:00,63.518,0.2219
320,6/27/18 19:00,61.848,0.2224
321,6/27/18 20:00,59.959,0.2229
322,6/27/18 21:00,58.152,0.2232
323,6/27/18 22:00,56.512,0.2241
324,6/27/18 23:00,55.081,0.2245
325,6/28/18 0:00,53.82,0.2254
326,6/28/18 1:00,52.641,0.2257
327,6/28/18 2:00,51.633,0.2262
328,6/28/18 3:00,50.752,0.2266
329,6/28/18 4:00,49.959,0.2269
330,6/28/18 5:00,49.161,0.2269
331,6/28/18 6:00,48.45,0.2277
332,6/28/18 7:00,48.182,0.2286
333,6/28/18 8:00,48.672,0.2282
334,6/28/18 9:00,50.002,0.2274
335,6/28/18 10:00,52.072,0.2257
336,6/28/18 11:00,54.777,0.2229
337,6/28/18 12:00,57.549,0.2208
338,6/28/18 13:00,60.433,0.2182
339,6/28/18 14:00,62.704,0.2161
340,6/28/18 15:00,64.247,0.2148
341,6/28/18 16:00,64.674,0.2112
342,6/28/18 17:00,64.161,0.2109
343,6/28/18 18:00,63.005,0.21
344,6/28/18 19:00,61.547,0.21
345,6/28/18 20:00,59.959,0.2109
346,6/28/18 21:00,58.368,0.2131
347,6/28/18 22:00,56.815,0.2134
348,6/28/18 23:00,55.472,0.2134
349,6/29/18 0:00,54.255,0.2139
350,6/29/18 1:00,53.078,0.2143
351,6/29/18 2:00,51.852,0.2148
352,6/29/18 3:00,50.752,0.2156
353,6/29/18 4:00,49.692,0.2161
354,6/29/18 5:00,48.805,0.2164
355,6/29/18 6:00,48.004,0.2174
356,6/29/18 7:00,47.736,0.2182
357,6/29/18 8:00,48.094,0.2177
358,6/29/18 9:00,49.249,0.2164
359,6/29/18 10:00,51.062,0.2143
360,6/29/18 11:00,53.908,0.2117
361,6/29/18 12:00,57.031,0.21
362,6/29/18 13:00,59.916,0.2061
363,6/29/18 14:00,62.62,0.2038
364,6/29/18 15:00,63.903,0.2029
365,6/29/18 16:00,64.247,0.2092
366,6/29/18 17:00,63.604,0.2073
367,6/29/18 18:00,62.406,0.207
368,6/29/18 19:00,60.561,0.207
369,6/29/18 20:00,58.669,0.202
370,6/29/18 21:00,56.901,0.2026
371,6/29/18 22:00,55.256,0.2083
372,6/29/18 23:00,53.82,0.2035
373,6/30/18 0:00,52.509,0.2038
374,6/30/18 1:00,51.282,0.2047
375,6/30/18 2:00,50.18,0.2148
376,6/30/18 3:00,49.204,0.2061
377,6/30/18 4:00,48.36,0.2064
378,6/30/18 5:00,47.602,0.207
379,6/30/18 6:00,46.931,0.2073
380,6/30/18 7:00,46.796,0.2087
381,6/30/18 8:00,47.334,0.2087
382,6/30/18 9:00,48.628,0.2073
383,6/30/18 10:00,50.621,0.2052
384,6/30/18 11:00,53.69,0.2012
385,6/30/18 12:00,56.988,0.1999
386,6/30/18 13:00,59.916,0.1939
387,6/30/18 14:00,62.276,0.1923
388,6/30/18 15:00,63.219,0.1898
389,6/30/18 16:00,63.39,0.1898
390,6/30/18 17:00,62.791,0.1895
391,6/30/18 18:00,61.59,0.1885
392,6/30/18 19:00,59.788,0.1885
393,6/30/18 20:00,57.936,0.1904
394,6/30/18 21:00,56.208,0.1898
395,6/30/18 22:00,54.604,0.1908
396,6/30/18 23:00,53.209,0.1917
397,7/1/18 0:00,51.94,0.1917
398,7/1/18 1:00,50.841,0.1932
399,7/1/18 2:00,49.782,0.1935
400,7/1/18 3:00,48.85,0.1945
401,7/1/18 4:00,48.094,0.1948
402,7/1/18 5:00,47.377,0.1954
403,7/1/18 6:00,46.751,0.1963
404,7/1/18 7:00,46.616,0.1972
405,7/1/18 8:00,47.154,0.1972
406,7/1/18 9:00,48.493,0.1963
407,7/1/18 10:00,50.664,0.1939
408,7/1/18 11:00,53.645,0.1908
409,7/1/18 12:00,57.29,0.1876
410,7/1/18 13:00,60.303,0.1891
411,7/1/18 14:00,63.219,0.1797
412,7/1/18 15:00,64.418,0.1872
413,7/1/18 16:00,64.674,0.1849
414,7/1/18 17:00,63.99,0.1756
415,7/1/18 18:00,62.577,0.1756
416,7/1/18 19:00,60.604,0.1762
417,7/1/18 20:00,58.582,0.1769
418,7/1/18 21:00,56.685,0.1775
419,7/1/18 22:00,54.952,0.1789
420,7/1/18 23:00,53.384,0.1797
421,7/2/18 0:00,52.029,0.1803
422,7/2/18 1:00,50.886,0.1807
423,7/2/18 2:00,49.914,0.1816
424,7/2/18 3:00,48.938,0.1826
425,7/2/18 4:00,48.049,0.1836
426,7/2/18 5:00,47.244,0.184
427,7/2/18 6:00,46.571,0.1849
428,7/2/18 7:00,46.346,0.1859
429,7/2/18 8:00,46.931,0.1859
430,7/2/18 9:00,48.315,0.1843
431,7/2/18 10:00,50.664,0.182
432,7/2/18 11:00,53.951,0.1779
433,7/2/18 12:00,57.679,0.1746
434,7/2/18 13:00,61.162,0.1703
435,7/2/18 14:00,63.689,0.1769
436,7/2/18 15:00,64.845,0.1663
437,7/2/18 16:00,65.017,0.1629
438,7/2/18 17:00,64.204,0.1619
439,7/2/18 18:00,62.791,0.1742
440,7/2/18 19:00,60.818,0.1629
441,7/2/18 20:00,58.755,0.1638
442,7/2/18 21:00,56.901,0.1642
443,7/2/18 22:00,55.386,0.1652
444,7/2/18 23:00,53.994,0.1656
445,7/3/18 0:00,52.772,0.1663
446,7/3/18 1:00,51.589,0.1671
447,7/3/18 2:00,50.576,0.1671
448,7/3/18 3:00,49.692,0.1681
449,7/3/18 4:00,48.983,0.1685
450,7/3/18 5:00,48.272,0.1689
451,7/3/18 6:00,47.691,0.1699
452,7/3/18 7:00,47.602,0.1709
453,7/3/18 8:00,48.227,0.1709
454,7/3/18 9:00,49.604,0.1689
455,7/3/18 10:00,51.852,0.1667
456,7/3/18 11:00,54.952,0.1634
457,7/3/18 12:00,58.498,0.1604
458,7/3/18 13:00,61.162,0.157
459,7/3/18 14:00,63.689,0.1527
460,7/3/18 15:00,64.503,0.1508
461,7/3/18 16:00,64.418,0.1499
462,7/3/18 17:00,63.133,0.1499
463,7/3/18 18:00,61.804,0.1495
464,7/3/18 19:00,60.474,0.149
465,7/3/18 20:00,59.056,0.1484
466,7/3/18 21:00,57.549,0.1499
467,7/3/18 22:00,56.251,0.1503
468,7/3/18 23:00,54.952,0.1503
469,7/4/18 0:00,53.69,0.1508
470,7/4/18 1:00,52.509,0.1519
471,7/4/18 2:00,51.501,0.1519
472,7/4/18 3:00,50.576,0.1532
473,7/4/18 4:00,49.782,0.1532
474,7/4/18 5:00,49.028,0.1538
475,7/4/18 6:00,48.315,0.1547
476,7/4/18 7:00,48.137,0.1562
477,7/4/18 8:00,48.717,0.157
478,7/4/18 9:00,50.18,0.1562
479,7/4/18 10:00,52.554,0.1532
480,7/4/18 11:00,55.819,0.1503
481,7/4/18 12:00,58.626,0.147
482,7/4/18 13:00,61.29,0.1455
483,7/4/18 14:00,63.176,0.1425
484,7/4/18 15:00,65.102,0.1405
485,7/4/18 16:00,65.615,0.1396
486,7/4/18 17:00,65.188,0.1382
487,7/4/18 18:00,64.247,0.1366
488,7/4/18 19:00,62.661,0.1361
489,7/4/18 20:00,60.733,0.1366
490,7/4/18 21:00,58.842,0.137
491,7/4/18 22:00,57.16,0.1375
492,7/4/18 23:00,55.69,0.1387
493,7/5/18 0:00,54.516,0.1391
494,7/5/18 1:00,53.559,0.1391
495,7/5/18 2:00,52.641,0.14
496,7/5/18 3:00,51.764,0.14
497,7/5/18 4:00,50.929,0.1412
498,7/5/18 5:00,50.223,0.1416
499,7/5/18 6:00,49.649,0.1421
500,7/5/18 7:00,49.428,0.1425
501,7/5/18 8:00,50.002,0.1425
502,7/5/18 9:00,51.413,0.1412
503,7/5/18 10:00,53.776,0.1391
504,7/5/18 11:00,57.031,0.1361
505,7/5/18 12:00,58.755,0.1331
506,7/5/18 13:00,59.358,0.1335
507,7/5/18 14:00,62.148,0.1321
508,7/5/18 15:00,61.72,0.1302
509,7/5/18 16:00,60.861,0.1302
510,7/5/18 17:00,60.003,0.1307
511,7/5/18 18:00,59.315,0.129
512,7/5/18 19:00,58.541,0.129
513,7/5/18 20:00,57.42,0.129
514,7/5/18 21:00,56.34,0.1302
515,7/5/18 22:00,55.213,0.1307
516,7/5/18 23:00,54.126,0.1312
517,7/6/18 0:00,53.078,0.1317
518,7/6/18 1:00,52.16,0.1321
519,7/6/18 2:00,51.325,0.1331
520,7/6/18 3:00,50.621,0.1335
521,7/6/18 4:00,49.914,0.1342
522,7/6/18 5:00,49.249,0.1347
523,7/6/18 6:00,48.672,0.1352
524,7/6/18 7:00,48.493,0.1361
525,7/6/18 8:00,49.161,0.1361
526,7/6/18 9:00,50.621,0.1352
527,7/6/18 10:00,53.035,0.1321
528,7/6/18 11:00,56.383,0.1297
529,7/6/18 12:00,58.755,0.1261
530,7/6/18 13:00,62.148,0.1251
531,7/6/18 14:00,63.39,0.1229
532,7/6/18 15:00,64.632,0.1209
533,7/6/18 16:00,65.145,0.1204
534,7/6/18 17:00,64.632,0.1184
535,7/6/18 18:00,63.518,0.1179
536,7/6/18 19:00,62.062,0.1174
537,7/6/18 20:00,60.647,0.1169
538,7/6/18 21:00,59.099,0.1194
539,7/6/18 22:00,57.549,0.1194
540,7/6/18 23:00,56.122,0.1199
541,7/7/18 0:00,54.82,0.1204
542,7/7/18 1:00,53.69,0.1204
543,7/7/18 2:00,52.729,0.1214
544,7/7/18 3:00,51.809,0.1219
545,7/7/18 4:00,51.062,0.1224
546,7/7/18 5:00,50.356,0.1229
547,7/7/18 6:00,49.692,0.1237
548,7/7/18 7:00,49.428,0.1246
549,7/7/18 8:00,50.002,0.1242
550,7/7/18 9:00,51.413,0.1237
551,7/7/18 10:00,53.645,0.1209
552,7/7/18 11:00,56.512,0.1184
553,7/7/18 12:00,59.056,0.1169
554,7/7/18 13:00,62.447,0.1148
555,7/7/18 14:00,63.648,0.1122
556,7/7/18 15:00,64.074,0.1107
557,7/7/18 16:00,64.161,0.1091
558,7/7/18 17:00,62.919,0.1085
559,7/7/18 18:00,61.162,0.1174
560,7/7/18 19:00,59.401,0.1281
561,7/7/18 20:00,57.722,0.1366
562,7/7/18 21:00,56.34,0.1405
563,7/7/18 22:00,55.081,0.1425
564,7/7/18 23:00,53.908,0.1441
565,7/8/18 0:00,52.772,0.1455
566,7/8/18 1:00,51.721,0.1459
567,7/8/18 2:00,50.841,0.147
568,7/8/18 3:00,50.047,0.1475
569,7/8/18 4:00,49.338,0.1475
570,7/8/18 5:00,48.717,0.1479
571,7/8/18 6:00,48.137,0.1484
572,7/8/18 7:00,47.959,0.1479
573,7/8/18 8:00,48.45,0.147
574,7/8/18 9:00,49.87,0.145
575,7/8/18 10:00,52.16,0.1425
576,7/8/18 11:00,55.472,0.1391
577,7/8/18 12:00,59.229,0.1366
578,7/8/18 13:00,61.72,0.1347
579,7/8/18 14:00,64.204,0.1317
580,7/8/18 15:00,64.247,0.1312
581,7/8/18 16:00,62.661,0.1335
582,7/8/18 17:00,60.517,0.14
583,7/8/18 18:00,58.411,0.1514
584,7/8/18 19:00,56.858,0.1629
585,7/8/18 20:00,55.733,0.1663
586,7/8/18 21:00,54.777,0.1681
587,7/8/18 22:00,53.865,0.1699
588,7/8/18 23:00,53.035,0.1718
589,7/9/18 0:00,52.246,0.1732
590,7/9/18 1:00,51.633,0.1738
591,7/9/18 2:00,50.974,0.1742
592,7/9/18 3:00,50.268,0.1752
593,7/9/18 4:00,49.471,0.1752
594,7/9/18 5:00,48.717,0.1756
595,7/9/18 6:00,47.914,0.1765
596,7/9/18 7:00,47.467,0.1765
597,7/9/18 8:00,47.826,0.1756
598,7/9/18 9:00,49.294,0.1738
599,7/9/18 10:00,51.895,0.1709
600,7/9/18 11:00,55.558,0.1677
601,7/9/18 12:00,59.873,0.1642
602,7/9/18 13:00,63.819,0.1608
603,7/9/18 14:00,66.472,0.159
604,7/9/18 15:00,67.671,0.1581
605,7/9/18 16:00,68.013,0.1566
606,7/9/18 17:00,67.5,0.1558
607,7/9/18 18:00,66,0.1542
608,7/9/18 19:00,64.074,0.1547
609,7/9/18 20:00,62.191,0.1551
610,7/9/18 21:00,60.474,0.1547
611,7/9/18 22:00,58.842,0.1551
612,7/9/18 23:00,57.333,0.1551
613,7/10/18 0:00,55.906,0.1558
614,7/10/18 1:00,54.691,0.1558
615,7/10/18 2:00,53.645,0.1562
616,7/10/18 3:00,52.641,0.1562
617,7/10/18 4:00,51.764,0.1562
618,7/10/18 5:00,50.929,0.1566
619,7/10/18 6:00,50.135,0.157
620,7/10/18 7:00,49.782,0.157
621,7/10/18 8:00,50.223,0.1562
622,7/10/18 9:00,51.501,0.1542
623,7/10/18 10:00,53.602,0.1508
624,7/10/18 11:00,56.165,0.147
625,7/10/18 12:00,59.572,0.1434
626,7/10/18 13:00,62.447,0.1396
627,7/10/18 14:00,64.503,0.137
628,7/10/18 15:00,64.161,0.1366
629,7/10/18 16:00,62.577,0.1405
630,7/10/18 17:00,60.733,0.1441
631,7/10/18 18:00,59.272,0.1434
632,7/10/18 19:00,58.023,0.1441
633,7/10/18 20:00,57.031,0.1441
634,7/10/18 21:00,56.035,0.1441
635,7/10/18 22:00,55.038,0.1484
636,7/10/18 23:00,53.994,0.149
637,7/11/18 0:00,52.992,0.1495
638,7/11/18 1:00,52.029,0.1508
639,7/11/18 2:00,51.148,0.1508
640,7/11/18 3:00,50.311,0.1508
641,7/11/18 4:00,49.561,0.1514
642,7/11/18 5:00,48.805,0.1519
643,7/11/18 6:00,48.094,0.1523
644,7/11/18 7:00,47.736,0.1519
645,7/11/18 8:00,48.049,0.1503
646,7/11/18 9:00,49.338,0.1479
647,7/11/18 10:00,51.678,0.145
648,7/11/18 11:00,54.82,0.1416
649,7/11/18 12:00,56.815,0.1412
650,7/11/18 13:00,58.195,0.1396
651,7/11/18 14:00,59.185,0.1391
652,7/11/18 15:00,58.541,0.1412
653,7/11/18 16:00,57.549,0.1412
654,7/11/18 17:00,56.988,0.1405
655,7/11/18 18:00,56.512,0.1396
656,7/11/18 19:00,55.602,0.14
657,7/11/18 20:00,54.473,0.14
658,7/11/18 21:00,53.427,0.1405
659,7/11/18 22:00,52.597,0.1416
660,7/11/18 23:00,51.809,0.1416
661,7/12/18 0:00,51.062,0.1416
662,7/12/18 1:00,50.4,0.1421
663,7/12/18 2:00,49.87,0.1421
664,7/12/18 3:00,49.516,0.1425
