Plot Title: 20393601_SM_A_A1_ctrl,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20393601, SEN S/N: 20399027, LBL: A1_R)","Temp, °F (LGR S/N: 20393601, SEN S/N: 20399269, LBL: A1_R)"
1331,8/8/18 21:00,0.0112,58.282
1332,8/8/18 22:00,0.0107,57.074
1333,8/8/18 23:00,0.0081,55.906
1334,8/9/18 0:00,0.0081,54.82
1335,8/9/18 1:00,0.0066,53.776
1336,8/9/18 2:00,0.0071,52.86
1337,8/9/18 3:00,0.0056,52.16
1338,8/9/18 4:00,0.0056,51.501
1339,8/9/18 5:00,0.0056,50.886
1340,8/9/18 6:00,0.004,50.311
1341,8/9/18 7:00,0.0071,49.959
1342,8/9/18 8:00,0.0066,50.841
1343,8/9/18 9:00,0.0097,53.341
1344,8/9/18 10:00,0.0122,57.074
1345,8/9/18 11:00,0.0228,60.861
1346,8/9/18 12:00,0.02,64.074
1347,8/9/18 13:00,0.0297,66
1348,8/9/18 14:00,0.0261,66.857
1349,8/9/18 15:00,0.02,66.643
1350,8/9/18 16:00,0.0224,66.043
1351,8/9/18 17:00,0.019,65.23
1352,8/9/18 18:00,0.0152,64.375
1353,8/9/18 19:00,0.0137,63.219
1354,8/9/18 20:00,0.0127,61.891
1355,8/9/18 21:00,0.0122,60.517
1356,8/9/18 22:00,0.0097,59.099
1357,8/9/18 23:00,0.0087,57.807
1358,8/10/18 0:00,0.0081,56.599
1359,8/10/18 1:00,0.0071,55.647
1360,8/10/18 2:00,0.0066,54.865
1361,8/10/18 3:00,0.0066,54.126
1362,8/10/18 4:00,0.0066,53.384
1363,8/10/18 5:00,0.005,52.641
1364,8/10/18 6:00,0.005,51.984
1365,8/10/18 7:00,0.0066,51.458
1366,8/10/18 8:00,0.0127,52.509
1367,8/10/18 9:00,0.0152,55.299
1368,8/10/18 10:00,0.0166,58.971
1369,8/10/18 11:00,0.0112,61.248
1370,8/10/18 12:00,0.0066,62.834
1371,8/10/18 13:00,0.0122,63.862
1372,8/10/18 14:00,0.0122,65.059
1373,8/10/18 15:00,0.0087,65.23
1374,8/10/18 16:00,0.004,64.288
1375,8/10/18 17:00,0.0013,63.262
1376,8/10/18 18:00,0.0013,62.49
1377,8/10/18 19:00,-0.0025,61.633
1378,8/10/18 20:00,-0.0036,60.474
1379,8/10/18 21:00,-0.0036,59.315
1380,8/10/18 22:00,-0.0052,58.109
1381,8/10/18 23:00,-0.0063,56.858
1382,8/11/18 0:00,-0.0063,55.647
1383,8/11/18 1:00,-0.0069,54.604
1384,8/11/18 2:00,-0.0069,53.559
1385,8/11/18 3:00,-0.008,52.597
1386,8/11/18 4:00,-0.008,51.721
1387,8/11/18 5:00,-0.008,50.929
1388,8/11/18 6:00,-0.0086,50.135
1389,8/11/18 7:00,-0.0052,49.516
1390,8/11/18 8:00,0.0013,50.621
1391,8/11/18 9:00,0.005,53.865
1392,8/11/18 10:00,0.005,58.023
1393,8/11/18 11:00,0.0066,61.761
1394,8/11/18 12:00,0.0029,65.059
1395,8/11/18 13:00,-0.0025,66
1396,8/11/18 14:00,0.0029,66.13
1397,8/11/18 15:00,0.0013,65.916
1398,8/11/18 16:00,-0.0019,65.574
1399,8/11/18 17:00,-0.0008,64.76
1400,8/11/18 18:00,-0.0052,63.604
1401,8/11/18 19:00,-0.0069,62.406
1402,8/11/18 20:00,-0.0086,61.248
1403,8/11/18 21:00,-0.0103,59.959
1404,8/11/18 22:00,-0.0115,58.541
1405,8/11/18 23:00,-0.0115,57.333
1406,8/12/18 0:00,-0.0115,56.208
1407,8/12/18 1:00,-0.012,55.125
1408,8/12/18 2:00,-0.012,54.169
1409,8/12/18 3:00,-0.0132,53.253
1410,8/12/18 4:00,-0.0132,52.423
1411,8/12/18 5:00,-0.0138,51.633
1412,8/12/18 6:00,-0.0138,50.886
1413,8/12/18 7:00,-0.012,50.356
1414,8/12/18 8:00,-0.0003,51.501
1415,8/12/18 9:00,0.005,54.516
1416,8/12/18 10:00,0.0056,58.498
1417,8/12/18 11:00,0.0056,62.62
1418,8/12/18 12:00,0.004,66.087
1419,8/12/18 13:00,0.0029,68.356
1420,8/12/18 14:00,0.004,68.657
1421,8/12/18 15:00,0.004,68.227
1422,8/12/18 16:00,0.0056,67.413
1423,8/12/18 17:00,-0.0052,66.301
1424,8/12/18 18:00,-0.008,64.888
1425,8/12/18 19:00,-0.0097,63.347
1426,8/12/18 20:00,-0.0103,61.761
1427,8/12/18 21:00,-0.0097,60.39
1428,8/12/18 22:00,-0.012,59.099
1429,8/12/18 23:00,-0.0132,57.85
1430,8/13/18 0:00,-0.0138,56.599
1431,8/13/18 1:00,-0.0138,55.602
1432,8/13/18 2:00,-0.0138,54.648
1433,8/13/18 3:00,-0.0138,53.776
1434,8/13/18 4:00,-0.015,52.947
1435,8/13/18 5:00,-0.015,52.246
1436,8/13/18 6:00,-0.015,51.589
1437,8/13/18 7:00,-0.0138,51.105
1438,8/13/18 8:00,-0.0069,51.852
1439,8/13/18 9:00,-0.0025,54.473
1440,8/13/18 10:00,-0.0025,58.325
1441,8/13/18 11:00,-0.0036,62.49
1442,8/13/18 12:00,-0.0047,65.916
1443,8/13/18 13:00,-0.0052,68.4
1444,8/13/18 14:00,-0.0132,68.657
1445,8/13/18 15:00,-0.0097,68.484
1446,8/13/18 16:00,-0.0132,67.714
1447,8/13/18 17:00,-0.0185,66.6
1448,8/13/18 18:00,-0.0191,65.359
1449,8/13/18 19:00,-0.0222,64.074
1450,8/13/18 20:00,-0.024,62.704
1451,8/13/18 21:00,-0.0247,61.29
1452,8/13/18 22:00,-0.0259,60.003
1453,8/13/18 23:00,-0.0265,58.971
1454,8/14/18 0:00,-0.0278,57.807
1455,8/14/18 1:00,-0.0278,56.642
1456,8/14/18 2:00,-0.0284,55.558
1457,8/14/18 3:00,-0.0297,54.604
1458,8/14/18 4:00,-0.0284,53.733
1459,8/14/18 5:00,-0.0303,52.903
1460,8/14/18 6:00,-0.0303,52.115
1461,8/14/18 7:00,-0.0297,51.501
1462,8/14/18 8:00,-0.0265,52.029
1463,8/14/18 9:00,-0.0265,54.255
1464,8/14/18 10:00,-0.024,58.195
1465,8/14/18 11:00,-0.0228,62.49
1466,8/14/18 12:00,-0.0228,65.53
1467,8/14/18 13:00,-0.021,67.543
1468,8/14/18 14:00,-0.0278,67.586
1469,8/14/18 15:00,-0.0259,66.985
1470,8/14/18 16:00,-0.0349,65.745
1471,8/14/18 17:00,-0.0303,64.974
1472,8/14/18 18:00,-0.0382,63.775
1473,8/14/18 19:00,-0.0389,62.62
1474,8/14/18 20:00,-0.0409,61.376
1475,8/14/18 21:00,-0.043,60.046
1476,8/14/18 22:00,-0.045,58.755
1477,8/14/18 23:00,-0.045,57.506
1478,8/15/18 0:00,-0.045,56.295
1479,8/15/18 1:00,-0.0457,55.256
1480,8/15/18 2:00,-0.0471,54.255
1481,8/15/18 3:00,-0.0457,53.472
1482,8/15/18 4:00,-0.0471,52.772
1483,8/15/18 5:00,-0.0471,52.115
1484,8/15/18 6:00,-0.0457,51.501
1485,8/15/18 7:00,-0.045,51.017
1486,8/15/18 8:00,-0.0362,51.984
1487,8/15/18 9:00,-0.0323,54.777
1488,8/15/18 10:00,-0.0349,57.893
1489,8/15/18 11:00,-0.0284,60.647
1490,8/15/18 12:00,-0.0323,62.447
1491,8/15/18 13:00,-0.0316,63.475
1492,8/15/18 14:00,-0.0316,64.503
1493,8/15/18 15:00,-0.0329,64.459
1494,8/15/18 16:00,-0.0349,63.99
1495,8/15/18 17:00,-0.0362,63.304
1496,8/15/18 18:00,-0.0402,62.447
1497,8/15/18 19:00,-0.0416,61.419
1498,8/15/18 20:00,-0.045,60.217
1499,8/15/18 21:00,-0.0471,58.928
1500,8/15/18 22:00,-0.0478,57.549
1501,8/15/18 23:00,-0.0478,56.34
1502,8/16/18 0:00,-0.0485,55.256
1503,8/16/18 1:00,-0.0471,54.43
1504,8/16/18 2:00,-0.0471,53.776
1505,8/16/18 3:00,-0.0471,53.209
1506,8/16/18 4:00,-0.0478,52.554
1507,8/16/18 5:00,-0.0478,51.895
1508,8/16/18 6:00,-0.0471,51.501
1509,8/16/18 7:00,-0.0457,51.325
1510,8/16/18 8:00,-0.043,51.544
1511,8/16/18 9:00,-0.0349,52.335
1512,8/16/18 10:00,-0.0316,54.126
1513,8/16/18 11:00,-0.0222,57.117
1514,8/16/18 12:00,-0.0278,58.798
1515,8/16/18 13:00,-0.0303,60.089
1516,8/16/18 14:00,-0.0323,60.089
1517,8/16/18 15:00,-0.0247,60.046
1518,8/16/18 16:00,-0.0316,59.916
1519,8/16/18 17:00,-0.0329,59.486
1520,8/16/18 18:00,-0.0349,59.014
1521,8/16/18 19:00,-0.0369,58.109
1522,8/16/18 20:00,-0.0063,56.815
1523,8/16/18 21:00,0.0274,55.213
1524,8/16/18 22:00,0.027,54.734
1525,8/16/18 23:00,0.0261,53.994
1526,8/17/18 0:00,0.0274,53.209
1527,8/17/18 1:00,0.0283,52.335
1528,8/17/18 2:00,0.0306,51.458
1529,8/17/18 3:00,0.0306,50.709
1530,8/17/18 4:00,0.031,49.959
1531,8/17/18 5:00,0.0319,49.338
1532,8/17/18 6:00,0.0332,48.717
1533,8/17/18 7:00,0.035,48.182
1534,8/17/18 8:00,0.0363,48.137
1535,8/17/18 9:00,0.0375,49.604
1536,8/17/18 10:00,0.0371,52.817
1537,8/17/18 11:00,0.0354,55.776
1538,8/17/18 12:00,0.0371,58.498
1539,8/17/18 13:00,0.0405,61.119
1540,8/17/18 14:00,0.0401,62.191
1541,8/17/18 15:00,0.0421,62.49
1542,8/17/18 16:00,0.0494,61.462
1543,8/17/18 17:00,0.0517,60.517
1544,8/17/18 18:00,0.0517,59.659
1545,8/17/18 19:00,0.0517,58.842
1546,8/17/18 20:00,0.0521,57.936
1547,8/17/18 21:00,0.0536,56.944
1548,8/17/18 22:00,0.0544,55.863
1549,8/17/18 23:00,0.0547,54.82
1550,8/18/18 0:00,0.0555,53.865
1551,8/18/18 1:00,0.0562,52.903
1552,8/18/18 2:00,0.0562,52.072
1553,8/18/18 3:00,0.0562,51.282
1554,8/18/18 4:00,0.0544,50.533
1555,8/18/18 5:00,0.0536,49.825
1556,8/18/18 6:00,0.0528,49.471
1557,8/18/18 7:00,0.0536,49.161
1558,8/18/18 8:00,0.0653,48.85
1559,8/18/18 9:00,0.0781,48.315
1560,8/18/18 10:00,0.0869,47.109
1561,8/18/18 11:00,0.0863,48.227
1562,8/18/18 12:00,0.0816,49.914
1563,8/18/18 13:00,0.0797,51.764
1564,8/18/18 14:00,0.0781,54.037
1565,8/18/18 15:00,0.0787,55.602
1566,8/18/18 16:00,0.0797,56.165
1567,8/18/18 17:00,0.0797,56.165
1568,8/18/18 18:00,0.0816,55.906
1569,8/18/18 19:00,0.0822,55.472
1570,8/18/18 20:00,0.0835,54.777
1571,8/18/18 21:00,0.085,53.776
1572,8/18/18 22:00,0.0857,52.772
1573,8/18/18 23:00,0.0863,51.852
1574,8/19/18 0:00,0.0869,51.062
1575,8/19/18 1:00,0.0875,50.356
1576,8/19/18 2:00,0.0881,49.737
1577,8/19/18 3:00,0.0881,49.028
1578,8/19/18 4:00,0.0881,48.36
1579,8/19/18 5:00,0.0887,47.691
1580,8/19/18 6:00,0.0887,47.019
1581,8/19/18 7:00,0.0887,46.391
1582,8/19/18 8:00,0.0844,46.481
1583,8/19/18 9:00,0.0803,48.182
1584,8/19/18 10:00,0.0781,51.193
1585,8/19/18 11:00,0.0758,54.561
1586,8/19/18 12:00,0.0732,57.463
1587,8/19/18 13:00,0.0695,59.745
1588,8/19/18 14:00,0.0684,60.818
1589,8/19/18 15:00,0.0664,60.818
1590,8/19/18 16:00,0.066,60.174
1591,8/19/18 17:00,0.0653,59.229
1592,8/19/18 18:00,0.0646,58.282
1593,8/19/18 19:00,0.0653,57.204
1594,8/19/18 20:00,0.0646,56.122
1595,8/19/18 21:00,0.0646,54.952
1596,8/19/18 22:00,0.0646,53.776
1597,8/19/18 23:00,0.0653,52.641
1598,8/20/18 0:00,0.0653,51.633
1599,8/20/18 1:00,0.0664,50.664
1600,8/20/18 2:00,0.0678,49.692
1601,8/20/18 3:00,0.0702,48.85
1602,8/20/18 4:00,0.0708,48.004
1603,8/20/18 5:00,0.0708,47.244
1604,8/20/18 6:00,0.0708,46.526
1605,8/20/18 7:00,0.0708,45.941
1606,8/20/18 8:00,0.0803,46.211
1607,8/20/18 9:00,0.0732,48.272
1608,8/20/18 10:00,0.0702,51.809
1609,8/20/18 11:00,0.0664,55.429
1610,8/20/18 12:00,0.0363,58.755
1611,8/20/18 13:00,0.0328,61.205
1612,8/20/18 14:00,0.0328,62.447
1613,8/20/18 15:00,0.0288,62.577
1614,8/20/18 16:00,0.0371,61.977
1615,8/20/18 17:00,0.02,61.119
1616,8/20/18 18:00,0.0147,60.174
1617,8/20/18 19:00,0.0122,58.971
1618,8/20/18 20:00,0.0112,57.722
1619,8/20/18 21:00,0.0482,56.469
1620,8/20/18 22:00,0.0392,55.299
1621,8/20/18 23:00,0.0462,54.212
1622,8/21/18 0:00,0.0474,53.341
1623,8/21/18 1:00,0.0375,52.686
1624,8/21/18 2:00,0.0166,52.246
1625,8/21/18 3:00,0.005,51.809
1626,8/21/18 4:00,0.0112,51.282
1627,8/21/18 5:00,0.0112,50.841
1628,8/21/18 6:00,0.0328,50.488
1629,8/21/18 7:00,0.0224,50.047
1630,8/21/18 8:00,0.0413,49.825
1631,8/21/18 9:00,0.0341,50.356
1632,8/21/18 10:00,0.0521,51.895
1633,8/21/18 11:00,0.02,53.733
1634,8/21/18 12:00,0.0494,54.952
1635,8/21/18 13:00,0.0186,56.295
1636,8/21/18 14:00,0.0228,57.549
1637,8/21/18 15:00,0.0725,56.512
1638,8/21/18 16:00,0.0752,55.429
1639,8/21/18 17:00,0.0599,55.256
1640,8/21/18 18:00,0.0715,54.648
1641,8/21/18 19:00,0.1742,51.105
1642,8/21/18 20:00,0.145,51.193
1643,8/21/18 21:00,0.1366,50.841
1644,8/21/18 22:00,0.1335,50.445
1645,8/21/18 23:00,0.1317,50.135
1646,8/22/18 0:00,0.143,49.825
1647,8/22/18 1:00,0.1523,49.294
1648,8/22/18 2:00,0.1503,49.073
1649,8/22/18 3:00,0.1608,48.583
1650,8/22/18 4:00,0.1542,48.405
1651,8/22/18 5:00,0.1484,48.182
1652,8/22/18 6:00,0.1527,47.959
1653,8/22/18 7:00,0.1638,47.557
1654,8/22/18 8:00,0.1724,46.974
1655,8/22/18 9:00,0.1623,47.199
1656,8/22/18 10:00,0.1508,47.557
1657,8/22/18 11:00,0.1503,47.736
1658,8/22/18 12:00,0.1503,47.914
1659,8/22/18 13:00,0.1508,48.227
1660,8/22/18 14:00,0.1261,48.938
1661,8/22/18 15:00,0.1246,49.649
1662,8/22/18 16:00,0.1276,50.18
1663,8/22/18 17:00,0.1148,50.664
1664,8/22/18 18:00,0.1122,50.886
1665,8/22/18 19:00,0.1153,50.841
1666,8/22/18 20:00,0.1153,50.533
1667,8/22/18 21:00,0.1143,50.18
1668,8/22/18 22:00,0.1159,49.782
1669,8/22/18 23:00,0.1164,49.383
1670,8/23/18 0:00,0.1246,49.028
1671,8/23/18 1:00,0.129,48.717
1672,8/23/18 2:00,0.1224,48.45
1673,8/23/18 3:00,0.1199,48.137
1674,8/23/18 4:00,0.1271,47.826
1675,8/23/18 5:00,0.129,47.557
1676,8/23/18 6:00,0.1266,47.289
1677,8/23/18 7:00,0.159,46.706
1678,8/23/18 8:00,0.1604,45.851
1679,8/23/18 9:00,0.1638,45.669
1680,8/23/18 10:00,0.1396,48.049
1681,8/23/18 11:00,0.1251,51.458
1682,8/23/18 12:00,0.1169,54.734
1683,8/23/18 13:00,0.1117,56.988
1684,8/23/18 14:00,0.1214,58.239
1685,8/23/18 15:00,0.1053,58.455
1686,8/23/18 16:00,0.1058,58.066
1687,8/23/18 17:00,0.1179,57.333
1688,8/23/18 18:00,0.1085,56.34
1689,8/23/18 19:00,0.1085,55.386
1690,8/23/18 20:00,0.1382,54.387
1691,8/23/18 21:00,0.1242,53.209
1692,8/23/18 22:00,0.1375,52.029
1693,8/23/18 23:00,0.1199,51.017
1694,8/24/18 0:00,0.1214,50.092
1695,8/24/18 1:00,0.1266,49.294
1696,8/24/18 2:00,0.1271,48.583
1697,8/24/18 3:00,0.1532,47.914
1698,8/24/18 4:00,0.1285,47.334
1699,8/24/18 5:00,0.1479,46.751
1700,8/24/18 6:00,0.1519,46.211
1701,8/24/18 7:00,0.1604,45.714
1702,8/24/18 8:00,0.1204,45.579
1703,8/24/18 9:00,0.1387,46.796
1704,8/24/18 10:00,0.108,49.471
1705,8/24/18 11:00,0.1036,52.947
1706,8/24/18 12:00,0.0981,56.122
1707,8/24/18 13:00,0.0955,58.023
1708,8/24/18 14:00,0.102,58.928
1709,8/24/18 15:00,0.0955,59.401
1710,8/24/18 16:00,0.0875,59.056
1711,8/24/18 17:00,0.0822,58.239
1712,8/24/18 18:00,0.0822,57.42
1713,8/24/18 19:00,0.0816,56.512
1714,8/24/18 20:00,0.102,55.472
1715,8/24/18 21:00,0.0926,54.387
1716,8/24/18 22:00,0.1025,53.298
1717,8/24/18 23:00,0.0902,52.423
1718,8/25/18 0:00,0.0943,51.633
1719,8/25/18 1:00,0.1069,50.929
1720,8/25/18 2:00,0.1091,50.4
1721,8/25/18 3:00,0.0975,49.825
1722,8/25/18 4:00,0.0981,49.249
1723,8/25/18 5:00,0.0937,48.717
1724,8/25/18 6:00,0.0937,48.182
1725,8/25/18 7:00,0.0926,47.736
1726,8/25/18 8:00,0.0902,47.691
1727,8/25/18 9:00,0.0869,48.583
1728,8/25/18 10:00,0.0863,50.135
1729,8/25/18 11:00,0.0844,52.466
1730,8/25/18 12:00,0.0829,54.648
1731,8/25/18 13:00,0.0844,56.815
1732,8/25/18 14:00,0.0745,58.152
1733,8/25/18 15:00,0.0787,58.755
1734,8/25/18 16:00,0.0684,58.842
1735,8/25/18 17:00,0.0653,58.411
1736,8/25/18 18:00,0.0816,57.506
1737,8/25/18 19:00,0.0887,56.34
1738,8/25/18 20:00,0.0926,55.256
1739,8/25/18 21:00,0.0932,54.343
1740,8/25/18 22:00,0.0949,53.602
1741,8/25/18 23:00,0.0937,52.947
1742,8/26/18 0:00,0.0937,52.335
1743,8/26/18 1:00,0.092,51.764
1744,8/26/18 2:00,0.0937,51.193
1745,8/26/18 3:00,0.0943,50.664
1746,8/26/18 4:00,0.0943,50.268
1747,8/26/18 5:00,0.0943,49.782
1748,8/26/18 6:00,0.0961,49.161
1749,8/26/18 7:00,0.0963,48.628
1750,8/26/18 8:00,0.1069,48.45
1751,8/26/18 9:00,0.0863,49.914
1752,8/26/18 10:00,0.0902,51.852
1753,8/26/18 11:00,0.0949,53.908
1754,8/26/18 12:00,0.0841,57.031
1755,8/26/18 13:00,0.0926,59.401
1756,8/26/18 14:00,0.0702,60.647
1757,8/26/18 15:00,0.0881,61.032
1758,8/26/18 16:00,0.0632,60.517
1759,8/26/18 17:00,0.0797,59.788
1760,8/26/18 18:00,0.0574,59.056
1761,8/26/18 19:00,0.0949,58.066
1762,8/26/18 20:00,0.0574,56.988
1763,8/26/18 21:00,0.1053,55.299
1764,8/26/18 22:00,0.1352,53.733
1765,8/26/18 23:00,0.1382,52.772
1766,8/27/18 0:00,0.1405,52.029
1767,8/27/18 1:00,0.1416,51.413
1768,8/27/18 2:00,0.143,51.017
1769,8/27/18 3:00,0.1229,50.664
1770,8/27/18 4:00,0.1276,50.311
1771,8/27/18 5:00,0.1281,50.002
1772,8/27/18 6:00,0.1285,49.737
1773,8/27/18 7:00,0.1261,49.471
1774,8/27/18 8:00,0.1204,49.204
1775,8/27/18 9:00,0.1455,49.028
1776,8/27/18 10:00,0.1271,49.161
1777,8/27/18 11:00,0.1101,50.092
1778,8/27/18 12:00,0.1237,51.852
1779,8/27/18 13:00,0.1199,53.602
1780,8/27/18 14:00,0.102,54.82
1781,8/27/18 15:00,0.108,55.429
1782,8/27/18 16:00,0.0955,55.472
1783,8/27/18 17:00,0.0949,55.168
1784,8/27/18 18:00,0.0937,54.691
1785,8/27/18 19:00,0.1031,54.037
1786,8/27/18 20:00,0.102,53.209
1787,8/27/18 21:00,0.0961,52.291
1788,8/27/18 22:00,0.1003,51.413
1789,8/27/18 23:00,0.1271,50.621
1790,8/28/18 0:00,0.1179,49.782
1791,8/28/18 1:00,0.0932,48.983
1792,8/28/18 2:00,0.1219,48.227
1793,8/28/18 3:00,0.1169,47.557
1794,8/28/18 4:00,0.1219,46.886
1795,8/28/18 5:00,0.1143,46.301
1796,8/28/18 6:00,0.1251,45.714
1797,8/28/18 7:00,0.1256,45.172
1798,8/28/18 8:00,0.1229,45.399
1799,8/28/18 9:00,0.1091,47.647
1800,8/28/18 10:00,0.1091,50.929
1801,8/28/18 11:00,0.0986,54.343
1802,8/28/18 12:00,0.0963,57.247
1803,8/28/18 13:00,0.0893,59.185
1804,8/28/18 14:00,0.092,60.003
1805,8/28/18 15:00,0.0708,59.788
1806,8/28/18 16:00,0.0708,58.928
1807,8/28/18 17:00,0.0822,57.807
1808,8/28/18 18:00,0.0963,56.512
1809,8/28/18 19:00,0.0732,55.256
1810,8/28/18 20:00,0.0646,54.037
1811,8/28/18 21:00,0.0732,52.817
1812,8/28/18 22:00,0.1122,51.678
1813,8/28/18 23:00,0.1194,50.621
1814,8/29/18 0:00,0.1164,49.692
1815,8/29/18 1:00,0.0844,48.85
1816,8/29/18 2:00,0.0664,48.049
1817,8/29/18 3:00,0.1153,47.334
1818,8/29/18 4:00,0.1122,46.661
1819,8/29/18 5:00,0.1138,46.031
1820,8/29/18 6:00,0.1148,45.444
1821,8/29/18 7:00,0.1159,44.946
1822,8/29/18 8:00,0.0738,45.307
1823,8/29/18 9:00,0.0932,47.826
1824,8/29/18 10:00,0.0943,51.37
1825,8/29/18 11:00,0.0875,54.909
1826,8/29/18 12:00,0.0829,57.807
1827,8/29/18 13:00,0.0762,59.659
1828,8/29/18 14:00,0.0803,60.517
1829,8/29/18 15:00,0.057,60.561
1830,8/29/18 16:00,0.0758,59.873
1831,8/29/18 17:00,0.0722,58.798
1832,8/29/18 18:00,0.0474,57.636
1833,8/29/18 19:00,0.0425,56.599
1834,8/29/18 20:00,0.047,55.429
1835,8/29/18 21:00,0.0914,54.3
1836,8/29/18 22:00,0.0937,53.253
1837,8/29/18 23:00,0.0632,52.291
1838,8/30/18 0:00,0.0494,51.458
1839,8/30/18 1:00,0.0517,50.709
1840,8/30/18 2:00,0.0462,50.047
1841,8/30/18 3:00,0.0893,49.383
1842,8/30/18 4:00,0.0943,48.762
1843,8/30/18 5:00,0.0937,48.227
1844,8/30/18 6:00,0.0932,47.736
1845,8/30/18 7:00,0.0932,47.334
1846,8/30/18 8:00,0.0494,47.691
1847,8/30/18 9:00,0.0446,49.692
1848,8/30/18 10:00,0.0829,51.809
1849,8/30/18 11:00,0.0781,55.168
1850,8/30/18 12:00,0.0732,58.325
1851,8/30/18 13:00,0.0708,60.517
1852,8/30/18 14:00,0.0413,61.376
1853,8/30/18 15:00,0.0695,61.29
1854,8/30/18 16:00,0.0725,60.775
1855,8/30/18 17:00,0.0517,60.132
1856,8/30/18 18:00,0.0319,59.272
1857,8/30/18 19:00,0.0274,58.109
1858,8/30/18 20:00,0.0306,56.858
1859,8/30/18 21:00,0.0462,55.647
1860,8/30/18 22:00,0.0283,54.43
1861,8/30/18 23:00,0.0442,53.427
1862,8/31/18 0:00,0.035,52.597
1863,8/31/18 1:00,0.0384,51.895
1864,8/31/18 2:00,0.0758,51.193
1865,8/31/18 3:00,0.0715,50.445
1866,8/31/18 4:00,0.0725,49.737
1867,8/31/18 5:00,0.0863,49.116
1868,8/31/18 6:00,0.0421,48.583
1869,8/31/18 7:00,0.0708,48.094
1870,8/31/18 8:00,0.0787,47.914
1871,8/31/18 9:00,0.0442,48.717
1872,8/31/18 10:00,0.0732,49.294
1873,8/31/18 11:00,0.0732,51.148
1874,8/31/18 12:00,0.0653,53.82
1875,8/31/18 13:00,0.0474,55.515
1876,8/31/18 14:00,0.0664,56.079
1877,8/31/18 15:00,0.0628,56.426
1878,8/31/18 16:00,0.0678,56.512
1879,8/31/18 17:00,0.0653,56.34
1880,8/31/18 18:00,0.0405,55.906
1881,8/31/18 19:00,0.0708,55.038
1882,8/31/18 20:00,0.0238,53.908
1883,8/31/18 21:00,0.0205,52.729
1884,8/31/18 22:00,0.0261,51.809
1885,8/31/18 23:00,0.035,51.062
1886,9/1/18 0:00,0.0283,50.311
1887,9/1/18 1:00,0.0288,49.516
1888,9/1/18 2:00,0.0384,48.805
1889,9/1/18 3:00,0.0841,48.094
1890,9/1/18 4:00,0.0863,47.467
1891,9/1/18 5:00,0.0863,46.886
1892,9/1/18 6:00,0.0596,46.526
1893,9/1/18 7:00,0.0588,46.211
1894,9/1/18 8:00,0.0684,46.571
1895,9/1/18 9:00,0.031,48.538
1896,9/1/18 10:00,0.0664,51.062
1897,9/1/18 11:00,0.0632,53.69
1898,9/1/18 12:00,0.0555,56.295
1899,9/1/18 13:00,0.0555,58.411
1900,9/1/18 14:00,0.0521,59.572
1901,9/1/18 15:00,0.0536,60.089
1902,9/1/18 16:00,0.0501,59.616
1903,9/1/18 17:00,0.0596,58.755
1904,9/1/18 18:00,0.0107,57.85
1905,9/1/18 19:00,0.0521,57.031
1906,9/1/18 20:00,0.0228,55.992
1907,9/1/18 21:00,0.0555,54.952
1908,9/1/18 22:00,0.066,53.865
1909,9/1/18 23:00,0.0528,52.686
1910,9/2/18 0:00,0.0588,51.589
1911,9/2/18 1:00,0.0375,50.621
1912,9/2/18 2:00,0.0536,49.782
1913,9/2/18 3:00,0.0536,49.161
1914,9/2/18 4:00,0.0528,48.583
1915,9/2/18 5:00,0.0536,48.094
1916,9/2/18 6:00,0.0536,47.781
1917,9/2/18 7:00,0.0528,47.467
1918,9/2/18 8:00,0.0596,47.781
1919,9/2/18 9:00,0.057,49.87
1920,9/2/18 10:00,0.0454,52.16
1921,9/2/18 11:00,0.0434,54.909
1922,9/2/18 12:00,0.0013,56.079
1923,9/2/18 13:00,0.0008,55.558
1924,9/2/18 14:00,0.0247,54.561
1925,9/2/18 15:00,0.0446,53.951
1926,9/2/18 16:00,0.0161,54.082
1927,9/2/18 17:00,0.0087,53.82
1928,9/2/18 18:00,0.0056,53.253
1929,9/2/18 19:00,0.0071,52.509
1930,9/2/18 20:00,0.0066,51.764
1931,9/2/18 21:00,0.0066,50.974
1932,9/2/18 22:00,0.0056,50.135
1933,9/2/18 23:00,0.005,49.294
1934,9/3/18 0:00,0.005,48.493
1935,9/3/18 1:00,0.0056,47.826
1936,9/3/18 2:00,0.0056,47.289
1937,9/3/18 3:00,0.0056,46.841
1938,9/3/18 4:00,0.0056,46.571
1939,9/3/18 5:00,0.0056,46.301
1940,9/3/18 6:00,0.005,46.076
1941,9/3/18 7:00,0.005,45.806
1942,9/3/18 8:00,0.0066,45.669
1943,9/3/18 9:00,0.0071,45.941
1944,9/3/18 10:00,0.0087,46.796
1945,9/3/18 11:00,0.0071,47.557
1946,9/3/18 12:00,0.0494,48.405
1947,9/3/18 13:00,0.0462,49.782
1948,9/3/18 14:00,0.0341,50.841
1949,9/3/18 15:00,0.0384,51.37
1950,9/3/18 16:00,0.0454,51.633
1951,9/3/18 17:00,0.0375,51.764
1952,9/3/18 18:00,0.0013,51.544
1953,9/3/18 19:00,0.0328,51.017
1954,9/3/18 20:00,-0.0097,50.356
1955,9/3/18 21:00,-0.0115,49.428
1956,9/3/18 22:00,-0.012,48.538
1957,9/3/18 23:00,-0.0115,47.736
