Year,Site,Location_ID,PlotPair,Plot_ID,Subplot_ID,Block,Plot,Block/Plot,Subplot,Treatment,Veg type,Species,functional type,DOYsf,SG,FBB,NL,NL2,FLE,FLE2,FLB,FOF,FLD,FLCC
2017,Lower Montane,ER-LMA1L,LM_A,LM_A_1,LM_A_1_L,A,1,A1,Left,Early,Shrub,Achnatherum nelsonii,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMA1L,LM_A,LM_A_1,LM_A_1_L,A,1,A1,Left,Early,Shrub,Bromopsis lanatipes,Grass,133,135,,135,,159,,,199,,233
2017,Lower Montane,ER-LMA1L,LM_A,LM_A_1,LM_A_1_L,A,1,A1,Left,Early,Shrub,Festuca sp.,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMA1L,LM_A,LM_A_1,LM_A_1_L,A,1,A1,Left,Early,Shrub,Phleum pratense,Grass,133,,,,,,,,212,,222
2017,Lower Montane,ER-LMA1L,LM_A,LM_A_1,LM_A_1_L,A,1,A1,Left,Early,Shrub,Poa pratensis,Grass,133,135,,135,,159,,,188,,222
2017,Lower Montane,ER-LMA1L,LM_A,LM_A_1,LM_A_1_L,A,1,A1,Left,Early,Shrub,Artemisia tridentata,Shrub,133,135,,149,,153,,,222,,188
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Achillea millefolium,Forb,133,,,142,,159,,,,,173
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Agoseris glauca,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Calochortus gunnisonii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Delphinium nuttallianum,Forb,133,,,135,,156,,,159,,166
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Erigeron speciosus,Forb,133,,,153,,159,,,,,173
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Geum triflorum,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Helianthella quinquenervis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Heliomeris multiflora,Forb,133,,,153,,159,,,222,,233
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Ipomopsis aggregata,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Linum lewisii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Lupinus argenteus,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Mertensia fusiformis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Potentilla gracilis ,Forb,133,,,142,,153,,,199,,233
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Taraxacum officinale,Forb,133,135,,142,,153,,,159,,166
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Thalictrum fendleri ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Valeriana occidentalis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Vicia americana,Forb,133,,,153,,159,,,181,,173
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Achnatherum nelsonii,Grass,133,135,,135,,159,,,181,,188
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Bromopsis lanatipes,Grass,133,135,,135,,159,,,212,,188
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Festuca sp.,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Phleum pratense,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Poa pratensis,Grass,133,135,,135,,159,,,188,,199
2017,Lower Montane,ER-LMA2L,LM_A,LM_A_2,LM_A_2_L,A,2,A2,Left,Control,Meadow,Artemisia tridentata,Shrub,133,135,,149,,153,,,,,181
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Achillea millefolium,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Agoseris glauca,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Calochortus gunnisonii,Forb,133,,,,,,,,199,,212
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Delphinium nuttallianum,Forb,133,,,135,,156,,,,,173
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Erigeron speciosus,Forb,133,,,153,,153,,,199,,233
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Geum triflorum,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Helianthella quinquenervis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Heliomeris multiflora,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Ipomopsis aggregata,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Linum lewisii,Forb,133,,,149,,156,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Lupinus argenteus,Forb,133,,,153,,159,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Mertensia fusiformis,Forb,133,,,149,,153,,,153,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Potentilla gracilis ,Forb,133,,,135,,153,,,181,,186
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Taraxacum officinale,Forb,133,135,,142,,156,,,166,,173
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Thalictrum fendleri ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Valeriana occidentalis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Vicia americana,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Achnatherum nelsonii,Grass,133,135,,135,,159,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Bromopsis lanatipes,Grass,133,135,,135,,159,,,222,,233
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Festuca sp.,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Phleum pratense,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Poa pratensis,Grass,133,135,,135,,159,,,188,,199
2017,Lower Montane,ER-LMA2R,LM_A,LM_A_2,LM_A_2_R,A,2,A2,Right,Control,Shrub,Artemisia tridentata,Shrub,133,135,,149,,152,,,222,,181
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Achillea millefolium,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Agoseris glauca,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Calochortus gunnisonii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Delphinium nuttallianum,Forb,133,,,135,,152,,,159,,159
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Erigeron speciosus,Forb,133,,,149,,159,,,199,,181
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Geum triflorum,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Helianthella quinquenervis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Heliomeris multiflora,Forb,133,,,149,,159,,,222,,173
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Ipomopsis aggregata,Forb,133,135,,142,,159,,,,,173
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Linum lewisii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Lupinus argenteus,Forb,133,,,152,,159,,,,,181
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Mertensia fusiformis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Potentilla gracilis ,Forb,133,,,135,,156,,,173,,173
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Taraxacum officinale,Forb,133,,,142,,152,,,159,,173
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Thalictrum fendleri ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Valeriana occidentalis,Forb,133,,,135,,152,,,,,181
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Vicia americana,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Achnatherum nelsonii,Grass,133,,,149,,159,,,212,,186
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Bromopsis lanatipes,Grass,133,135,,135,,159,,,188,,186
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Festuca sp.,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Phleum pratense,Grass,133,,,,,,,,199,,
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Poa pratensis,Grass,133,135,,135,,159,,,181,,181
2017,Lower Montane,ER-LMB1L,LM_B,LM_B_1,LM_B_1_L,B,1,B1,Left,Control,Meadow,Artemisia tridentata,Shrub,133,,,149,,156,,,,,188
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Achillea millefolium,Forb,133,,,149,,159,,,,,166
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Agoseris glauca,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Calochortus gunnisonii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Delphinium nuttallianum,Forb,133,,,135,,152,,,,,159
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Erigeron speciosus,Forb,133,,,149,,159,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Geum triflorum,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Helianthella quinquenervis,Forb,133,,,149,,152,,,188,,241
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Heliomeris multiflora,Forb,133,,,149,,159,,,199,,186
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Ipomopsis aggregata,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Linum lewisii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Lupinus argenteus,Forb,133,,,149,,159,,,,,188
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Mertensia fusiformis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Potentilla gracilis ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Taraxacum officinale,Forb,133,,,149,,159,,,,,188
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Thalictrum fendleri ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Valeriana occidentalis,Forb,133,,,135,,152,,,166,,173
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Vicia americana,Forb,133,,,149,,159,,,181,,188
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Achnatherum nelsonii,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Bromopsis lanatipes,Grass,133,135,,135,,159,,,188,,188
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Festuca sp.,Grass,133,,,152,,159,,,212,,222
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Phleum pratense,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Poa pratensis,Grass,133,135,,135,,159,,,181,,188
2017,Lower Montane,ER-LMB1R,LM_B,LM_B_1,LM_B_1_R,B,1,B1,Right,Control,Shrub,Artemisia tridentata,Shrub,133,135,,152,,156,,,222,,181
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Achillea millefolium,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Agoseris glauca,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Calochortus gunnisonii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Delphinium nuttallianum,Forb,133,,,135,,149,,,159,,173
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Erigeron speciosus,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Geum triflorum,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Helianthella quinquenervis,Forb,133,,,149,,159,,,199,,188
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Heliomeris multiflora,Forb,133,,,149,,159,,,212,,188
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Ipomopsis aggregata,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Linum lewisii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Lupinus argenteus,Forb,133,,,142,,156,,,166,,188
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Mertensia fusiformis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Potentilla gracilis ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Taraxacum officinale,Forb,133,,,142,,156,,,166,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Thalictrum fendleri ,Forb,133,,,149,,156,,,173,,188
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Valeriana occidentalis,Forb,133,,,135,,152,,,152,,173
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Vicia americana,Forb,133,,,149,,156,,,181,,188
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Achnatherum nelsonii,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Bromopsis lanatipes,Grass,133,135,,135,,159,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Festuca sp.,Grass,133,,,152,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Phleum pratense,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Poa pratensis,Grass,133,135,,135,,159,,,181,,188
2017,Lower Montane,ER-LMB2L,LM_B,LM_B_2,LM_B_2_L,B,2,B2,Left,Early,Meadow,Artemisia tridentata,Shrub,133,135,,149,,159,,,,,241
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Achillea millefolium,Forb,133,,,149,,159,,,,,166
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Agoseris glauca,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Calochortus gunnisonii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Delphinium nuttallianum,Forb,133,,,135,,156,,,166,,166
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Erigeron speciosus,Forb,133,,,149,,159,,,188,,241
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Geum triflorum,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Helianthella quinquenervis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Heliomeris multiflora,Forb,133,,,149,,159,,,212,,241
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Ipomopsis aggregata,Forb,133,,,159,,159,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Linum lewisii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Lupinus argenteus,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Mertensia fusiformis,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Potentilla gracilis ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Taraxacum officinale,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Thalictrum fendleri ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Valeriana occidentalis,Forb,133,,,135,,152,,,152,,166
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Vicia americana,Forb,133,,,149,,159,,,173,,188
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Achnatherum nelsonii,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Bromopsis lanatipes,Grass,133,,,149,,159,,,188,,233
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Festuca sp.,Grass,133,,,152,,159,,,181,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Phleum pratense,Grass,133,,,,,,,,,,
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Poa pratensis,Grass,133,135,,135,,159,,,188,,212
2017,Lower Montane,ER-LMB2R,LM_B,LM_B_2,LM_B_2_R,B,2,B2,Right,Early,Shrub,Artemisia tridentata,Shrub,133,135,,149,,156,,,241,,188
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Achillea millefolium,Forb,133,,,149,,159,,,199,,173
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Agoseris glauca,Forb,133,,,152,,159,,,,,199
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Calochortus gunnisonii,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Delphinium nuttallianum,Forb,133,,,135,,156,,,156,,159
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Erigeron speciosus,Forb,133,,,149,,159,,,,,233
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Geum triflorum,Forb,133,135,,135,,152,,,173,,173
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Helianthella quinquenervis,Forb,133,,,,,166,,,199,,233
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Heliomeris multiflora,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Ipomopsis aggregata,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Linum lewisii,Forb,133,,,135,,156,,,181,,188
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Lupinus argenteus,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Mertensia fusiformis,Forb,133,,,149,,,,,,,
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Potentilla gracilis ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Taraxacum officinale,Forb,133,,,149,,152,,,156,,181
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Thalictrum fendleri ,Forb,133,,,,,,,,,,
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Valeriana occidentalis,Forb,133,,,135,,152,,,156,,173
2017,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1,Left,Early,Meadow,Vicia americana,Forb,133,,,149,,159,,,181,,188
